From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2017-07-10,14.965416666666668,30.239583333333332,1.9100000000000001,6.8425,5.168333333333334,,4.3374999999999995,0.67125,17.559583333333332,26.38625,80.36416666666666,1.8787500000000001,119.73583333333333,200.56583333333333,758.2674999999999,34.91833333333333,0.05541666666666667
2017-07-11,8.775217391304347,18.632083333333334,1.8325000000000002,5.130416666666666,4.215,,5.01,0.5333333333333333,16.743750000000002,26.59375,80.28125,2.0175,139.125,141.22583333333333,757.7352173913043,34.452083333333334,0.09375
2017-07-12,17.945,37.15625,1.9262499999999998,7.66375,5.640416666666667,,4.0808333333333335,0.6470833333333333,15.334166666666667,26.634583333333335,78.42,2.1479166666666667,93.00666666666666,189.2125,756.7433333333333,35.26125,0.0
2017-07-13,16.951249999999998,46.774166666666666,1.9604166666666665,5.632083333333333,4.587916666666667,,2.8773913043478263,0.6191666666666666,15.542916666666665,26.39625,79.85416666666667,2.51625,94.40291666666667,185.56958333333333,757.2466666666666,35.14958333333333,0.0
2017-07-14,15.51375,49.125,2.0470833333333336,7.029166666666666,5.402083333333334,,4.3012500000000005,0.5641666666666666,16.756249999999998,27.105,75.635,2.2624999999999997,118.92666666666666,192.55916666666667,757.2529166666667,35.10333333333333,0.0
2017-07-15,18.875,60.364583333333336,2.0795833333333333,6.7870833333333325,5.3012500000000005,,3.3362499999999997,0.5829166666666666,16.02208333333333,27.88875,78.15291666666667,2.4233333333333333,100.69791666666667,188.96875,757.4929166666667,35.44166666666667,0.0
2017-07-16,19.538333333333334,43.6875,2.0554166666666664,5.457916666666667,4.58125,,4.3075,0.5058333333333334,15.558750000000002,27.892916666666668,79.84041666666667,2.0408333333333335,114.68416666666667,169.15291666666667,756.5033333333334,35.097500000000004,0.0
2017-07-17,18.961666666666666,51.961666666666666,1.9691666666666665,5.945833333333333,4.75875,,3.245416666666667,0.45625,15.04875,27.91625,79.2325,2.58875,94.72958333333334,208.22916666666666,755.2600000000001,35.48291666666667,0.0
2017-07-18,16.87875,54.03791666666667,1.9620833333333334,5.50875,4.527916666666667,,4.085833333333333,0.56375,14.099166666666667,28.031666666666666,80.90958333333333,2.2879166666666664,84.35041666666667,179.32625,755.8195833333333,35.47291666666667,0.07291666666666667
2017-07-19,14.659583333333332,38.305416666666666,1.97625,4.6525,4.0616666666666665,,3.6525,0.4604166666666667,14.014583333333334,27.76375,81.79166666666667,1.7933333333333332,144.94791666666666,190.61458333333334,756.03125,34.867916666666666,0.0625
2017-07-20,13.132083333333334,35.3925,1.9375,4.199583333333333,3.7566666666666664,,4.285833333333334,0.6391666666666667,12.288333333333334,27.749583333333334,82.65625,1.9366666666666665,152.0725,196.80541666666667,755.2154166666666,33.97666666666667,0.07291666666666667
2017-07-21,7.380714285714285,23.077142857142857,1.9607142857142856,4.225714285714285,3.7985714285714285,,3.3721428571428573,0.48714285714285716,14.356428571428571,27.657142857142855,78.9342857142857,1.957142857142857,119.27357142857143,285.99357142857144,756.3157142857143,32.480714285714285,0.0
2017-07-22,,,,,,,,,,,,,,,,,
2017-07-23,,,,,,,,,,,,,,,,,
2017-07-24,14.284,59.57,1.9683333333333335,7.7575,5.732499999999999,,4.479166666666667,0.8066666666666666,17.05333333333333,27.825833333333332,72.91,3.4058333333333333,94.1175,259.94416666666666,754.0833333333334,33.89,0.0
2017-07-25,16.97086956521739,57.07608695652174,2.0965217391304347,6.249130434782608,5.027826086956522,,3.9356521739130432,0.6395652173913043,17.269565217391303,28.285217391304347,73.86217391304348,2.7030434782608697,128.41304347826087,234.69565217391303,752.8295652173914,33.49217391304348,0.03260869565217391
2017-07-26,24.125,67.21428571428571,1.7550000000000001,8.405,5.8878571428571425,,4.997142857142857,0.7092857142857143,15.782142857142857,28.417857142857144,73.72642857142857,3.6357142857142857,85.51785714285714,291.9585714285714,754.0892857142857,33.80357142857143,0.017857142857142856
2017-07-27,20.757083333333334,48.27458333333333,1.8529166666666665,6.526666666666666,4.960416666666666,,3.8495833333333334,0.62375,14.95375,27.92,76.39583333333333,2.5079166666666666,127.74624999999999,219.13541666666666,755.1491666666667,32.848333333333336,0.020833333333333332
2017-07-28,14.916666666666666,36.78125,1.92875,6.577083333333333,5.0720833333333335,,3.845416666666667,0.5666666666666667,17.659166666666668,27.00708333333333,77.38166666666667,2.8783333333333334,115.67,217.45166666666668,755.6008333333333,32.52,0.020833333333333332
2017-07-29,15.706521739130435,32.95458333333333,2.0458333333333334,5.198333333333333,4.415416666666666,,2.9516666666666667,0.5395833333333333,19.445416666666667,27.5825,75.965,2.62875,137.77083333333334,217.55208333333334,755.87875,32.683749999999996,0.020833333333333332
2017-07-30,24.38208333333333,55.20791666666667,2.047083333333333,3.183809523809524,3.1154166666666665,,3.9341666666666666,0.5533333333333333,18.555,27.213333333333335,75.85416666666667,2.567083333333333,120.9825,210.40291666666667,754.3404166666666,32.90541666666667,0.0
2017-07-31,22.681304347826085,53.09043478260869,2.115,6.642608695652174,5.173913043478261,,4.921739130434783,0.7617391304347826,12.709999999999999,28.33391304347826,77.93130434782609,2.372608695652174,101.87652173913042,214.3408695652174,754.5617391304347,32.807826086956524,0.0
2017-08-01,18.069583333333334,41.49666666666666,2.138333333333333,4.4279166666666665,4.095416666666667,,4.430416666666667,0.7354166666666666,17.14375,26.32375,78.28125,2.7404166666666665,113.81958333333334,235.545,755.3333333333334,32.555,0.010416666666666666
2017-08-02,15.069583333333334,46.600833333333334,1.8966666666666665,7.584166666666667,5.564166666666666,,4.195416666666667,0.9958333333333332,13.993333333333334,27.808333333333334,78.88208333333334,2.86,98.42708333333333,224.83375,756.5933333333334,32.81333333333333,0.0
2017-08-03,14.972083333333332,38.25333333333334,1.8904166666666666,5.7575,4.598333333333334,,3.2937499999999997,0.9725,14.61625,26.995416666666667,79.17708333333333,2.422083333333333,126.39916666666666,186.62833333333333,755.9616666666667,32.48583333333333,0.0
2017-08-04,13.637826086956522,31.38875,1.8579166666666669,7.246666666666666,5.352083333333333,,4.059166666666667,0.9458333333333333,13.749166666666667,27.686666666666667,82.25708333333334,2.2658333333333336,123.99666666666667,150.375,753.2604166666666,31.97583333333333,0.07625
2017-08-05,10.753749999999998,29.284583333333334,1.9533333333333334,6.665833333333333,5.117083333333333,,4.5025,0.90375,14.901666666666666,28.72791666666667,83.43416666666667,2.4175,112.18041666666666,178.29875,752.5275,32.09166666666667,0.034583333333333334
2017-08-06,13.753333333333332,35.166666666666664,1.9916666666666665,5.276666666666666,4.427083333333333,,4.46375,0.9,16.756666666666668,28.71291666666667,82.44416666666667,2.3320833333333333,94.72583333333334,147.53833333333333,751.4379166666666,32.28333333333333,0.0
2017-08-07,20.41,49.40291666666667,1.8175,8.926666666666668,6.191666666666666,,4.87625,0.96375,15.680416666666666,28.24791666666667,83.41291666666667,1.9329166666666666,89.05208333333333,121.69791666666667,752.2083333333334,32.41166666666667,0.020833333333333332
2017-08-08,13.840416666666668,32.15291666666666,1.7683333333333333,6.594166666666667,4.917916666666667,,4.461250000000001,0.9874999999999999,18.68875,27.90833333333333,81.31583333333333,2.547083333333333,96.51375,204.75,753.0208333333334,32.3975,0.0625
2017-08-09,19.524583333333336,41.260416666666664,1.8679166666666667,7.6816666666666675,5.57125,,4.165,1.0108333333333333,16.520833333333332,28.15833333333333,83.29875,2.4429166666666666,82.95833333333333,192.83333333333334,753.7362499999999,32.3775,0.03125
2017-08-10,18.684166666666666,41.899166666666666,1.7358333333333331,7.665,5.47625,,3.6275,1.0283333333333333,18.210416666666667,27.304166666666664,81.51416666666667,2.29,84.50333333333333,172.13583333333335,753.6350000000001,32.48916666666667,0.0
2017-08-11,11.1075,30.215416666666666,1.9008333333333332,6.692727272727273,4.769583333333333,,4.18875,0.9904166666666666,18.491666666666667,28.313333333333333,80.46208333333333,3.0275,77.62125,179.98625,756.2641666666667,32.19291666666667,0.010416666666666666
2017-08-12,21.739583333333332,45.46875,2.0054166666666666,7.3500000000000005,5.535416666666666,,4.23125,0.96875,22.93041666666667,27.83875,77.27458333333333,2.535416666666667,91.28125,235.09041666666667,755.6529166666666,32.71458333333333,0.0
2017-08-13,31.5625,67.72916666666667,1.9887499999999998,5.895416666666667,4.747916666666667,,4.63375,0.9266666666666666,21.46875,24.212500000000002,80.68041666666666,2.294166666666667,93.74291666666666,194.16666666666666,755.7362499999999,32.71041666666667,0.0
2017-08-14,31.41625,72.49666666666667,1.9575000000000002,7.824583333333333,5.755,,2.9829166666666667,0.9679166666666666,7.35625,25.20125,81.2325,2.21125,84.67333333333333,183.46875,756.9341666666666,32.776666666666664,0.0
2017-08-15,25.559166666666666,60.757083333333334,1.7325,6.427916666666667,4.825833333333333,,4.3999999999999995,0.90875,20.274285714285714,26.350416666666664,81.83333333333333,1.91625,91.9375,196.21541666666667,756.4304166666667,32.856249999999996,0.0
2017-08-16,21.097083333333334,44.40958333333333,1.7725,6.017083333333333,4.625416666666667,,3.5075,0.9366666666666666,13.059444444444445,26.73125,79.67375,1.7616666666666667,84.04166666666667,202.8125,755.2950000000001,32.848333333333336,0.020833333333333332
2017-08-17,21.61791666666667,46.517500000000005,1.8154166666666667,7.065416666666667,5.220416666666667,,3.859166666666667,0.9779166666666667,22.430555555555557,26.818749999999998,77.45458333333333,1.7666666666666666,44.11833333333333,239.26375,752.6595833333334,33.06875,0.0
2017-08-18,12.868333333333332,27.43375,1.8729166666666668,5.86375,4.57875,,4.339583333333334,0.89875,19.8,26.265416666666667,84.29833333333333,1.5054166666666668,76.71875,121.29166666666667,751.9200000000001,32.181666666666665,0.4320833333333333
2017-08-19,13.058749999999998,38.597500000000004,1.8991666666666667,6.646666666666667,5.060833333333333,,2.9358333333333335,0.9266666666666666,13.47090909090909,26.501666666666665,82.98583333333333,2.33875,39.9825,157.66666666666666,752.5,30.68958333333333,0.041666666666666664
2017-08-20,12.666666666666666,34.739583333333336,1.875,5.83625,4.629166666666666,,2.435416666666667,0.9029166666666667,16.682083333333335,26.18375,84.04875,1.9279166666666667,60.895833333333336,152.44791666666666,752.6841666666666,30.209166666666665,0.03125
2017-08-21,10.416666666666666,26.340416666666666,1.6212499999999999,6.154166666666666,4.575,,4.81,0.9358333333333334,16.65041666666667,26.390416666666667,83.38541666666667,1.885,75.68375,182.44791666666666,752.2391666666667,30.1375,0.30916666666666665
2017-08-22,11.352272727272727,23.01375,1.9758333333333333,5.01409090909091,4.020416666666667,,3.515833333333333,0.8816666666666667,13.435,26.877916666666668,79.44791666666667,2.357083333333333,106.87124999999999,182.21541666666667,752.0416666666666,30.2775,0.010416666666666666
2017-08-23,18.159583333333334,45.135,1.8870833333333332,6.19,4.808333333333334,,4.05375,0.9375,6.997857142857143,26.950833333333332,77.87833333333333,2.51375,97.45166666666667,241.65958333333333,752.4549999999999,30.93541666666667,0.0
2017-08-24,23.875,63.28125,1.9087500000000002,6.62,5.078333333333333,,3.439166666666667,1.0220833333333335,26.31357142857143,27.242499999999996,80.6075,2.3691666666666666,96.64208333333333,188.125,752.46875,30.913749999999997,0.0
2017-08-25,19.743333333333336,53.89958333333333,1.8941666666666668,5.710416666666667,4.574583333333334,,4.17875,1.0250000000000001,6.9340909090909095,27.727500000000003,80.70833333333333,2.575833333333333,82.96541666666667,199.04166666666666,751.9200000000001,31.02125,0.0
2017-08-26,13.57625,51.857499999999995,1.9729166666666667,4.6433333333333335,4.054166666666666,,2.5991666666666666,0.9608333333333334,3.8405,28.62875,82.54875,2.56,83.35416666666667,201.19458333333333,751.0033333333334,30.882499999999997,0.0
2017-08-27,8.600833333333332,31.458333333333332,2.063333333333333,4.495833333333334,4.0725,,4.77875,0.9179166666666667,2.525384615384615,28.654583333333335,82.96875,2.53875,70.80541666666666,197.9375,751.1179166666667,30.676666666666666,0.10416666666666667
2017-08-28,9.28125,25.458333333333332,1.8366666666666667,6.558333333333334,4.965833333333333,,3.5691666666666664,0.9983333333333334,4.648000000000001,27.957916666666666,85.42041666666667,2.0791666666666666,72.44083333333333,133.85041666666666,751.0208333333334,29.866666666666664,0.03125
2017-08-29,8.934166666666666,21.90625,1.8695833333333332,6.744583333333334,5.0633333333333335,,3.75,0.9458333333333333,3.605,27.219583333333333,84.70875,1.8095833333333333,92.97916666666667,137.80583333333334,752.625,29.810833333333335,0.048749999999999995
2017-08-30,12.71875,35.569583333333334,1.7779166666666668,7.465416666666666,5.380416666666666,,3.2170833333333335,0.9179166666666667,5.155333333333333,27.904583333333335,80.88166666666667,2.1283333333333334,104.44083333333333,205.18083333333334,753.34375,30.7225,0.010416666666666666
2017-08-31,18.274166666666666,48.9375,1.9279166666666667,6.5625,5.059166666666667,,3.7854166666666664,0.97625,7.4430000000000005,28.14916666666667,80.87833333333333,2.4791666666666665,98.6325,227.46875,754.31625,30.919583333333335,0.0
2017-09-01,19.09375,52.177083333333336,1.9841666666666666,3.973333333333333,3.7312499999999997,,4.048333333333333,0.9066666666666667,7.665833333333333,27.93875,81.45125,2.21,118.77791666666667,197.9375,754.9029166666666,30.8325,0.03125
2017-09-02,13.625,32.642857142857146,1.8341666666666665,5.383333333333333,4.340416666666667,,5.019583333333333,0.9925,7.611250000000001,27.860833333333332,77.85083333333334,2.1191666666666666,135.57291666666666,195.50375,754.1008333333333,30.465416666666666,0.01375
2017-09-03,16.708333333333332,35.229166666666664,2.0341666666666667,5.355833333333333,4.495833333333334,,4.02375,0.9504166666666666,7.6120833333333335,27.554999999999996,82.56958333333334,2.12,99.15916666666665,110.83,755.1875,29.913749999999997,0.0
2017-09-04,20.458333333333332,49.645833333333336,2.0275,3.4683333333333333,3.4791666666666665,,4.425416666666666,0.8833333333333333,7.71125,27.787916666666664,81.64583333333333,2.21875,85.93041666666666,206.46875,755.0275,30.8625,0.010416666666666666
2017-09-05,17.794999999999998,44.100833333333334,2.018333333333333,4.11625,3.813333333333333,,5.03625,0.9183333333333333,7.605,27.669583333333335,82.63541666666667,2.1391666666666667,81.83666666666666,143.20458333333332,755.2674999999999,30.60291666666667,0.03125
2017-09-06,9.345238095238095,20.461666666666666,1.9604166666666665,3.467391304347826,3.314166666666667,,4.14,0.8541666666666666,7.609583333333333,27.854166666666668,80.08,2.3904166666666664,75.85791666666667,239.80916666666667,754.0141666666667,30.729583333333334,0.07291666666666667
2017-09-07,15.7675,35.836666666666666,1.6969565217391305,7.999583333333334,5.48125,,3.4333333333333336,0.9891666666666667,7.759166666666666,26.992500000000003,84.30916666666667,1.5791666666666666,74.20458333333333,98.97916666666667,752.96875,30.028750000000002,0.08333333333333333
2017-09-08,11.409583333333332,28.572916666666668,1.8395833333333333,5.800416666666667,4.560416666666667,,4.271249999999999,1.0333333333333334,7.697500000000001,25.58125,83.93041666666666,1.2816666666666667,160.21541666666667,143.205,752.8295833333333,30.04041666666667,0.03125
2017-09-09,12.909583333333332,27.583333333333332,1.9066666666666665,6.18,4.825833333333333,,3.6208333333333336,0.92875,7.722916666666666,27.037499999999998,83.76083333333334,1.3499999999999999,95.78083333333332,150.58,752.9791666666666,29.97375,0.010416666666666666
2017-09-10,10.6875,25.114583333333332,1.9658333333333333,3.7624999999999997,3.6,,4.379166666666666,0.9358333333333334,7.655833333333334,27.36583333333333,79.50333333333333,1.5025000000000002,150.7675,240.38208333333333,751.3333333333334,30.747083333333336,0.0
2017-09-11,12.212083333333334,28.447916666666668,2.0341666666666667,4.974583333333333,4.3012500000000005,,5.050833333333333,1.0258333333333334,7.666666666666667,27.49291666666667,78.795,1.78125,174.47916666666666,191.9825,751.9475000000001,30.9575,0.0
2017-09-12,8.552083333333334,23.215,1.9970833333333333,3.8820833333333336,3.6820833333333334,,2.04625,0.9541666666666666,7.6258333333333335,27.51125,77.33,2.13125,188.3475,232.09375,753.1666666666666,31.270833333333332,0.0
2017-09-13,8.5,20.986250000000002,1.7104166666666665,5.785,4.440833333333333,,4.5062500000000005,0.9379166666666667,7.608333333333333,26.344583333333333,84.15291666666667,1.8191666666666668,145.69125,96.41333333333334,755.7291666666666,30.197916666666668,0.09375
2017-09-14,9.375416666666666,22.174166666666668,1.8841666666666665,5.3425,4.358333333333333,,2.8670833333333334,0.9395833333333333,7.70625,28.057916666666667,82.00375,1.3354166666666665,158.33333333333334,176.71875,757.4304166666667,30.218333333333334,0.01375
2017-09-15,16.225833333333334,38.1875,1.9141666666666666,6.77375,5.1033333333333335,,3.4408333333333334,0.9933333333333333,7.550416666666667,28.085833333333337,78.84041666666667,1.4604166666666665,117.08,205.375,755.3575000000001,30.796666666666667,0.0
2017-09-16,11.184166666666668,33.56583333333334,2.0170833333333333,4.791666666666667,4.130833333333333,,3.3504166666666664,1.0741666666666667,7.660833333333334,28.5175,82.19083333333333,1.9695833333333335,100.01041666666667,188.90291666666667,756.3854166666666,30.680833333333336,0.015416666666666667
2017-09-17,9.159166666666666,21.048333333333332,1.9400000000000002,4.684583333333333,4.050833333333333,,4.908333333333333,0.9054166666666666,7.6379166666666665,27.756249999999998,89.41000000000001,1.06,130.89583333333334,41.65958333333334,760.2291666666666,28.903750000000002,0.06083333333333333
2017-09-18,11.257727272727273,31.173333333333332,1.9875,5.515416666666667,4.491666666666666,,2.9141666666666666,0.9741666666666666,7.702083333333333,28.04416666666667,82.21166666666666,1.8633333333333333,97.65249999999999,203.25333333333333,759.9095833333334,30.522499999999997,0.020833333333333332
2017-09-19,11.083043478260869,37.03125,1.9675,3.65375,3.5283333333333338,,4.20125,0.9645833333333332,7.627916666666667,28.252499999999998,80.94125,2.5870833333333336,36.05916666666666,219.0,757.96875,30.93541666666667,0.010416666666666666
2017-09-20,9.870909090909091,27.527916666666666,1.8729166666666668,4.74125,4.029583333333333,,5.358750000000001,0.95125,7.733333333333333,28.047083333333333,80.38166666666667,2.1508333333333334,46.294999999999995,213.36458333333334,756.6145833333334,30.4075,0.0625
2017-09-21,11.051666666666668,31.42,2.060416666666667,4.86,4.256666666666667,,4.717083333333333,0.9375,7.611249999999999,27.672083333333333,80.83708333333333,1.9958333333333333,80.46499999999999,210.40625,755.4929166666667,30.08583333333333,0.045000000000000005
2017-09-22,18.395833333333332,45.513749999999995,1.8800000000000001,7.235833333333333,5.34875,,4.2804166666666665,0.9670833333333334,7.782916666666666,28.035416666666666,76.08333333333333,2.11625,104.88875,231.56583333333333,755.0066666666667,30.597916666666666,0.0
2017-09-23,21.73625,49.09041666666667,1.9525,5.736249999999999,4.629583333333334,,4.297916666666667,0.9274999999999999,7.601363636363636,28.285,76.4025,2.1525,125.61458333333333,248.48625,755.9966666666666,30.71291666666667,0.0
2017-09-24,18.456521739130434,43.8125,1.9375,5.3808333333333325,4.43375,,4.007916666666667,0.9162499999999999,7.56625,28.009583333333335,75.96541666666667,1.8679166666666667,102.05583333333334,230.17333333333332,756.2225,30.96875,0.0
2017-09-25,28.2775,53.19083333333333,2.0075,7.2058333333333335,5.47,,3.6441666666666666,1.0908333333333333,7.652916666666666,27.931250000000002,77.96166666666666,1.9525,141.03125,182.31958333333333,754.2883333333333,30.645416666666666,0.0
2017-09-26,19.628333333333334,45.20791666666667,2.1391666666666667,8.700833333333334,6.34,2.9912500000000004,3.564166666666667,1.0225,7.689166666666666,28.346666666666668,78.06583333333333,1.83375,133.56958333333333,204.80916666666667,753.6070833333333,30.713333333333335,0.0
2017-09-27,13.205,27.86791666666667,2.4187499999999997,5.876666666666666,5.08875,2.80625,3.3816666666666664,0.9670833333333334,7.698333333333333,28.22083333333333,80.16666666666667,1.7904166666666665,108.09041666666667,220.79166666666666,754.8091666666666,30.33875,0.2325
2017-09-28,13.88888888888889,25.916666666666668,2.1327777777777777,8.541666666666666,6.253888888888889,2.4925,2.8344444444444443,1.153888888888889,7.529999999999999,27.904444444444444,85.38888888888889,1.2694444444444446,125.34722222222223,117.375,756.7777777777778,29.25333333333333,0.1527777777777778
2017-09-29,11.027916666666668,28.84375,1.94625,6.147916666666667,4.8429166666666665,2.39,4.218333333333333,0.9625,7.586666666666666,28.234583333333333,82.78791666666667,1.6195833333333332,115.4375,194.99666666666667,755.1075000000001,29.99083333333333,0.020833333333333332
2017-09-30,10.430416666666666,23.864583333333332,1.87375,4.476666666666667,3.8820833333333336,2.2195833333333335,3.6383333333333336,0.9595833333333333,7.57875,28.041666666666668,80.53125,1.5058333333333334,84.97208333333333,204.11125,755.9129166666667,30.48,0.0625
2017-10-01,3.9516666666666667,8.541666666666666,0.6699999999999999,1.3545454545454545,0.60125,2.205833333333333,1.1858333333333333,0.12666666666666668,2.65,9.7425,80.76416666666667,1.7670833333333336,28.2225,235.3575,756.5416666666666,10.431666666666667,0.0
2017-10-02,1.9375,5.3225,0.5142857142857143,0.76125,0.2508333333333333,2.2220833333333334,1.8225,0.08208333333333333,2.225,8.27125,78.71166666666666,1.5595833333333333,43.21875,239.39916666666667,754.4204166666667,8.7975,0.0
2017-10-03,4.095714285714286,9.107142857142858,0.35857142857142854,2.198571428571429,0.4266666666666667,2.5404166666666668,1.0742857142857143,0.08083333333333333,1.8828571428571428,7.494285714285715,77.64958333333333,1.5508333333333333,26.01142857142857,241.61458333333334,754.0591666666666,8.12,0.0
2017-10-04,6.607142857142857,12.0,0.4785714285714286,2.8214285714285716,0.5508333333333333,2.814583333333333,1.2242857142857144,0.09875,2.2414285714285715,8.184285714285714,78.56958333333334,1.6245833333333335,43.535714285714285,210.91333333333333,753.6529166666666,8.80857142857143,0.0
2017-10-05,9.571428571428571,16.38,0.7214285714285714,2.954285714285714,0.63,3.129583333333333,1.18,0.10291666666666667,2.59,9.872857142857143,80.06625,1.58875,15.0425,166.68708333333333,751.5,10.432857142857143,0.07291666666666667
2017-10-06,3.855,6.82,0.5966666666666667,1.805,0.36125,2.6891666666666665,1.1583333333333332,0.07416666666666667,2.1166666666666667,7.538333333333334,83.51708333333333,1.4733333333333334,,140.70833333333334,752.5137500000001,7.843333333333334,0.0
2017-10-07,5.635454545454546,10.704545454545455,0.5263636363636364,2.7072727272727275,0.8562500000000001,2.6779166666666665,1.1663636363636363,0.13625,2.238181818181818,8.236363636363636,79.63208333333334,1.4591666666666665,,187.30583333333334,751.9445833333333,9.087272727272726,0.0
