From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-10-17,16.552083333333332,50.07375,6.029166666666666,12.055,18.003333333333334,9.45875,0.895,77.19208333333333,0.1991666666666667,88.76666666666667,153.76291666666665,979.9618181818182,34.56166666666667,0.0
2021-10-18,25.042916666666667,46.46458333333334,5.69625,11.314583333333333,17.00125,9.279583333333333,0.6687500000000001,80.32000000000001,0.17416666666666666,133.68375,124.23166666666667,978.5347826086957,34.248333333333335,0.0
2021-10-19,21.69666666666667,50.90291666666667,5.910833333333334,12.725416666666666,18.638333333333332,9.037083333333333,1.47375,78.94916666666667,0.18125,210.19041666666666,137.09166666666667,977.06,34.00416666666667,0.0
2021-10-20,23.462083333333336,66.54916666666666,6.055,13.909583333333332,19.985,9.68125,0.6587500000000001,70.30666666666667,0.20666666666666667,197.89374999999998,185.05416666666667,975.321111111111,34.157916666666665,0.0
2021-10-21,38.75875,89.23708333333333,6.229583333333333,14.30625,20.536666666666665,10.108749999999999,1.0050000000000001,65.72291666666666,0.22411764705882353,136.5825,186.44208333333333,975.2405555555556,34.5625,0.0
2021-10-22,29.398750000000003,100.66000000000001,6.653333333333333,15.016666666666666,21.669166666666666,9.589166666666666,1.09625,65.43041666666666,0.19714285714285712,27.40826086956522,183.00125,975.5322222222223,34.502916666666664,0.0
2021-10-23,37.55916666666666,123.10875,6.986666666666667,16.176666666666666,23.040833333333335,9.897916666666667,2.3850000000000002,61.30916666666667,0.24916666666666665,24.076818181818183,169.30333333333334,976.751,35.11166666666667,0.0
2021-10-24,42.21958333333333,114.68624999999999,6.28625,14.615,20.901666666666667,9.660833333333333,2.1670833333333333,64.73125,0.24833333333333332,88.86375,145.58708333333334,976.9433333333334,36.364583333333336,0.0
2021-10-25,43.68125,111.17708333333333,6.607083333333333,14.85375,21.44875,9.744166666666667,1.6220833333333333,65.15083333333332,0.2361538461538462,66.78750000000001,157.23541666666668,974.7657894736842,35.78958333333333,0.0
2021-10-26,31.596666666666664,96.7604761904762,6.561428571428571,14.64857142857143,21.203333333333333,10.007619047619048,0.5319047619047619,65.73238095238096,0.15,87.20349999999999,135.06047619047618,974.4211764705882,35.04238095238095,0.0
2021-10-27,31.444583333333338,86.6875,6.945416666666667,14.750833333333333,21.699166666666667,11.861666666666666,0.9754166666666667,62.27125,0.1665,145.31166666666667,160.17499999999998,976.7936842105264,34.24125,0.0
2021-10-28,27.899545454545454,86.88909090909091,6.430909090909091,13.48090909090909,19.91409090909091,12.505,0.9118181818181817,62.17090909090909,0.14285714285714285,135.3881818181818,173.7618181818182,976.724705882353,34.83909090909091,0.0
2021-10-29,36.11090909090909,94.31454545454545,6.855909090909091,14.306363636363637,21.16409090909091,12.044545454545455,0.4981818181818182,62.22227272727273,0.13,130.6340909090909,153.89454545454544,975.6935294117648,33.91318181818182,0.0
2021-10-30,32.7425,105.06291666666668,7.089583333333334,15.045416666666666,22.13625,12.555416666666666,1.04125,62.268750000000004,0.14625,148.77583333333334,146.88875,976.801,33.504583333333336,0.0
2021-10-31,36.11545454545455,93.31523809523809,6.870952380952381,14.46,21.33047619047619,14.100000000000001,1.3836363636363636,58.52,0.12545454545454546,196.97,147.15136363636364,976.6111111111111,33.691818181818185,0.0
2021-11-01,27.28333333333333,87.03708333333333,6.469166666666666,13.487916666666665,19.958333333333332,18.063333333333333,1.5404166666666665,55.87083333333334,0.17958333333333334,113.47416666666668,161.20041666666665,977.0547368421053,33.8175,0.0
2021-11-02,46.09625,118.33999999999999,6.478750000000001,13.71,20.189583333333335,10.19,0.54875,60.673750000000005,0.18625,152.94083333333333,138.98666666666665,977.028,34.53541666666667,0.0
2021-11-03,31.672083333333333,105.14083333333333,6.114583333333333,12.4125,18.358333333333334,9.99625,1.0954166666666667,71.77708333333334,0.21875,107.87375000000002,117.49708333333332,979.491304347826,33.7125,0.0
2021-11-04,34.605,130.01,6.490833333333334,12.560416666666667,18.930416666666666,9.74375,1.5045833333333334,70.59291666666667,0.18916666666666668,221.16416666666666,123.58833333333332,979.181304347826,32.9575,0.0
2021-11-05,34.67333333333333,105.25041666666668,7.210833333333333,13.069166666666668,20.037916666666664,9.906666666666666,0.93125,57.53125,0.14708333333333334,207.47166666666666,138.13041666666666,978.4971428571428,32.665416666666665,0.0
2021-11-06,22.980416666666667,67.82958333333333,7.832083333333333,15.088333333333333,22.245,10.865833333333333,0.7583333333333333,51.484583333333326,0.16958333333333334,233.17208333333335,155.34166666666667,977.2726315789474,32.82625,0.0
2021-11-07,23.18541666666667,61.374583333333334,8.948333333333332,13.922916666666666,20.072083333333335,10.372916666666667,1.1304166666666666,51.10333333333333,0.10916666666666668,217.04791666666665,159.09958333333333,977.4342105263158,32.1625,0.0
2021-11-08,31.54869565217391,65.6295652173913,9.571250000000001,15.37,21.88416666666667,9.769583333333333,1.6858333333333333,54.474583333333335,0.1025,170.39291666666668,140.69791666666666,978.289,31.705416666666668,0.0
2021-11-09,35.07173913043478,69.78391304347826,7.937916666666666,16.985833333333336,24.682916666666667,10.6425,1.0645833333333334,53.637499999999996,0.16,70.08624999999999,134.48875,978.7761904761904,31.70875,0.0
2021-11-10,22.675,61.507083333333334,7.394166666666667,15.553333333333333,22.4175,10.626666666666667,0.9058333333333333,57.00875,0.115,9.187083333333334,146.15875,978.4945,31.8,0.0
2021-11-11,28.500833333333333,67.30125,7.604583333333333,13.89625,20.686666666666667,10.748333333333333,0.5166666666666667,64.9525,0.12277777777777778,91.11375,109.32791666666667,979.6786956521739,31.929999999999996,0.0
2021-11-12,19.878333333333334,60.48,6.919999999999999,13.430416666666666,19.53291666666667,10.783333333333333,1.0287499999999998,70.02791666666667,0.13291666666666666,125.42708333333333,81.82041666666667,978.7362499999999,32.091249999999995,0.0
2021-11-13,19.823333333333334,46.6025,7.22375,12.172083333333333,18.347916666666666,10.862916666666665,0.5645833333333333,87.03416666666668,0.15041666666666667,178.36541666666668,59.3325,977.04625,31.95875,0.0
2021-11-14,18.38083333333333,48.26333333333333,7.467083333333334,12.035416666666668,17.651666666666667,10.66625,0.34125,78.67041666666667,0.14375000000000002,212.68708333333333,126.61916666666667,979.3468181818182,32.70125,0.0
2021-11-15,18.807391304347824,58.82043478260869,10.054347826086957,14.059565217391304,21.144347826086957,10.635652173913044,1.2682608695652176,73.09608695652175,0.07416666666666667,68.95391304347827,156.79608695652175,977.6344444444444,33.56,0.0
2021-11-16,20.501818181818184,66.91,9.402272727272727,16.075909090909093,23.569999999999997,10.987272727272726,0.7840909090909091,70.90272727272726,0.045000000000000005,39.4125,157.64181818181817,977.6888235294117,32.03818181818182,0.0
2021-11-17,33.33608695652174,101.80652173913045,9.709999999999999,15.376956521739132,22.850869565217387,10.902608695652173,0.5673913043478261,68.7904347826087,0.0625,15.122,150.75739130434783,978.6494444444444,29.834347826086958,0.0
2021-11-18,19.954166666666666,99.85541666666667,10.231250000000001,14.742083333333333,21.277083333333334,11.041666666666666,1.3241666666666667,67.59125,0.17666666666666667,14.239583333333334,143.53,978.9068421052631,29.401666666666667,0.0
2021-11-19,21.726666666666663,66.06375,10.314583333333333,14.669166666666667,21.511666666666667,10.903333333333334,1.1608333333333334,63.09916666666666,0.08,27.75111111111111,143.93333333333334,979.2273684210526,30.117083333333337,0.0
2021-11-20,24.654583333333335,63.66416666666667,11.104999999999999,17.4175,23.491666666666664,10.122916666666667,1.8133333333333332,65.69500000000001,0.0425,81.124375,129.97458333333333,980.0057142857142,30.526666666666667,0.0
2021-11-21,26.303749999999997,57.046666666666674,14.251249999999999,18.682083333333335,23.69458333333333,10.209166666666667,1.2183333333333333,63.947916666666664,0.06999999999999999,24.107647058823527,98.06333333333333,980.5408695652173,30.04125,0.0
2021-11-22,24.384999999999998,59.5215,12.7155,18.2255,23.9155,10.6525,0.9785,77.366,0.06,15.424000000000001,66.509,979.643,30.35,0.0
2021-11-23,24.472083333333334,78.77583333333334,12.354583333333332,19.544166666666666,24.76375,9.9425,1.9733333333333334,70.20541666666666,0.12666666666666668,21.68041666666667,141.7525,979.782105263158,29.635833333333334,0.0
2021-11-24,25.484166666666667,96.37416666666667,14.191250000000002,17.21291666666667,23.650833333333335,12.007083333333334,0.985,61.63333333333333,0.1375,102.76458333333333,133.22083333333333,981.1635,29.751666666666665,0.0
2021-11-25,25.70958333333333,101.6775,13.274166666666666,17.965,21.022916666666667,12.737499999999999,1.0245833333333334,66.9375,0.09454545454545454,154.69833333333332,132.08708333333334,980.9,29.86,0.0
2021-11-26,27.7925,95.50166666666667,14.254166666666668,18.830416666666668,24.095,12.96875,1.04,56.03125,0.09857142857142856,185.29625,143.26958333333332,980.6752631578948,29.00208333333333,0.0
2021-11-27,23.763333333333335,103.14,11.83,16.19,25.200416666666666,12.81875,0.42250000000000004,43.56125,0.1275,215.57750000000001,144.55458333333334,981.2805263157894,29.1575,0.0
2021-11-28,23.229166666666668,85.03916666666667,10.1525,15.071666666666665,24.56375,12.636249999999999,0.9995833333333334,44.34916666666666,0.10458333333333335,253.6975,149.62541666666667,981.5236842105263,28.56833333333333,0.0
2021-11-29,25.249583333333334,104.66291666666666,9.1325,16.492916666666666,23.905416666666667,13.475833333333334,0.8154166666666667,47.41916666666666,0.11625,284.50333333333333,144.15333333333334,981.4284210526315,28.430000000000003,0.0
2021-11-30,24.821250000000003,94.47041666666667,13.655416666666667,17.050416666666667,22.850416666666664,11.663333333333334,0.82875,51.78125,0.08149999999999999,243.58782608695654,140.99583333333334,981.5205263157894,29.005416666666665,0.0
2021-12-01,23.77541666666667,104.65416666666665,9.868333333333334,15.764166666666666,19.875833333333333,10.899583333333334,1.2254166666666666,58.70416666666667,0.053076923076923084,151.02333333333334,134.21541666666667,981.5452631578947,28.460416666666664,0.0
2021-12-02,28.24416666666667,107.38458333333334,9.372916666666667,13.843333333333334,18.875,10.5625,0.7633333333333333,61.16083333333333,0.0915,112.98458333333333,136.50791666666666,841.1826086956522,31.497500000000002,0.0
2021-12-03,28.48125,103.56541666666668,6.189583333333334,11.855833333333335,17.924166666666668,10.467083333333333,1.2120833333333334,63.442499999999995,0.19166666666666668,20.461666666666666,133.02041666666668,745.4645833333334,33.84375,0.0
2021-12-04,28.280416666666667,103.2625,7.014583333333333,13.415000000000001,19.605,10.840416666666668,1.03875,63.987500000000004,0.18833333333333335,33.08875,126.60416666666667,744.5920833333333,33.39875,0.0
2021-12-05,25.950833333333335,77.30499999999999,6.789166666666667,12.18125,18.01,11.048333333333334,1.5483333333333336,67.18541666666667,0.11333333333333333,30.814166666666665,126.05458333333333,744.0329166666667,33.56125,0.0
2021-12-06,25.11791666666667,84.95625,7.578749999999999,15.6475,20.8275,11.1425,0.48875,68.37166666666667,0.15416666666666667,12.681739130434783,131.01291666666665,744.4833333333332,32.99,0.0
2021-12-07,24.870416666666667,98.75916666666666,17.58375,14.881666666666668,22.463333333333335,10.792083333333332,0.8854166666666666,65.66166666666668,0.0505,47.692727272727275,120.875,744.3416666666667,30.79375,0.0
2021-12-08,23.8225,101.38333333333333,18.365416666666665,14.29875,20.172083333333333,11.091666666666667,0.58,64.21875,0.060000000000000005,37.77733333333333,117.02333333333333,744.14,30.439166666666665,0.0
2021-12-09,23.7075,94.54541666666667,20.967916666666667,20.015833333333333,24.736666666666665,10.204166666666667,1.26,62.98916666666667,0.13727272727272727,104.85692307692308,112.63708333333334,743.4520833333332,30.138333333333332,0.0
2021-12-10,25.107083333333332,82.78208333333333,20.51875,19.032083333333333,26.633750000000003,11.241666666666667,0.75625,66.39,0.10166666666666667,175.85708333333332,110.93458333333332,743.2674999999999,30.241249999999997,0.0
2021-12-11,27.523333333333337,107.34125,10.977083333333333,15.632083333333334,22.092083333333335,10.355833333333333,1.4625000000000001,57.826249999999995,0.1225,288.5883333333333,118.21083333333333,744.19,30.145,0.0
2021-12-12,28.628333333333334,89.88125000000001,15.138333333333334,15.00875,20.76125,10.865833333333333,0.9679166666666666,53.928333333333335,0.08285714285714285,240.98958333333334,126.45541666666666,745.30125,30.145833333333332,0.0
2021-12-13,28.455416666666665,104.30874999999999,14.051249999999998,17.705416666666668,23.086250000000003,10.802916666666667,0.8066666666666666,57.52375,0.08954545454545454,147.3033333333333,125.62333333333333,744.8629166666666,30.819166666666664,0.0
2021-12-14,26.752916666666668,90.91166666666668,13.699583333333331,16.482083333333332,22.816666666666666,10.552916666666667,1.1758333333333333,57.66458333333333,0.14625000000000002,284.8483333333333,123.46958333333333,744.7654166666666,30.847916666666666,0.0
2021-12-15,26.462500000000002,95.37041666666666,11.918750000000001,15.0025,22.24625,11.184583333333334,0.9729166666666668,55.81458333333333,0.09541666666666666,232.25208333333333,117.49374999999999,744.4200000000001,30.0925,0.0
2021-12-16,27.28333333333333,99.42208333333333,13.628750000000002,13.985416666666666,21.302916666666665,11.081249999999999,0.7029166666666667,58.83083333333334,0.05782608695652174,195.50125,111.54583333333333,744.1720833333334,30.22083333333333,0.0
2021-12-17,27.70875,117.03625,13.815416666666666,12.833333333333334,19.833333333333332,11.253750000000002,1.31125,63.45791666666667,0.05238095238095238,258.4604166666667,119.52041666666668,744.9670833333333,29.91541666666667,0.0
2021-12-18,28.197083333333335,110.46458333333334,8.851666666666667,12.91375,18.529166666666665,10.294583333333334,0.98,62.96125,0.05857142857142857,309.5391666666667,110.855,744.3258333333333,29.934583333333332,0.0
2021-12-19,25.905833333333334,65.71374999999999,9.737916666666667,11.027083333333332,16.505,10.878749999999998,0.3516666666666666,35.34583333333333,0.07181818181818182,305.87125,143.87375,747.5483333333333,29.964583333333334,0.0
2021-12-20,26.764090909090907,95.11636363636363,12.530000000000001,12.914166666666667,18.81625,11.74125,0.69375,39.20333333333333,0.06363636363636364,246.03083333333333,142.00875,748.22625,29.97458333333333,0.0
2021-12-21,24.170416666666668,115.23416666666667,9.206249999999999,14.840000000000002,21.342083333333335,11.219583333333333,0.92125,44.00125,0.055,155.46208333333334,136.19375,748.0104166666666,30.172916666666666,0.0
2021-12-22,21.57875,110.61833333333334,10.565416666666666,13.17125,19.684166666666666,10.698749999999999,1.1070833333333334,40.92458333333334,0.0808695652173913,252.67916666666667,134.57874999999999,748.1741666666667,30.05666666666667,0.0
2021-12-23,23.82041666666667,104.15458333333333,8.979166666666666,12.441666666666668,17.575416666666666,11.3725,1.2825,44.145,0.06090909090909091,276.4116666666667,130.85708333333335,747.7083333333334,30.25375,0.0
2021-12-24,20.81833333333333,106.43416666666667,13.510833333333332,12.626249999999999,19.366666666666667,10.742916666666666,0.9520833333333334,54.16916666666666,0.08772727272727274,237.76791666666668,118.35416666666667,746.5891666666666,30.135833333333334,0.0
2021-12-25,23.535833333333333,133.95083333333335,15.335,14.17375,19.930416666666666,10.66125,1.7579166666666666,60.427083333333336,0.135,266.9954166666667,106.91916666666667,745.11375,30.12708333333333,0.0
2021-12-26,24.41125,119.21291666666667,19.75916666666667,14.65875,21.374583333333334,10.796666666666667,0.9904166666666666,59.70458333333334,0.11157894736842106,262.2058333333333,106.22416666666668,744.3845833333334,30.285416666666666,0.0
2021-12-27,29.493750000000002,135.67249999999999,15.003333333333332,13.975416666666668,19.403333333333332,10.495833333333334,0.9516666666666667,72.89583333333333,0.14550000000000002,206.16958333333332,81.26708333333333,742.3337499999999,30.645,0.0
2021-12-28,32.37227272727273,117.74772727272726,6.413333333333333,12.850833333333334,18.688333333333333,10.5825,1.06125,83.87791666666666,0.17916666666666667,206.43208333333334,71.36083333333333,741.1670833333333,31.7025,0.0
2021-12-29,18.532,45.202666666666666,10.512916666666667,13.265833333333333,19.307083333333335,10.970833333333333,0.36166666666666664,89.82875,0.11291666666666667,143.4675,47.55375,739.4675000000001,30.864583333333332,0.0
2021-12-30,23.33125,64.67875,12.495416666666666,12.373333333333333,18.172083333333333,10.58625,0.7174999999999999,83.17666666666666,0.063,250.94875000000002,84.45083333333334,741.5241666666667,30.605416666666667,0.0
2021-12-31,25.145,63.918749999999996,14.597500000000002,15.270833333333334,21.430000000000003,11.271666666666667,0.6595833333333333,74.27416666666666,0.08708333333333333,288.48833333333334,134.2125,745.6458333333334,30.355416666666667,0.0
2022-01-01,22.804166666666664,63.21208333333334,14.295833333333334,14.066249999999998,19.11375,10.929583333333333,0.9041666666666667,69.73875,0.0990909090909091,255.2095833333333,132.84875,745.84375,30.33125,0.0
2022-01-02,23.751666666666665,64.88125,19.622916666666665,14.698749999999999,20.564583333333335,10.998333333333333,0.63375,62.331250000000004,0.0973913043478261,247.45458333333332,135.74375,746.3420833333333,30.32625,0.0
2022-01-03,22.76125,71.06041666666667,15.26,14.704583333333332,20.35125,10.984583333333333,0.93375,60.63958333333334,0.09166666666666667,254.22416666666666,143.59916666666666,747.27375,30.02208333333333,0.0
2022-01-04,23.642083333333332,105.15541666666667,11.60375,13.57125,19.575416666666666,10.810416666666667,0.8070833333333334,60.45166666666666,0.10666666666666667,255.86374999999998,142.38041666666666,747.6041666666666,30.327083333333334,0.0
2022-01-05,27.034583333333334,113.30833333333334,9.033913043478261,15.369565217391305,20.652608695652173,10.77875,0.9891666666666667,63.2575,0.10809523809523809,258.02416666666664,134.34125,746.9979166666667,30.055000000000003,0.0
2022-01-06,29.065416666666668,118.8625,11.475416666666666,13.404583333333333,18.417083333333334,11.0675,1.6566666666666665,65.15791666666667,0.10130434782608697,240.21208333333334,134.845,746.9666666666667,30.18375,0.0
2022-01-07,25.24291666666667,106.27958333333333,14.242916666666666,14.383333333333333,19.1225,10.949166666666668,0.43083333333333335,65.5125,0.17208333333333334,129.75875,131.47375,746.7816666666666,30.13083333333333,0.0
2022-01-08,31.3475,101.84333333333332,15.688749999999999,13.687083333333334,19.429166666666667,11.192916666666667,1.6995833333333332,67.58083333333333,0.1856521739130435,78.03791666666667,125.41875,746.0270833333334,30.172916666666666,0.0
2022-01-09,28.86375,89.63291666666667,16.565833333333334,16.164166666666667,19.665,10.881666666666668,0.9533333333333333,71.785,0.0940909090909091,269.9558333333333,90.31541666666668,743.3770833333333,31.109166666666667,0.0
2022-01-10,22.502000000000002,65.6015,18.633333333333333,19.794999999999998,26.35625,9.709583333333333,0.9199999999999999,80.69375000000001,0.15916666666666668,205.97833333333332,103.18791666666665,744.1662500000001,30.406666666666666,0.0
2022-01-11,18.685416666666665,54.739583333333336,17.564583333333335,13.846666666666666,19.726666666666667,7.9375,1.0404166666666665,88.58875,0.10958333333333332,198.45458333333332,43.90625,739.0283333333333,30.106666666666666,0.0
2022-01-12,14.735999999999999,132.15714285714287,8.454545454545455,12.606363636363637,17.922272727272727,7.708181818181819,0.20590909090909093,85.505,0.12636363636363637,188.9868181818182,60.528636363636366,740.0240909090909,30.471818181818183,0.0
2022-01-13,14.342173913043478,58.52913043478261,6.253478260869565,12.580000000000002,18.547391304347826,8.43304347826087,0.6352173913043478,75.72695652173913,0.12047619047619049,264.1019047619048,112.35043478260869,743.8356521739131,31.008695652173916,0.0
2022-01-14,21.664,55.349000000000004,9.76625,12.181666666666667,18.167083333333334,8.090416666666666,0.4675,89.81458333333335,0.1175,259.39708333333334,36.48083333333333,737.9966666666666,30.055833333333336,0.0
2022-01-15,20.043333333333337,52.81933333333333,19.304166666666667,14.766666666666667,20.313333333333333,8.365833333333333,0.6295833333333333,83.75916666666667,0.1025,282.9266666666667,98.87791666666668,743.185,30.374583333333334,0.0
2022-01-16,21.6955,69.48,18.175,12.338333333333333,17.323333333333334,7.872083333333333,0.5591666666666667,78.03291666666667,0.11208333333333333,265.5204166666667,131.955,745.1241666666666,30.47875,0.0
2022-01-17,22.528333333333332,51.31055555555556,31.166521739130438,13.038636363636364,25.423478260869565,8.300833333333333,0.6529166666666667,67.36208333333333,0.10541666666666667,281.10083333333336,152.35708333333335,747.1554166666666,30.30875,0.0
2022-01-18,19.980416666666667,35.60166666666667,7.673333333333333,12.477916666666667,17.924166666666668,7.733333333333333,0.7920833333333333,59.59041666666667,0.09583333333333334,265.90458333333333,154.64791666666667,748.0625,30.264166666666668,0.0
2022-01-19,19.96625,58.18875,9.766666666666667,11.80375,17.076666666666668,8.400416666666667,0.7937500000000001,49.595,0.06833333333333334,240.52625,162.00666666666666,749.3975,30.335833333333337,0.0
2022-01-20,19.713333333333335,41.418749999999996,16.130416666666665,13.135833333333332,18.47,8.382916666666667,1.2429166666666667,46.34458333333333,0.06545454545454545,254.23708333333332,156.25083333333333,749.13,30.217916666666667,0.0
2022-01-21,20.591666666666665,43.465,13.243333333333332,14.07875,19.347083333333334,8.302916666666667,0.9791666666666666,57.47458333333333,0.07333333333333333,276.6475,146.23708333333335,748.4191666666667,30.345,0.0
2022-01-22,19.837500000000002,42.60125,15.482083333333334,13.627083333333333,20.542916666666667,8.255833333333333,0.94,53.42208333333334,0.12166666666666666,201.28791666666666,149.03166666666667,748.6308333333333,30.4475,0.0
2022-01-23,18.353333333333335,44.129999999999995,16.350833333333334,13.822916666666666,19.40125,8.525,1.3787500000000001,72.15541666666667,0.13791666666666666,160.23375000000001,132.19375,746.9733333333334,30.082916666666666,0.0
2022-01-24,22.207916666666666,52.24666666666667,14.26375,13.8375,18.51625,8.972083333333332,0.7454166666666667,67.08583333333333,0.09608695652173913,273.29333333333335,140.4,746.8341666666666,30.528750000000002,0.0
2022-01-25,23.914583333333336,54.655833333333334,11.619583333333333,12.485833333333334,16.952083333333334,11.35125,0.9329166666666667,61.71666666666667,0.1225,285.36791666666664,134.51624999999999,746.5637499999999,30.81458333333333,0.0
2022-01-26,22.825416666666666,54.970416666666665,12.5525,12.433749999999998,17.943749999999998,10.852083333333333,0.455,56.60833333333333,0.12875,299.10083333333336,152.0870833333333,748.4820833333333,30.336250000000003,0.0
2022-01-27,26.874166666666667,57.54749999999999,10.979583333333332,12.117916666666666,17.614583333333332,10.340833333333334,0.5320833333333334,51.60583333333333,0.07791666666666668,285.29583333333335,170.23833333333334,750.225,30.66416666666667,0.0
2022-01-28,19.559166666666666,45.852916666666665,6.236250000000001,13.61625,19.243333333333332,8.977083333333333,0.7191666666666666,50.456250000000004,0.10875,192.64666666666665,172.03,750.7829166666667,30.76,0.0
