From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-11-08,53.01666666666667,68.795,1.3233333333333333,6.743333333333333,8.565,4.32,11.036666666666667,0.6516666666666667,1.64,0.0,,,,81.52499999999999,0.225,213.67333333333332,,862.458,,22.066666666666666,0.0
2020-11-09,42.77130434782609,55.189130434782605,1.66875,6.7870833333333325,9.105,4.706666666666666,11.220833333333333,0.6741666666666667,3.12375,0.0,,,,69.53333333333333,0.39916666666666667,245.9779166666667,,862.9727777777778,,26.16875,0.0
2020-11-10,41.183749999999996,54.986250000000005,4.335,8.927916666666667,15.153333333333334,7.411666666666666,11.32,0.77875,2.5429166666666667,0.0,,,,68.08666666666666,0.3354166666666667,232.18875,,857.211,,27.235416666666666,0.0
2020-11-11,49.40166666666667,64.94909090909091,1.3158333333333334,7.173333333333333,8.950416666666667,4.712083333333333,11.314166666666667,0.6416666666666667,3.8837499999999996,0.0,,,,71.45208333333333,0.4583333333333333,243.81875,,859.69375,,26.4275,0.0
2020-11-12,45.76125,62.83916666666667,1.0433333333333332,7.678333333333334,9.040416666666667,4.743333333333333,11.291666666666666,0.6733333333333333,5.224583333333333,0.0,,,,72.625,0.41083333333333333,259.14166666666665,,902.1522222222222,,27.133333333333336,0.0
2020-11-13,35.53476190476191,53.41173913043478,1.2695833333333333,6.927083333333333,8.635416666666666,4.5304166666666665,11.35,0.64,3.816666666666667,0.0,,,,71.64708333333333,0.39916666666666667,223.75625,,891.2488888888888,,27.306250000000002,0.0
2020-11-14,157.71076923076922,128.37791666666666,2.3420833333333335,7.067083333333334,10.360833333333334,5.140833333333333,11.472916666666668,0.7158333333333333,5.0616666666666665,0.0,,,,69.75708333333334,0.41250000000000003,233.39291666666668,,905.2471428571429,,26.784583333333334,0.0
2020-11-15,126.81333333333333,146.85999999999999,4.534166666666667,8.080833333333333,14.6225,7.057916666666667,11.625416666666666,0.8970833333333333,5.774583333333333,0.0,,,,70.38375,0.395,217.18541666666667,,865.7623076923077,,24.898750000000003,0.0
2020-11-16,94.70583333333333,125.2025,1.7995833333333333,8.369166666666667,10.834166666666667,5.3879166666666665,11.5725,0.88625,8.492916666666668,0.0,,,,62.28916666666667,0.32916666666666666,177.35,,843.4627272727273,,21.693749999999998,0.0
2020-11-17,76.62708333333333,106.40791666666667,1.0220833333333335,9.01625,10.312916666666666,5.2804166666666665,11.561666666666667,0.8508333333333334,5.934583333333333,0.0,,,,56.49458333333333,0.30624999999999997,153.35625000000002,,827.7950000000001,,20.008333333333333,0.0
2020-11-18,73.46043478260869,105.76652173913044,2.74,9.264166666666666,13.102083333333333,6.455416666666667,11.379166666666668,0.8025000000000001,5.220833333333333,0.0,,,,57.992916666666666,0.2916666666666667,163.3975,,856.3330434782608,,20.886666666666667,0.0
2020-11-19,81.20708333333333,118.44625,1.5175,10.555416666666668,12.542916666666668,6.2004166666666665,11.411666666666667,0.8229166666666666,6.779166666666666,0.0,,,,64.09541666666667,0.2916666666666667,156.08041666666668,,840.7127777777778,,22.6675,0.0
2020-11-20,87.31,111.80041666666666,1.2141666666666666,9.424583333333333,10.9825,5.616666666666667,11.56,0.82875,5.05375,0.0,,,,60.14166666666667,0.23083333333333333,124.86666666666667,,821.5421739130435,,20.335416666666667,0.0
2020-11-21,82.58083333333333,102.35333333333334,1.37375,8.027916666666666,9.876666666666667,4.9870833333333335,11.579583333333334,0.81,3.31,0.0,,,,66.99333333333333,0.24875,156.43458333333334,,831.914090909091,,18.21708333333333,0.0
2020-11-22,95.00260869565217,129.37652173913042,1.6733333333333336,8.12875,10.41625,5.288333333333333,11.578333333333333,0.78875,5.0200000000000005,0.0,,,,63.54666666666666,0.4295833333333334,206.86541666666668,,871.6517391304349,,20.938333333333333,0.0
2020-11-23,99.18124999999999,127.30583333333334,1.6245833333333335,10.811666666666667,12.950000000000001,6.3691666666666675,11.616666666666667,0.9550000000000001,5.6258333333333335,0.0,,,,68.26583333333333,0.4154166666666667,220.7175,,877.191,,20.375833333333333,0.0
2020-11-24,93.3286956521739,124.45913043478261,4.403333333333333,13.21875,19.430833333333336,9.06,11.64,0.9895833333333334,3.8120833333333333,0.0,,,,70.24166666666666,0.32958333333333334,218.22916666666666,,886.073,,21.669166666666666,0.0
2020-11-25,63.5275,82.41291666666667,1.9341666666666668,10.834166666666667,13.447916666666666,6.555416666666667,11.714583333333332,0.735,5.03875,0.0,,,,72.06166666666667,0.3725,254.01666666666665,,905.72,,22.199583333333333,0.0
2020-11-26,67.13956521739131,85.10608695652174,1.6166666666666665,8.9375,11.125416666666666,5.497916666666666,11.697083333333333,0.7066666666666667,4.661666666666666,0.0,,,,75.15833333333333,0.375,254.73625,,890.085,,22.185833333333335,0.0
2020-11-27,70.8575,94.46749999999999,2.5516666666666667,11.22625,14.733333333333334,7.217083333333334,11.839166666666666,0.8579166666666667,3.6595833333333334,0.0,,,,73.58541666666666,0.48,260.28749999999997,,908.8979999999999,,22.981666666666666,0.0
