From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm),AT (degree C)
2022-03-28,54.197916666666664,171.27083333333334,8.354583333333332,19.370416666666667,17.0975,58.56625,11.677083333333334,0.5170833333333333,32.12208333333333,3.06875,0.11125,0.1875,1.8483333333333334,6.6625000000000005,19.114583333333332,1.3825,148.92,145.64583333333334,,0.0,31.1425
2022-03-29,60.583333333333336,198.67708333333334,9.004166666666666,20.118750000000002,18.020833333333332,63.24375,12.4275,0.5420833333333334,26.371666666666666,3.01,0.17083333333333336,0.17909090909090908,2.1008333333333336,8.739583333333334,21.3125,1.3758333333333335,135.0,203.78947368421052,,0.0,31.35083333333333
2022-03-30,46.458333333333336,165.20833333333334,7.765833333333333,14.127916666666666,13.82625,64.05875,9.473333333333334,0.45,34.185,3.0816666666666666,0.12916666666666668,0.3283333333333333,1.8012499999999998,7.835833333333333,17.34375,1.4295833333333334,178.84375,223.81944444444446,,0.0,31.43041666666667
2022-03-31,60.510416666666664,185.70833333333334,8.000833333333334,19.915833333333335,17.09625,73.27958333333333,9.78625,0.5629166666666666,35.16833333333333,3.4012499999999997,0.145,0.14777777777777779,1.7366666666666666,8.366249999999999,19.166666666666668,1.3175000000000001,159.28125,145.96875,,0.0,31.563333333333333
2022-04-01,79.8125,215.67708333333334,8.510416666666666,20.954166666666666,18.042916666666667,74.86208333333333,15.025416666666667,0.7366666666666667,38.762499999999996,3.0387500000000003,0.22999999999999998,0.19142857142857145,1.7304166666666667,10.90875,26.947916666666668,1.3408333333333333,118.875,159.27083333333334,,0.0,30.81625
2022-04-02,39.083333333333336,120.94791666666667,6.482083333333333,9.715833333333334,10.413333333333332,65.31375,7.612916666666667,0.5354166666666667,50.240833333333335,2.47,0.06666666666666667,0.17,1.2508333333333332,5.84,15.708333333333334,1.7395833333333333,174.28125,205.8,,0.0,31.48125
2022-04-03,34.375,133.19791666666666,7.332083333333333,7.67625,9.93,65.96916666666667,7.477083333333333,0.4658333333333333,58.635,2.10125,0.06416666666666666,,1.1833333333333333,4.27375,9.0,2.1445833333333333,202.12833333333333,315.3976923076923,,0.0,32.0225
2022-04-04,44.875,175.50363636363636,7.780909090909091,17.933636363636364,15.80090909090909,53.99636363636364,12.503636363636362,0.5181818181818182,45.34590909090909,2.1336363636363633,0.05318181818181818,,0.8690909090909091,4.5213636363636365,10.85590909090909,1.6254545454545453,151.24227272727273,251.36666666666667,,0.0,31.69818181818182
2022-04-05,48.270833333333336,173.0625,8.165833333333333,20.9325,17.774166666666666,63.69375,11.6075,0.6129166666666667,42.23166666666666,7.280833333333333,0.12583333333333332,0.285,1.1683333333333332,7.9245833333333335,14.125,1.5445833333333334,167.02083333333334,330.59615384615387,,0.0,31.55125
2022-04-06,63.635416666666664,199.0,9.045416666666666,27.46083333333333,21.93958333333333,74.02541666666666,12.326666666666666,0.695,44.009166666666665,2.11125,0.1758333333333333,,1.1995833333333332,8.569583333333332,17.166666666666668,1.58375,123.98625,335.78846153846155,,0.0,31.645416666666666
2022-04-07,85.85416666666667,224.48958333333334,9.313333333333334,32.73041666666666,24.984166666666667,78.9725,13.809583333333334,0.7604166666666666,40.28791666666667,2.2608333333333333,0.12166666666666666,,1.2370833333333333,8.1325,18.739583333333332,1.3083333333333333,138.05208333333334,325.09615384615387,,0.0,32.01208333333333
2022-04-08,64.39583333333333,208.94791666666666,8.418333333333333,31.49291666666667,23.594166666666666,79.0175,13.515416666666667,0.7475,43.55458333333333,2.2087499999999998,0.09083333333333334,0.03,1.13375,7.927916666666667,16.5625,1.2966666666666666,164.67708333333334,318.5,,0.0,32.585
2022-04-09,53.90625,170.40625,6.644166666666667,14.332916666666668,12.9975,61.445,8.497083333333334,0.6254166666666666,67.54541666666667,1.3720833333333333,0.043750000000000004,0.11,0.6887500000000001,4.6033333333333335,15.239583333333334,1.8208333333333335,184.4375,284.61285714285714,,0.0,32.82875
2022-04-10,46.541666666666664,153.55208333333334,7.114583333333333,16.667083333333334,14.387916666666667,43.69,8.0875,0.6204166666666667,47.24166666666667,1.2770833333333333,0.037083333333333336,0.1125,0.36000000000000004,1.92125,13.239583333333334,1.97875,164.30208333333334,236.3684210526316,,0.0,32.87583333333333
2022-04-11,66.28125,194.82291666666666,7.858333333333333,23.06833333333333,18.667083333333334,44.20708333333334,11.27125,0.7066666666666667,42.50875,1.7925000000000002,0.085,0.27799999999999997,0.6983333333333334,6.120833333333334,13.666666666666666,1.4133333333333333,166.46875,189.38541666666666,,0.0,33.17166666666667
2022-04-12,73.90625,204.97916666666666,6.71625,22.445833333333336,17.392083333333336,49.767500000000005,11.007916666666667,0.7208333333333333,47.244166666666665,1.6604166666666667,0.037083333333333336,0.20666666666666667,0.8633333333333333,6.601666666666667,20.09375,1.7166666666666668,256.3020833333333,161.5,,0.0,32.99708333333333
2022-04-13,62.614583333333336,227.48958333333334,7.281666666666666,24.920833333333334,19.183333333333334,51.786249999999995,11.734583333333333,0.71875,41.85333333333333,1.80875,0.1075,0.45999999999999996,0.9958333333333332,10.708333333333334,19.857499999999998,2.1079166666666667,258.09708333333333,182.5625,,0.0,32.75791666666667
2022-04-14,43.0625,198.0125,5.6725,7.646666666666667,7.394761904761904,46.64142857142857,7.09904761904762,0.31523809523809526,63.5947619047619,0.245,0.0,,0.124,0.6866666666666666,17.313333333333333,3.255238095238095,181.8490476190476,164.9404761904762,,0.05904761904761905,31.98428571428571
2022-04-15,35.225833333333334,123.54875,6.210833333333333,10.0575,10.359166666666667,43.147083333333335,7.087083333333333,0.46249999999999997,49.10375,,,,,,17.315833333333334,2.0425,148.26041666666666,192.46875,,0.0,31.464166666666667
2022-04-16,27.635416666666668,113.29166666666667,6.2175,7.778260869565218,8.8275,42.399166666666666,6.636666666666667,0.35541666666666666,61.94291666666667,,,,,,16.0625,2.6945833333333336,149.25,200.11458333333334,,0.0,31.62708333333333
2022-04-17,25.934166666666666,97.94791666666667,5.859583333333333,9.247083333333334,9.5775,39.260416666666664,7.3775,0.43416666666666665,57.00375,,,,,,16.975833333333334,1.9733333333333334,166.30541666666667,192.76375,,0.0,32.03625
2022-04-18,47.536086956521736,139.2608695652174,6.618333333333333,19.854583333333334,15.7875,39.12416666666667,11.41125,0.5658333333333333,64.54583333333333,0.93875,,,,,15.916666666666666,1.8516666666666666,155.6875,203.42708333333334,,0.0,32.67166666666667
2022-04-19,65.01041666666667,202.83333333333334,5.41875,19.84125,14.956249999999999,36.94291666666667,9.0825,0.58875,49.39166666666667,1.0285714285714287,,,,,14.6875,1.9225,149.14583333333334,182.53125,,0.0,33.29625
2022-04-20,74.01041666666667,187.01041666666666,8.186666666666666,23.58875,19.2025,48.6925,9.0875,0.50375,42.20791666666667,,,,,,15.3125,1.91625,155.52083333333334,191.5625,,0.0,32.834583333333335
2022-04-21,78.4375,208.46875,6.920416666666667,18.057083333333335,15.224166666666667,48.56708333333333,7.871666666666666,0.525,43.71208333333333,,,,,,22.020833333333332,2.5154166666666664,195.13541666666666,86.95833333333333,,1.4220833333333334,31.395
2022-04-22,66.65625,164.91666666666666,6.278333333333333,16.09125,13.66625,38.750416666666666,8.328333333333333,0.5075,37.38375,,,,,,21.895833333333332,1.8116666666666668,149.82291666666666,180.82291666666666,,4.3933333333333335,31.347083333333334
2022-04-23,55.458333333333336,189.04166666666666,6.9175,19.464166666666667,15.938333333333333,51.57583333333333,9.12375,0.5204166666666666,43.85041666666667,,,,,,14.791666666666666,1.6741666666666666,145.52083333333334,193.33333333333334,,10.078260869565218,32.0575
2022-04-24,62.354166666666664,176.97916666666666,6.783333333333334,19.569583333333334,15.8825,56.57875000000001,11.795833333333334,0.6254166666666666,44.117916666666666,,,,,,15.802083333333334,1.6545833333333333,132.21875,196.77083333333334,,10.13,31.68541666666667
2022-04-25,65.86458333333333,210.82291666666666,6.7975,22.79958333333333,17.614166666666666,51.16041666666666,12.097500000000002,0.6220833333333333,47.56791666666666,,,,,,15.7325,1.72375,125.25708333333334,169.46166666666667,,1.4104166666666667,32.4075
2022-04-26,57.114583333333336,203.26041666666666,7.560416666666666,21.909583333333334,17.801666666666666,44.60375,10.718333333333334,0.63125,43.56166666666667,,,,,,15.395833333333334,1.6212499999999999,154.97916666666666,190.70833333333334,,0.19833333333333333,32.43833333333333
2022-04-27,76.32608695652173,193.79347826086956,7.246666666666666,27.0575,20.182083333333335,49.942499999999995,11.442916666666667,0.7025,38.70875,,,,,,14.225833333333334,1.4779166666666665,138.42,195.53833333333333,,0.16958333333333334,32.865
2022-04-28,82.88541666666667,228.5625,5.782916666666666,26.502499999999998,18.800416666666667,59.89666666666667,9.795833333333333,0.7183333333333333,45.555,,,,,,13.53125,1.4508333333333334,167.27083333333334,191.19791666666666,,0.09833333333333334,33.88791666666666
2022-04-29,75.44565217391305,220.19565217391303,4.288333333333333,15.484347826086957,11.259583333333333,53.36083333333334,21.835416666666664,0.68125,62.348749999999995,0.7608333333333333,102.33999999999999,0.2916666666666667,0.13818181818181818,0.417,13.552083333333334,1.8183333333333334,147.84375,212.504,,0.6616666666666666,33.969166666666666
2022-04-30,81.64583333333333,218.55208333333334,2.9141666666666666,15.782608695652174,10.286666666666667,40.76583333333333,33.3825,0.7429166666666666,46.06125,1.0525,135.73,0.21083333333333334,0.3641666666666667,0.18958333333333333,14.34375,1.4683333333333335,168.15958333333333,290.95,,0.0,33.84166666666667
2022-05-01,62.625,168.52416666666667,2.00875,5.110869565217391,3.8387499999999997,35.961666666666666,19.504166666666666,0.58875,47.895833333333336,0.6020833333333333,97.71863636363636,0.10181818181818182,0.2604545454545455,0.14777777777777779,16.690833333333334,2.2429166666666664,262.02791666666667,223.32894736842104,,0.0,33.35125
2022-05-02,64.40625,191.29166666666666,1.9504166666666667,11.037916666666666,7.180416666666666,35.59166666666667,32.752916666666664,0.66375,42.819583333333334,0.7770833333333332,107.46750000000002,0.15545454545454546,0.4875,0.20956521739130435,29.979166666666668,1.9504166666666667,271.0104166666667,229.54368421052632,,0.0,32.605
2022-05-03,61.895833333333336,197.72916666666666,1.8295833333333331,8.693999999999999,5.190869565217391,35.07416666666666,32.96083333333333,0.5633333333333334,50.95166666666666,0.7316666666666666,105.62624999999998,0.10210526315789474,0.7490476190476191,0.6975,33.4375,2.8358333333333334,247.30208333333334,171.32291666666666,,0.0,32.09625
2022-05-04,42.302083333333336,138.41666666666666,2.1979166666666665,10.050555555555555,6.3465,28.557916666666667,25.590833333333332,0.3775,41.08833333333333,0.38208333333333333,79.05416666666666,0.06555555555555555,0.17857142857142858,0.15944444444444444,23.59090909090909,2.6766666666666663,198.86458333333334,101.65625,,0.05708333333333334,30.177916666666665
2022-05-05,74.39583333333333,193.39583333333334,4.5808333333333335,15.613750000000001,11.889166666666666,30.8625,49.32375,0.6124999999999999,34.05416666666667,0.8254166666666668,99.98416666666667,0.1111111111111111,0.5645833333333333,0.3016666666666667,13.0,1.0933333333333333,144.97916666666666,238.425,,0.0,30.756666666666664
2022-05-06,73.45833333333333,190.25,2.9120833333333334,13.384583333333333,9.3925,36.96666666666666,34.48291666666667,0.6504166666666666,48.065416666666664,0.6045833333333334,89.37208333333335,0.08681818181818181,0.5904545454545455,0.31916666666666665,,1.3554166666666667,198.65625,250.78947368421052,,0.0,31.7925
2022-05-07,43.083333333333336,128.77083333333334,1.9866666666666666,9.91777777777778,5.467727272727273,29.525000000000002,26.228333333333335,0.5041666666666667,56.50375,0.635,61.83416666666667,0.06625,0.21571428571428572,0.12869565217391304,,1.8079166666666666,175.27416666666667,218.46875,,0.0,32.50083333333333
2022-05-08,55.916666666666664,152.86458333333334,1.5729166666666667,10.44695652173913,6.355833333333333,36.594166666666666,33.47666666666667,0.6583333333333333,49.37,0.8741666666666666,81.54541666666667,0.054761904761904755,0.5466666666666666,0.25166666666666665,,1.7562499999999999,228.59375,212.54166666666666,,0.0,32.77708333333333
2022-05-09,61.9375,158.98958333333334,1.4726086956521738,5.942608695652174,3.68875,45.814166666666665,32.03375,0.6716666666666667,56.455000000000005,0.4375,63.862500000000004,0.04933333333333333,0.44130434782608696,0.2545454545454545,,2.4045833333333335,253.11458333333334,191.45833333333334,,0.0,32.4675
2022-05-10,57.208333333333336,149.76041666666666,1.5029166666666667,8.564545454545454,4.776666666666666,39.01583333333333,29.7825,0.5962500000000001,50.95416666666667,0.5504166666666667,61.92083333333333,0.04666666666666666,0.34541666666666665,0.15772727272727274,22.0,1.8791666666666667,222.96875,232.2375,,0.0,32.749583333333334
2022-05-11,61.53125,161.23958333333334,1.5029166666666667,6.567083333333333,4.528695652173913,51.64833333333333,31.56125,0.7183333333333334,58.36666666666667,0.5629166666666666,73.94166666666668,0.049166666666666664,0.5541666666666667,0.3843478260869565,34.40625,1.53125,218.58333333333334,254.24578947368423,,0.0,33.16416666666667
2022-05-12,48.770833333333336,145.70833333333334,2.513333333333333,10.431999999999999,7.201428571428571,45.568333333333335,21.025000000000002,0.6033333333333334,68.17333333333333,0.26666666666666666,54.59583333333333,0.04375,0.23850000000000002,0.15058823529411766,34.3125,2.2895833333333333,232.30208333333334,193.39583333333334,,0.0,33.35458333333333
2022-05-13,51.833333333333336,148.23958333333334,2.7129166666666666,16.647916666666667,11.065,34.5175,29.534347826086954,0.5775,57.79125,0.4258333333333333,62.285,0.04454545454545455,0.23272727272727273,0.09947368421052633,34.395833333333336,1.6104166666666666,188.02083333333334,254.875,,0.0,33.52125
2022-05-14,73.58333333333333,224.06666666666666,3.1006666666666667,24.88066666666667,15.759333333333332,44.37266666666667,41.26866666666667,0.7693333333333333,66.74866666666667,0.718,55.769999999999996,0.06899999999999999,0.24800000000000003,0.155,34.55,1.7073333333333334,139.95,379.40909090909093,,0.0,35.602
2022-05-15,70.89583333333333,201.90625,2.8183333333333334,18.21625,11.987916666666665,48.072916666666664,25.42375,0.7979166666666666,54.906666666666666,0.5895833333333333,51.272083333333335,0.07388888888888889,0.3666666666666667,0.20625000000000002,34.40625,1.8270833333333334,235.11458333333334,252.56578947368422,,0.0,34.772083333333335
2022-05-16,68.86458333333333,237.30208333333334,2.8037500000000004,14.2725,9.823333333333332,44.17916666666667,21.532916666666665,0.5708333333333333,65.59333333333333,0.4145833333333333,36.86333333333334,0.056875,0.3889473684210526,0.19473684210526318,34.34375,3.3370833333333336,233.59375,187.375,,0.0,33.746249999999996
2022-05-17,44.444583333333334,135.02791666666667,2.6333333333333333,16.39375,10.823333333333332,25.14375,28.962083333333336,0.4791666666666667,41.72208333333334,0.48208333333333336,37.50875,0.066,0.20083333333333334,0.12000000000000001,34.302083333333336,1.5004166666666665,204.1425,186.43416666666667,,0.0,33.29291666666666
2022-05-18,59.739583333333336,185.48958333333334,2.95125,19.164583333333333,12.597916666666668,32.25791666666667,30.33666666666667,0.5883333333333333,45.68375,0.52,42.91625,0.0685,0.27125,0.1268421052631579,34.34375,1.8787500000000001,212.71875,208.85227272727272,,0.0,33.410833333333336
2022-05-19,59.770833333333336,173.47916666666666,2.747916666666667,16.07375,10.782499999999999,35.76375,29.154583333333335,0.6866666666666666,54.88291666666667,0.435,39.39666666666667,0.06222222222222223,0.3547826086956522,0.16272727272727272,36.833333333333336,1.5291666666666668,210.09375,271.7368421052632,,0.0,33.67791666666667
2022-05-20,80.61608695652174,250.40217391304347,2.9569565217391305,19.02521739130435,12.524347826086956,40.83347826086956,24.735652173913042,0.5473913043478261,59.33608695652174,0.5008695652173912,34.25826086956521,0.07444444444444445,0.21473684210526317,0.08928571428571429,34.681304347826085,2.517391304347826,250.74652173913043,226.47826086956522,,0.0,34.44565217391305
2022-05-21,70.83333333333333,252.58333333333334,3.5319999999999996,18.200666666666667,12.553333333333335,32.504666666666665,21.280666666666665,0.4086666666666667,43.931333333333335,0.39466666666666667,46.940666666666665,0.06083333333333333,0.16749999999999998,0.07,33.833333333333336,2.0073333333333334,253.03333333333333,265.3333333333333,,0.0,33.775999999999996
2022-05-22,64.11458333333333,209.9375,3.31875,14.90375,10.620833333333334,46.67416666666667,26.617500000000003,0.55875,45.775,0.45916666666666667,50.90375,0.07380952380952381,0.40545454545454546,0.13130434782608696,38.260416666666664,2.2475,241.61125,276.0625,,0.0,32.58958333333333
2022-05-23,19.53125,59.369565217391305,3.0979166666666664,14.496250000000002,10.230833333333333,34.82375,11.997083333333334,0.3725,54.47708333333333,0.23750000000000002,35.19,0.0625,0.2876190476190476,0.10428571428571429,59.270833333333336,2.9875000000000003,231.46875,183.3125,,0.005,29.49875
2022-05-24,24.541666666666668,60.416666666666664,3.2229166666666664,14.80625,10.501666666666667,34.74666666666666,23.889166666666668,0.37083333333333335,31.528333333333332,0.24875,35.10333333333333,0.061052631578947365,0.32833333333333337,0.13714285714285715,69.73958333333333,2.0120833333333334,183.71875,122.80681818181819,,0.0,28.450416666666666
2022-05-25,25.025,65.72916666666667,2.688333333333333,11.970833333333333,8.5375,23.646666666666665,18.531666666666666,0.3641666666666667,41.190416666666664,0.26708333333333334,28.78625,0.052222222222222225,0.2975,0.14782608695652175,52.177083333333336,1.6541666666666668,165.875,315.828125,,0.0,30.718333333333334
2022-05-26,41.791666666666664,105.94791666666667,2.7695833333333333,16.09625,10.814166666666667,45.84041666666667,27.061666666666667,0.48374999999999996,40.72875,0.4295833333333334,42.92416666666667,0.07041666666666667,0.44708333333333333,0.20304347826086958,51.239583333333336,1.295,210.86458333333334,299.166875,,0.0,31.65416666666667
2022-05-27,65.14583333333333,156.76041666666666,2.71625,15.653333333333334,10.51125,55.359166666666674,30.05125,0.5308333333333334,46.8025,0.42250000000000004,37.21958333333333,0.08222222222222222,0.46476190476190476,0.19428571428571428,51.208333333333336,1.3745833333333335,177.84375,291.95588235294116,,0.0,32.35375
2022-05-28,73.96875,200.64583333333334,2.732083333333333,16.507083333333334,11.003749999999998,53.74875,27.581666666666667,0.5558333333333333,45.043749999999996,0.4141666666666666,29.87375,0.055,0.3165,0.1368421052631579,56.09375,2.2575,248.04166666666666,188.56583333333333,,0.0,32.35375
2022-05-29,54.8125,141.88541666666666,2.7091666666666665,12.317916666666667,8.754166666666666,40.38166666666667,20.697916666666668,0.4375,33.3175,0.36333333333333334,25.789583333333336,0.04647058823529412,0.23894736842105263,0.1127777777777778,48.71875,1.7833333333333332,239.88208333333333,330.98333333333335,,0.0,33.05375
2022-05-30,62.416666666666664,214.22916666666666,2.89,15.099166666666667,10.387083333333333,55.29750000000001,20.7525,0.48208333333333336,39.73458333333333,0.3833333333333333,23.642916666666665,0.06066666666666667,0.3055555555555556,0.15764705882352942,52.072916666666664,2.6374999999999997,253.29166666666666,319.50533333333334,,0.0,32.90416666666667
2022-05-31,53.302083333333336,246.42708333333334,2.865,12.337083333333334,8.88875,29.873333333333335,17.752916666666668,0.3975,36.41708333333333,0.33,19.725833333333334,0.046000000000000006,0.1411111111111111,0.1142857142857143,38.145833333333336,1.8875,166.82291666666666,316.5946666666667,,0.0,33.24
2022-06-01,52.65958333333333,187.77416666666667,3.205833333333333,15.848333333333334,11.042499999999999,35.449999999999996,29.650000000000002,0.37875,44.23374999999999,0.409,29.523000000000003,0.05,0.294,0.11142857142857143,32.55916666666666,1.74875,133.92,298.55882352941177,,0.0,33.90083333333333
2022-06-02,51.927083333333336,175.52416666666667,3.4949999999999997,17.354166666666668,12.07625,43.00625,30.385,0.5241666666666667,31.242500000000003,,,,,,29.989583333333332,1.5708333333333335,135.66666666666666,235.1075,,0.0,34.038333333333334
2022-06-03,38.041666666666664,135.89583333333334,3.4770833333333333,17.709166666666665,12.2475,45.675000000000004,25.193749999999998,0.4945833333333334,42.22416666666667,,,,,,27.291666666666668,1.9283333333333335,155.03125,228.48958333333334,,0.0,34.117916666666666
2022-06-04,35.927083333333336,134.73958333333334,3.4170833333333337,16.829583333333332,11.727916666666667,39.718333333333334,41.79291666666666,0.5054166666666666,36.549166666666665,,,,,,26.583333333333332,1.8808333333333334,157.84375,223.13541666666666,,0.0,34.51791666666667
2022-06-05,41.916666666666664,150.07291666666666,3.1975,13.373333333333333,9.712916666666667,28.649583333333336,23.924999999999997,0.4991666666666667,38.778333333333336,,,,,,26.010416666666668,1.7741666666666667,151.97916666666666,237.54166666666666,,0.0,34.81041666666667
2022-06-06,74.70833333333333,189.41666666666666,3.0858333333333334,16.9975,11.546666666666667,28.598333333333333,25.984583333333333,0.59375,40.055,,,,,,27.68041666666667,1.5954166666666667,173.65625,228.99666666666667,,0.0,34.80375
2022-06-07,80.11458333333333,210.55208333333334,3.1650000000000005,19.281666666666666,12.82625,34.58166666666667,34.615833333333335,0.5916666666666667,37.53541666666667,,,,,,30.28125,1.42125,168.11458333333334,216.6875,,0.0,34.85583333333333
2022-06-08,74.72916666666667,254.69458333333333,2.9879166666666666,21.2625,13.740416666666667,32.03375,32.464166666666664,0.6275000000000001,34.21041666666667,,,,,,33.239583333333336,1.4825,155.66666666666666,219.64583333333334,,0.0,34.71041666666667
2022-06-09,66.55541666666666,252.57625,3.1,15.977916666666667,11.020416666666668,29.375,32.18,0.5925,36.69625,,,,,,32.1075,1.8579166666666669,166.33,221.75708333333333,,0.0,34.79666666666667
2022-06-10,54.25,214.83333333333334,2.879583333333333,11.848333333333334,8.643333333333333,24.565833333333334,16.21125,0.5525,44.750416666666666,,,,,,32.677083333333336,2.3716666666666666,164.10416666666666,216.47916666666666,,0.0,34.681666666666665
2022-06-11,44.71875,223.79166666666666,2.9125,9.407083333333334,7.372083333333333,18.021666666666665,14.249166666666667,0.4558333333333333,59.07833333333334,,,,,,39.802083333333336,2.8975000000000004,184.81583333333333,225.30208333333334,,0.0,33.87416666666667
2022-06-12,40.416666666666664,174.80208333333334,2.6420833333333333,10.867083333333333,7.927916666666667,13.974166666666667,13.712916666666667,0.54,52.0225,,,,,,40.375,2.3295833333333333,181.02083333333334,225.30208333333334,,0.0,33.95041666666666
