From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3)
2020-02-08,144.02416666666667,185.7675,44.57125,24.58125,49.29541666666666,32.00125,17.55666666666667,1.5225,,0.3829166666666666
2020-02-09,130.96428571428572,172.57142857142858,53.317499999999995,27.51375,57.977916666666665,36.35916666666667,21.565833333333334,1.7945833333333334,,0.30625
2020-02-10,110.50615384615384,176.60230769230768,84.41125000000001,25.681250000000002,82.27541666666666,50.57458333333333,18.27375,2.7829166666666665,3.328333333333333,0.38736842105263153
2020-02-11,151.15545454545455,225.71227272727273,104.8625,24.68166666666667,98.3,60.4375,19.863333333333333,3.24,17.366666666666667,
2020-02-12,153.96541666666667,204.85416666666666,53.18291666666667,25.490416666666665,56.7825,36.75333333333334,21.816666666666666,1.8908333333333334,19.704583333333336,
2020-02-13,79.54875,122.09041666666667,42.365,20.866666666666667,45.53791666666667,29.949166666666667,26.784166666666668,1.2979166666666666,25.222083333333334,
2020-02-14,62.791666666666664,111.56583333333333,46.21416666666667,20.669166666666666,48.52,32.09875,21.726666666666663,1.19125,27.11375,
2020-02-15,71.06958333333334,119.80541666666666,50.2725,26.45875,54.91958333333333,35.437083333333334,29.585833333333337,1.39125,22.36916666666667,
2020-02-16,114.59708333333333,166.79875,74.25875,29.739166666666666,76.19166666666666,46.62375,27.37875,2.1883333333333335,19.072916666666668,
2020-02-17,142.57625,203.04875,79.89458333333333,30.0725,80.94,51.10791666666666,28.148749999999996,2.3425,16.736666666666668,
2020-02-18,118.38875,178.65625,79.40541666666667,30.95875,80.99624999999999,49.63791666666666,37.57541666666667,3.4825,19.864166666666666,
2020-02-19,136.38208333333333,212.70833333333334,137.83374999999998,33.871249999999996,129.88166666666666,80.415,29.140416666666667,5.125,15.310416666666667,
2020-02-20,133.50708333333333,187.87833333333333,64.15458333333333,32.955416666666665,69.54375,44.48875,18.610833333333332,1.3295833333333333,23.938333333333333,
2020-02-21,78.3409090909091,98.15217391304348,52.15208333333334,22.275833333333335,54.197916666666664,35.129583333333336,13.289166666666667,0.7383333333333333,24.85625,
2020-02-22,139.53458333333333,181.11125,77.33375,23.988333333333333,75.49833333333333,46.75125,19.648333333333333,1.66875,15.950000000000001,
