From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),CH4 (ug/m3),NMHC (),THC (ug/m3)
2015-11-17,7.81,,5.396,10.641333333333334,10.748,,1.5459999999999998,0.9920000000000001,15.03,0.8140000000000001,4.246666666666667,1.72,1.358,0.5421428571428571,24.34,87.13133333333333,2.1606666666666667,201.52133333333333,91.04400000000001,1014.5906666666667,0.27666666666666667,,,
2015-11-18,3.378,,8.969999999999999,16.484,16.266,,1.7440000000000002,1.464,11.437999999999999,0.766,5.726,1.434,1.0233333333333332,0.422,24.863999999999997,89.546,2.066,176.892,1.384,1019.816,0.28,,,
2015-11-19,15.773529411764704,,3.7470588235294113,8.31235294117647,8.312941176470588,,2.008235294117647,1.5941176470588236,19.20529411764706,0.5585714285714286,1.2857142857142858,0.6853333333333335,0.21200000000000002,0.3030769230769231,26.411176470588234,82.82000000000001,2.1576470588235295,180.13470588235293,113.92235294117647,1017.2782352941176,0.27941176470588236,,,
2015-11-20,20.92388888888889,,3.282222222222222,5.157777777777778,6.445,,2.2194444444444446,0.9411111111111112,16.21777777777778,0.1175,0.07785714285714286,0.383125,0.49,0.22636363636363635,25.307222222222222,88.08777777777777,2.1888888888888887,172.73,63.044444444444444,1019.5255555555555,0.2805555555555556,,,
2015-11-21,9.908333333333333,,3.7608333333333337,6.36625,7.442916666666666,,1.5166666666666666,1.2154166666666666,12.186666666666667,0.08333333333333333,0.09058823529411765,0.601,0.5822222222222222,0.3126666666666667,25.940833333333334,84.10875,2.17125,168.55208333333334,94.38208333333334,1018.4354166666667,0.27916666666666673,,,
2015-11-22,8.703333333333333,,2.9204166666666667,5.65625,6.470833333333334,,1.7704166666666667,1.06,12.561666666666667,0.07,0.09105263157894737,0.2604761904761905,0.425,0.27294117647058824,25.635,86.27583333333332,2.1841666666666666,171.11333333333334,82.18166666666666,1018.7933333333334,0.2804166666666667,,,
2015-11-23,26.962631578947367,,3.09,6.07,6.6021052631578945,,1.9773684210526317,1.3283333333333334,12.375,0.08333333333333333,0.09583333333333333,0.3766666666666667,0.45999999999999996,0.29083333333333333,25.577368421052633,86.79842105263158,2.1642105263157894,178.1863157894737,85.19368421052631,1020.4884210526316,0.2773684210526316,,,
2015-11-24,5.770434782608696,,3.1170833333333334,7.9991666666666665,7.677083333333333,,1.8408333333333333,1.19,13.444583333333334,0.37,0.08705882352941176,0.635625,1.097777777777778,0.258,25.507500000000004,81.78625,2.1729166666666666,171.40374999999997,101.63041666666668,1021.4683333333334,0.2725,,,
2015-11-25,30.485454545454548,,3.195909090909091,8.836818181818181,8.19,,1.679090909090909,1.2240909090909091,16.691363636363636,0.21222222222222223,0.10666666666666667,0.6863157894736842,0.76875,0.27555555555555555,25.491818181818186,71.67727272727274,2.1645454545454546,169.31045454545455,154.53681818181818,1020.7654545454545,0.2731818181818182,,,
2015-11-26,8.7325,,4.8187500000000005,11.184166666666668,10.584583333333333,,1.4570833333333333,0.9104166666666668,14.8675,0.072,0.1068421052631579,1.2,0.377,0.31130434782608696,26.072916666666668,73.50208333333333,2.097916666666667,175.485,132.3125,1020.45375,0.27875,,,
2015-11-27,9.133684210526315,,2.976842105263158,8.93157894736842,8.111052631578948,,1.6763157894736842,0.8936842105263159,19.552105263157895,0.10400000000000001,0.10071428571428571,0.47882352941176476,0.8633333333333333,0.309,27.247368421052634,64.72315789473684,2.1610526315789476,170.79999999999998,223.3168421052632,1016.4863157894738,0.28,,,
2015-11-28,29.968,,3.1769230769230767,10.826923076923077,9.008461538461539,,2.0827272727272725,0.671,23.31230769230769,0.292,0.08888888888888889,0.7216666666666667,0.834,0.26666666666666666,26.91769230769231,58.45153846153846,2.183076923076923,169.34,248.47923076923078,1021.7784615384614,0.27153846153846156,,,
2015-11-29,32.10166666666667,,2.8379166666666666,6.47375,6.8075,,0.05833333333333334,0.03173913043478261,15.71,0.18076923076923077,0.1011764705882353,0.3035,0.34444444444444444,0.25142857142857145,25.175,84.20083333333334,2.160833333333333,170.19666666666666,83.83416666666666,1023.27375,0.27458333333333335,,,
2015-11-30,11.6465,,6.19,4.2490000000000006,7.88,,2.6115789473684208,0.9783333333333334,16.420416666666664,0.73,0.114375,5.545263157894737,1.4216666666666666,0.36157894736842106,25.862916666666667,84.49625,2.1129166666666666,171.78291666666667,77.0825,1023.5779166666666,0.2704166666666667,,,
2015-12-01,113.55277777777778,,6.053636363636364,1.180625,6.052272727272728,,2.0940909090909092,1.913181818181818,13.126818181818182,0.313,0.0975,1.2254545454545456,1.3435714285714284,0.28055555555555556,25.25090909090909,85.13227272727272,2.1218181818181816,176.09318181818182,43.472272727272724,1020.8459090909091,0.27545454545454545,,,
2015-12-02,16.505416666666665,,4.285,0.325,3.8241666666666667,,1.8208333333333335,0.5337500000000001,12.030833333333334,0.19714285714285712,0.09111111111111111,0.7286956521739131,0.5640000000000001,0.26882352941176474,25.268333333333334,87.4825,2.1491666666666664,166.6775,65.55708333333334,1020.5108333333334,0.28,,,
