From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT ()
2017-05-26,,94.88499999999999,8.137500000000001,9.667916666666667,,27.476190476190474,0.28958333333333336,6.776666666666666,,28.432916666666667,80.32291666666667,1.01375,88.08583333333333,205.85833333333332,1015.645,-2.377083333333333,
2017-05-27,,86.69666666666667,8.07875,10.397499999999999,,39.764,0.42583333333333334,9.87875,,28.1925,71.4875,0.9004166666666666,80.57333333333334,263.70875,1015.8204166666666,-2.66375,
2017-05-28,,76.69541666666667,7.945833333333333,8.889583333333333,,31.03818181818182,0.2804166666666667,5.915,,29.88083333333333,67.07541666666667,1.06625,75.73541666666667,293.145,1016.38,-2.5170833333333333,
2017-05-29,,111.24958333333332,8.124166666666666,10.452499999999999,,36.923125,0.43333333333333335,13.46375,,30.7,59.14666666666667,1.0579166666666666,77.05208333333333,309.74541666666664,1016.6025,-3.1466666666666665,
2017-05-30,,116.41125,8.092083333333333,9.319583333333332,,41.94444444444444,0.42608695652173917,10.417333333333334,,28.070416666666663,76.79173913043478,0.9765217391304348,74.83958333333334,181.47217391304346,1015.0234782608696,-2.5695652173913044,
2017-05-31,,129.29875,8.167083333333332,10.414166666666667,,46.80294117647059,0.4175,7.373333333333334,,30.001666666666665,73.0625,0.8650000000000001,71.58749999999999,265.0629166666667,1016.5433333333334,-2.6954166666666666,
2017-06-01,,101.74791666666665,7.8933333333333335,9.328333333333333,,26.28846153846154,0.3983333333333334,16.049166666666668,,30.651666666666667,61.780833333333334,1.0108333333333333,106.78875,304.0520833333333,1016.7633333333333,-2.8183333333333334,
2017-06-02,,169.32208333333332,7.791250000000001,9.81625,,46.927894736842106,0.3491666666666667,11.467083333333333,,30.717083333333335,65.87416666666667,0.855,150.85333333333332,284.47625,1016.7720833333333,-2.797916666666667,
2017-06-03,,199.8841666666667,8.06,10.664166666666667,,27.33388888888889,0.3516666666666666,17.062916666666666,,33.66625,53.26166666666666,0.9804166666666667,146.42583333333332,341.7404166666667,1018.3083333333334,-3.6129166666666666,
2017-06-04,,172.49,8.125416666666666,8.79125,,42.62117647058823,0.37958333333333333,22.43541666666667,,35.375,49.8825,1.3358333333333334,130.26083333333335,346.87375,1019.1262499999999,-3.6695833333333336,
2017-06-05,,132.51791666666665,7.97,9.58875,,34.78263157894737,0.33249999999999996,10.26375,,31.049166666666665,72.44666666666667,1.0220833333333335,104.98708333333333,240.92375,1017.4704166666667,-2.56375,
2017-06-06,,114.86833333333334,8.177916666666667,9.143333333333333,,22.385789473684213,0.36166666666666664,12.455416666666666,,28.042916666666667,77.94333333333334,1.0995833333333334,110.03291666666667,234.73083333333332,1015.9258333333333,-2.5941666666666667,
2017-06-07,,178.26416666666668,7.758333333333333,9.069583333333334,,45.51222222222222,0.38833333333333336,10.63875,,29.078333333333333,76.87125,1.0658333333333332,103.32791666666667,306.71708333333333,1016.1833333333334,-2.470833333333333,
2017-06-08,,155.58541666666667,7.948333333333333,9.87375,,39.985882352941175,0.39291666666666664,6.526666666666666,,31.06833333333333,69.03958333333334,0.8791666666666668,93.64041666666667,275.15500000000003,1017.1695833333333,-2.8958333333333335,
2017-06-09,,102.61625,7.742083333333333,9.017916666666666,,24.907692307692308,0.41208333333333336,5.764583333333333,,29.56833333333333,79.05749999999999,0.9091666666666667,82.69833333333334,247.79791666666665,1016.28625,-2.486666666666667,
2017-06-10,,97.97625,7.864583333333333,10.080416666666666,,51.632222222222225,0.33791666666666664,12.205416666666666,,31.0725,70.19833333333334,0.8383333333333334,75.54041666666667,300.5754166666667,1017.4091666666667,-2.674583333333333,
2017-06-11,,109.645,7.952083333333333,9.765,,38.74,0.3433333333333333,5.365833333333334,,31.8725,64.71458333333334,0.8016666666666666,60.04333333333333,269.96708333333333,1017.5729166666666,-2.817083333333333,
2017-06-12,,82.73666666666666,7.726666666666667,8.931666666666667,,,0.39875,16.454583333333332,,29.91416666666667,74.58458333333333,0.9904166666666666,75.325,228.66791666666666,1016.6995833333334,-2.815,
2017-06-13,,142.20291666666665,7.846666666666667,9.261666666666667,,,0.28791666666666665,15.215416666666668,,31.57166666666667,63.70583333333334,1.0041666666666667,67.39083333333333,271.40500000000003,1017.59125,-2.589583333333333,
2017-06-14,,184.15238095238095,8.130952380952381,9.858571428571429,,52.015,0.42238095238095236,21.64857142857143,,33.16142857142857,52.593333333333334,0.8266666666666667,132.2052380952381,340.5838095238095,1018.562380952381,-3.4166666666666665,
2017-06-15,,80.41375000000001,,,,23.0195,0.3491666666666667,9.765416666666667,,27.066666666666666,84.21291666666667,0.8275,112.78625,127.02416666666666,1015.2241666666667,-2.53625,
2017-06-16,,122.90958333333333,20.62846153846154,13.572307692307692,,16.857647058823527,0.3125,8.964583333333334,,29.37375,76.09833333333333,0.8125,103.17166666666667,305.97291666666666,1016.6679166666667,-2.715,
2017-06-17,,107.58166666666666,7.934166666666666,10.304166666666667,,32.214375000000004,0.3954166666666667,30.124166666666667,,31.0,68.83041666666666,0.9970833333333333,92.16583333333334,329.28541666666666,1017.2066666666666,-3.1275,
2017-06-18,,162.8095652173913,7.711666666666667,9.51375,,18.664736842105263,0.3095833333333333,21.57625,,32.495,59.93291666666667,0.9925,89.69708333333334,325.0204166666667,1017.7391666666667,-3.092916666666667,
2017-06-19,,108.55291666666666,7.777083333333334,9.748333333333333,,23.3885,0.29916666666666664,14.99875,,31.125416666666666,61.518750000000004,1.1316666666666666,59.27875,252.16166666666666,1016.9162500000001,-3.06,
2017-06-20,,49.88166666666667,7.91375,9.774166666666668,,16.323333333333334,0.30624999999999997,10.095833333333333,,26.054166666666664,94.47291666666666,0.9395833333333333,43.32749999999999,134.85666666666665,1014.66125,-2.3666666666666667,
2017-06-21,,63.780833333333334,7.993333333333333,9.301666666666668,,13.868571428571428,0.32416666666666666,11.557083333333333,,27.154583333333335,85.27416666666666,1.22625,43.57708333333333,250.62625,1015.1908333333334,-2.5708333333333333,
2017-06-22,,102.51333333333334,,,,18.512,,8.154583333333333,,27.866249999999997,86.35625,0.8970833333333333,34.336666666666666,283.87125,1015.4083333333333,-2.4991666666666665,
2017-06-23,,153.55608695652174,,,,19.64047619047619,,10.43625,,29.076666666666668,79.84041666666667,0.8491666666666666,14.055833333333334,247.68666666666664,1016.0425,-2.6266666666666665,
2017-06-24,,195.586,,,,18.2375,,7.802499999999999,,29.44541666666667,81.31,0.9220833333333333,28.255,320.2716666666667,1016.71125,-2.612083333333333,
2017-06-25,,,,,,20.244,,3.8158333333333334,,28.732916666666668,86.65916666666668,1.0,43.227916666666665,286.34375,1016.3537500000001,-2.5395833333333333,
2017-06-26,,,,,,35.97578947368421,,2.37875,,28.339583333333334,92.32583333333334,0.8420833333333334,26.762083333333333,218.31291666666667,1016.0929166666666,-2.6454166666666667,
2017-06-27,,,,,,48.20882352941177,,2.059565217391304,,28.624347826086957,90.37,1.0439130434782609,32.94347826086956,241.69,1016.7573913043477,-2.866521739130435,
2017-06-28,,,,,,,,,,,,,,,,,
2017-06-29,,189.13333333333333,,,,2.98,0.19,35.5225,,31.446666666666662,79.985,,,613.0083333333333,1014.8916666666668,-2.106666666666667,
2017-06-30,,92.0,6.04,6.97,,45.15,0.146,9.005,0.0,29.86,89.295,,,135.39000000000001,1013.0250000000001,-0.604,
2017-07-01,,,,,,,0.0,,0.0,,,,,0.0,,0.0,
2017-07-02,,,,,,,0.0,,0.0,,,,,0.0,,0.0,
2017-07-03,,71.35285714285715,9.484285714285715,15.9,,19.44333333333333,0.13444444444444445,10.31142857142857,0.0,29.145714285714288,79.64,,,154.75166666666667,977.7828571428571,-0.9805555555555555,
2017-07-04,,16.39,12.530000000000001,17.155,,75.55,0.031052631578947366,3.54,0.0,26.165,99.45,,,5.847368421052631,1011.15,-0.2542105263157895,
2017-07-05,,20.45,7.365,12.3925,,6.15,0.051250000000000004,7.8575,0.0,25.0,75.72,,,80.134375,1012.9499999999999,-0.525,
2017-07-06,,,,,,,0.0,,0.0,,,,,0.0,,0.0,
2017-07-07,,69.53444444444445,8.276666666666667,13.318888888888889,,11.656666666666666,0.155,4.386666666666667,0.0,27.188888888888886,88.37,,,183.2538888888889,1014.12375,-1.1333333333333333,
2017-07-08,,25.03,4.94,8.26,,,0.0020833333333333333,0.67,0.0,8.82,33.15,,,0.18458333333333332,,-0.03208333333333333,
2017-07-09,,,,,,,0.0,,0.0,,,,,0.0,,0.0,
2017-07-10,,49.74,8.616666666666667,14.433333333333332,,9.983333333333333,0.05071428571428571,5.473333333333334,0.0,30.293333333333333,80.98,,,78.20714285714287,1015.4166666666666,-0.5421428571428571,
2017-07-11,,76.65,8.775,22.155,,20.04,0.027500000000000004,2.48,0.0,24.725,99.45,,,1.3599999999999999,1010.95,-0.24450000000000002,
2017-07-12,,84.35000000000001,8.32,17.526666666666667,,15.025,0.07333333333333333,2.766666666666667,0.0,28.763333333333332,95.19,,,43.79333333333333,1013.9166666666666,-0.44466666666666665,
2017-07-13,,,,,,,,,,,,,,,,,
2017-07-14,,,,,,,,,,,,,,,,,
2017-07-15,,,,,,,,,,,,,,,,,
2017-07-16,,,,,,,,,,,,,,,,,
2017-07-17,,56.5675,5.82,10.7925,,21.705,0.27,43.76666666666667,0.0,25.43,67.935,,,122.795,1013.5666666666666,-2.125,
2017-07-18,,57.2,6.65,10.82,,18.17,0.02411764705882353,6.81,0.0,28.33,95.57,,,0.2529411764705882,1013.1,-0.15588235294117647,
2017-07-19,,43.052727272727275,6.672727272727273,10.335454545454546,,15.646666666666667,0.1619047619047619,2.355,0.0,23.974545454545453,86.72000000000001,0.7833333333333333,56.0,52.70857142857143,1016.6,-1.1261904761904762,
2017-07-20,,53.955000000000005,7.042083333333333,11.331666666666665,,15.70578947368421,0.34125,,,26.81458333333333,99.24541666666666,,,114.44,,-2.375,
2017-07-21,,53.491176470588236,7.090588235294117,11.261764705882353,,14.203571428571427,0.3588235294117647,,,26.554117647058824,99.32235294117648,0.81,115.95,138.95294117647057,,-2.3811764705882354,
2017-07-22,,,,,,,0.0,,0.0,,,,,0.0,,0.0,
2017-07-23,,39.89875,6.53875,9.18375,,11.853333333333333,0.09083333333333334,,0.0,23.55125,93.23375,,,6.232083333333333,,-0.7358333333333333,
2017-07-24,,25.037916666666664,6.933333333333334,9.39875,,13.83,0.3458333333333334,,,24.938333333333333,99.45,,,85.67291666666667,,-2.37,
2017-07-25,,18.58791666666667,6.961666666666667,9.551666666666668,,11.2855,0.34208333333333335,3.8866666666666667,,23.894583333333333,99.45,1.0666666666666667,257.07944444444445,29.642916666666665,,-2.3833333333333333,
2017-07-26,,30.84733333333333,6.7780000000000005,9.614666666666666,,13.489999999999998,0.2833333333333333,,,25.706000000000003,99.45466666666667,0.48666666666666664,164.37533333333334,231.14533333333335,,-2.35,
2017-07-27,,,,,,,,,,,,,,,,,
2017-07-28,,,,,,,,,,,,,,,,,
2017-07-29,,,,,,,,,,,,,,,,,
2017-07-30,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,
2017-08-01,,77.70071428571428,6.757857142857143,100.44999999999999,,12.022307692307693,0.24,13.5375,,28.698823529411765,98.7623076923077,0.85,52.62,336.3888888888889,,-2.406875,
2017-08-02,,55.49,6.876666666666666,29.145416666666666,,10.755789473684212,1.01,3.3600000000000003,,27.747500000000002,98.64416666666666,0.9625,28.70041666666667,186.51250000000002,,-2.412916666666667,
2017-08-03,,44.25958333333333,6.880416666666666,8.12875,,11.996315789473684,,,,27.42833333333333,99.45833333333333,1.133,20.773,186.10041666666666,,-2.4179166666666667,
2017-08-04,,63.22083333333333,6.8429166666666665,8.21125,,12.432500000000001,,,,28.05541666666667,99.46083333333333,0.81,2.93,216.71916666666667,,-2.43625,
2017-08-05,,76.41458333333334,6.715,8.63625,,16.372857142857146,,,,28.415000000000003,99.35916666666667,0.5133333333333333,82.3111111111111,198.90625,,-2.4566666666666666,
2017-08-06,,65.07041666666667,6.865416666666667,8.920416666666666,,29.29380952380952,,,,28.88208333333333,98.63541666666667,0.7775,17.661666666666665,223.00333333333333,,-2.495833333333333,
2017-08-07,,44.77625,6.817083333333334,8.435,,27.15952380952381,,,,29.1575,95.67916666666667,0.8895833333333334,16.128333333333334,271.33208333333334,,-2.4845833333333336,
2017-08-08,,50.126666666666665,6.819583333333333,7.962083333333333,,12.727619047619047,,,,29.364583333333332,91.77749999999999,0.8645833333333334,7.2316666666666665,262.23083333333335,,-2.4325,
2017-08-09,,45.724583333333335,6.784583333333334,7.861249999999999,,13.97809523809524,,,,29.525833333333335,91.64166666666667,0.8233333333333334,2.0766666666666667,260.28791666666666,,-2.4925,
2017-08-10,,36.9925,6.564166666666666,7.395833333333333,,15.89684210526316,,,,28.7675,95.44083333333333,,,222.62249999999997,,-2.455416666666667,
2017-08-11,,46.11541666666667,6.605,7.396249999999999,,18.1385,,,,27.522916666666664,97.84875,,,167.72458333333336,,-2.42375,
2017-08-12,,36.70166666666667,6.7754166666666675,7.604583333333333,,14.97,,,,25.710416666666664,99.45,,,106.56291666666668,,-2.4141666666666666,
2017-08-13,,55.5,6.795833333333333,7.836666666666666,,12.2725,,,,27.469166666666666,96.95625,,,224.86166666666668,,-2.415,
2017-08-14,,99.34866666666667,6.422,8.320666666666666,,14.57,,,,27.23933333333333,99.04066666666668,,,202.32933333333332,,-2.3866666666666663,
2017-08-15,,,,,,,,,,,,,,,,,
2017-08-16,,60.460625,6.899375,7.71375,,11.073076923076922,,,,26.518125,98.5375,0.87375,58.875625,246.005625,,-2.41625,
2017-08-17,,81.15818181818182,6.740666666666667,8.052,,12.26,0.296,,,27.700454545454544,99.01363636363637,0.6959090909090909,37.02181818181818,192.65318181818182,,-2.3972727272727274,
2017-08-18,,86.82375,,,,11.31,0.305,,,27.76125,98.89125,0.80875,30.08,312.03375,,-2.39125,
2017-08-19,,,,,,,,,,,,,,,,,
2017-08-20,,,,,,,,,,,,,,,,,
2017-08-21,,57.8375,6.93625,8.217500000000001,,11.475,0.25555555555555554,,0.0,28.74625,83.21375,0.6775,13.90375,263.18,,-2.121111111111111,
2017-08-22,,40.1175,5.675,6.405,,19.6,0.2725,,0.0,21.845,82.8775,0.4775,10.442499999999999,11.655000000000001,,-1.9849999999999999,
2017-08-23,,,,,,,,,,,,,,,,,
2017-08-24,,39.5125,7.135,9.0175,,15.6875,0.3325,,,30.665,90.665,1.2850000000000001,14.2125,716.5125,,-2.4475,
2017-08-25,,38.53545454545454,6.329090909090909,6.651818181818182,,11.291,0.13523809523809524,,0.0,30.215454545454545,70.56,1.0018181818181817,9.642727272727273,237.82000000000002,,-1.2804761904761905,
2017-08-26,,,,,,,,,,,,,,,,,
2017-08-27,,,,,,,,,,,,,,,,,
2017-08-28,,,7.69,6.8566666666666665,,7.114999999999999,0.27,,,30.223333333333333,92.76333333333332,1.4733333333333334,10.58,699.5833333333334,,-2.2866666666666666,
2017-08-29,,,,,,,,,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,,,
2017-09-01,,1.5,4.36,3.65,,12.55,0.23,,0.0,13.82,49.74,0.87,7.2,54.95,,-1.26,
2017-09-02,,,,,,,,,,,,,,,,,
2017-09-03,,,,,,,,,,,,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,
2017-09-05,,56.6,5.06,6.43,,20.75,0.38,,,35.95,47.51,1.12,3.09,1140.8,,-3.24,
2017-09-06,,,,,,,,,,,,,,,,,
2017-09-07,,,,,,,,,,,,,,,,,
2017-09-08,,,,,,,0.0,,0.0,,,,,0.0,,0.0,
2017-09-09,,,,,,,,,,,,,,,,,
2017-09-10,,,,,,,,,,,,,,,,,
2017-09-11,,,,,,,,,,,,,,,,,
2017-09-12,,,,,,,,,,,,,,,,,
2017-09-13,,,,,,,,,,,,,,,,,
2017-09-14,,,,,,,,,,,,,,,,,
2017-09-15,,,,,,,,,,,,,,,,,
2017-09-16,,,,,,,,,,,,,,,,,
2017-09-17,,,,,,,,,,,,,,,,,
2017-09-18,,,,,,,,,,,,,,,,,
2017-09-19,,,,,,,,,,,,,,,,,
2017-09-20,,,,,,,,,,,,,,,,,
2017-09-21,,,,,,,,,,,,,,,,,
2017-09-22,,,,,,,,,,,,,,,,,
2017-09-23,,,,,,,,,,,,,,,,,
2017-09-24,,,,,,,,,,,,,,,,,
2017-09-25,,,,,,,,,,,,,,,,,
2017-09-26,,,,,,,,,0.0,,,,,0.0,,,
2017-09-27,,,,,,,,,,,,,,,,,
2017-09-28,,,,,,,,,,,,,,,,,
2017-09-29,,,,,,,,,0.0,,,,,0.0,,,
2017-09-30,,,,,,,,,,,,,,,,,
2017-10-01,,,,,,,,,,,,,,,,,
2017-10-02,,,,,,,,,,,,,,,,,
2017-10-03,,,,,,,,,,,,,,,,,
2017-10-04,,94.23333333333333,7.503333333333333,7.208333333333333,6.7625,19.631999999999998,0.21666666666666667,52.5,,,78.5775,,,,,-2.045,
2017-10-05,,,,,,,0.0,,0.0,,,,,0.0,,,
2017-10-06,,,,,,,,,,,,,,,,,
2017-10-07,,,,,,,,,,,,,,,,,
2017-10-08,,,,,,,,,0.0,,,,,0.0,,,
2017-10-09,,34.7,6.9775,7.3075,6.533333333333334,13.659999999999998,0.3275,,,,,,,,,,
2017-10-10,,,,,6.838333333333334,,,,,,,,,,,,
2017-10-11,,,,,,,,,0.0,,,,,0.0,,,
2017-10-12,,,,,,,,,,,,,,,,,
2017-10-13,,,,,,,,,,,,,,,,,
2017-10-14,,,,,6.565,,,,0.0,,,,,0.0,,,
2017-10-15,,,,,,,,,,,,,,,,,
2017-10-16,,185.55,7.6850000000000005,6.779999999999999,6.7540000000000004,27.509999999999998,0.28,19.974999999999998,,,61.485,,,,,-2.4050000000000002,
2017-10-17,,,,,6.764,,,,,,,,,,,,
2017-10-18,,,,,6.744,,,,,,,,,,,,
2017-10-19,,72.575,7.285,6.765,6.766,33.894999999999996,0.215,9.1425,,,99.45,,,,,-2.0275,
2017-10-20,,,,,6.7,,,,,,,,,,,,
2017-10-21,,13.700000000000001,7.77,6.484999999999999,6.935555555555556,43.8,0.36,23.28,,,99.45,,,,,-2.1,
2017-10-22,,,,,,,,,0.0,,,,,0.0,,,
2017-10-23,,,,,,,,,,,,,,,,,
2017-10-24,,,,,,,,,0.0,10.47,,,,132.365,,,
2017-10-25,,,,,,,,,0.0,,,,,0.0,,,
2017-10-26,,,,,,,,,0.0,23.683999999999997,,,,48.55133333333333,,,
2017-10-27,,,,,,,,,0.0,22.223333333333333,,,,23.580000000000002,,,
2017-10-28,,,,,,,,,,,,,,,,,
2017-10-29,,,,,,,,,,,,,,,,,
2017-10-30,,,,,7.2725,,,,,27.472857142857144,,,,425.91142857142853,,,
2017-10-31,,262.62142857142857,7.016666666666667,7.185,6.53,33.38285714285714,0.3325,16.675,0.0,23.06142857142857,89.36142857142856,,,233.26874999999998,,-1.5625,
2017-11-01,,53.56,7.125,2.725,7.6899999999999995,23.740000000000002,0.02727272727272727,,0.0,17.21,40.980000000000004,,,12.163636363636364,,-0.24181818181818182,
2017-11-02,,94.29,5.676666666666667,5.193333333333333,7.473333333333334,13.453333333333333,0.016153846153846154,,0.0,19.72666666666667,58.24333333333334,,,25.530769230769234,,-0.3630769230769231,
2017-11-03,,58.0,,,,22.27,0.015882352941176472,,0.0,28.43,55.44,,,2.0470588235294116,,-0.13999999999999999,
2017-11-04,,110.9,,,,43.55,0.13333333333333333,17.8,0.0,7.33,62.12,,,17.707,,-0.7033333333333333,
2017-11-05,,95.08,8.368,6.459999999999999,7.144,33.992,0.194,10.96,0.0,25.5,58.052,,,109.44466666666668,,-2.506,
2017-11-06,,97.4,8.735,5.175000000000001,8.235,52.379999999999995,0.4,85.925,0.0,19.51,66.69,,,2.15,,-2.63,
2017-11-07,,,,,,,,,,,,,,,,,
2017-11-08,,,,,,,,,,,,,,,,,
2017-11-09,,259.635,7.123333333333334,7.386666666666667,6.925,44.302,0.3566666666666667,41.94166666666667,,28.545,42.23833333333334,,,,,-3.0533333333333332,
2017-11-10,,110.4,8.68,7.74,6.630000000000001,33.91,0.37,18.995,,28.634999999999998,39.935,,,,,-3.23,
2017-11-11,,,,,,,,,,,,,,,,,
2017-11-12,,,,,,,,,,,,,,,,,
2017-11-13,,144.78,7.992,9.128,7.040000000000001,39.870000000000005,0.354,34.318,,28.79,37.534000000000006,,,,,-3.064,
2017-11-14,,212.3,9.775,8.99,7.095,89.41499999999999,0.37,31.05,,26.445,43.12,,,,,-2.9699999999999998,
2017-11-15,,129.1,8.82,7.65,6.71,89.18,0.45,17.43,0.0,24.83,88.75,,,196.3,,-2.2,
2017-11-16,,,,,,,,,,,,,,,,,
2017-11-17,,,,,,,,,,,,,,,,,
2017-11-18,,115.91399999999999,7.638,10.181999999999999,7.1,60.484,0.22000000000000003,17.0,,27.639999999999997,72.704,,,248.76999999999998,,-1.8719999999999999,
2017-11-19,,,,,,,,,,,,,,,,,
2017-11-20,,,,,,,,,,,,,,,,,
2017-11-21,,,,,,,,,,,,,,,,,
2017-11-22,,,,,,,,,,,,,,,,,
2017-11-23,,196.1,8.665,8.27,6.725,91.22999999999999,0.495,44.985,,21.825,37.28,,,71.75,,-3.0549999999999997,
2017-11-24,,231.0,9.565,9.465,7.055,38.735,0.695,10.705,,14.165,78.065,,,8.15,,-2.085,
2017-11-25,,235.05,8.585,9.31,6.835,43.559999999999995,0.08499999999999999,16.29,,18.869999999999997,47.709999999999994,,,5.35,,-2.7649999999999997,
2017-11-26,,,,,,,,,,,,,,,,,
2017-11-27,,244.03,9.187142857142858,10.541428571428572,6.792857142857143,42.30285714285714,0.3085714285714286,49.80142857142857,,23.76571428571429,40.480000000000004,0.7,59.33,330.74142857142857,,-3.0242857142857145,
2017-11-28,,151.5,8.22,10.51,7.13,3.26,0.26,58.86,,27.17,22.05,,,342.3,,-4.25,
2017-11-29,,184.55,7.005,10.365,7.0,79.465,0.175,53.645,,22.485,48.209999999999994,,,454.25,,-2.81,
2017-11-30,,,,,,,,,,,,,,,,,
