From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),AT (degree C),RF (mm)
2018-04-04,54.350833333333334,127.68416666666667,14.940000000000001,8.198,31.669,11.983333333333334,0.7675000000000001,100.9175,0.12,5.3500000000000005,0.26291666666666663,28.765,18.010416666666668,2.5954166666666665,225.08333333333334,137.3125,33.946666666666665,0.0
2018-04-05,69.25,173.5,15.6325,10.36875,30.934166666666666,12.42875,0.6875,94.16708333333332,0.12083333333333335,5.458333333333333,0.2708333333333333,30.72083333333333,21.072916666666668,2.9566666666666666,256.2604166666667,135.96875,33.42916666666667,0.0
2018-04-06,71.3913043478261,197.95652173913044,14.694166666666666,8.295833333333333,27.653333333333332,17.4775,0.5066666666666667,89.38583333333332,0.13208333333333333,5.37125,0.30041666666666667,30.659583333333334,22.28125,2.857083333333333,264.5833333333333,123.94791666666667,33.13666666666666,0.0
2018-04-07,66.45833333333333,208.34375,11.93875,6.7725,30.03625,12.515416666666667,0.6220833333333333,93.20791666666666,0.20125,5.8879166666666665,0.28833333333333333,30.564166666666665,28.010416666666668,3.225,245.67708333333334,150.94791666666666,33.025,0.0
2018-04-08,69.17708333333333,178.42708333333334,19.86625,11.479999999999999,33.54333333333333,10.044583333333334,0.8254166666666666,89.00291666666668,0.21416666666666664,7.391249999999999,0.2870833333333333,30.27,26.833333333333332,2.18875,179.55208333333334,146.48958333333334,32.85041666666667,0.0
2018-04-09,81.10416666666667,180.96875,17.111250000000002,9.551666666666668,31.321250000000003,16.362916666666667,0.7020833333333334,99.16958333333334,0.18458333333333335,6.142916666666667,0.24083333333333334,30.380416666666665,24.989583333333332,2.6129166666666666,188.34375,126.88541666666667,33.38916666666667,0.0
2018-04-10,76.38541666666667,173.125,17.996666666666666,10.284583333333332,35.49916666666667,10.836666666666666,1.05375,103.37541666666665,0.18541666666666667,5.65875,0.24583333333333335,30.079166666666666,25.895833333333332,2.0420833333333333,149.55208333333334,133.9375,33.663333333333334,0.0
2018-04-11,54.770833333333336,148.25,19.205833333333334,10.750416666666666,33.030833333333334,7.759583333333333,0.625,104.11708333333333,0.14333333333333334,6.078749999999999,0.3120833333333333,30.61208333333333,28.71875,2.6529166666666666,187.85416666666666,127.65625,33.3225,0.0
2018-04-12,56.71875,149.5,16.332083333333333,9.369583333333333,37.05291666666667,11.070416666666667,0.8654166666666666,80.13458333333334,0.14458333333333334,5.85625,0.3066666666666667,29.439166666666665,39.208333333333336,2.600416666666667,182.75,116.08333333333333,32.17375,0.0020833333333333333
2018-04-13,57.833333333333336,148.96875,21.20875,12.168333333333335,39.90958333333334,11.727083333333333,1.2004166666666667,76.08916666666667,0.16333333333333333,5.644583333333333,0.25833333333333336,29.947083333333335,35.96875,2.2783333333333333,222.78125,149.0,33.07541666666666,0.0
2018-04-14,62.208333333333336,162.67708333333334,15.78375,8.970416666666667,33.23875,9.815416666666666,0.6590909090909091,102.44083333333333,0.16625,5.239583333333333,0.21375,30.1775,24.96875,2.9491666666666667,207.47916666666666,145.625,33.92416666666667,0.0
2018-04-15,48.291666666666664,154.625,12.777083333333332,7.493333333333333,29.58875,10.180416666666666,0.8554166666666667,82.76541666666667,0.14708333333333334,5.904166666666666,0.45875,29.679166666666664,23.583333333333332,3.6125000000000003,259.7708333333333,152.55208333333334,33.946666666666665,0.0
2018-04-16,42.75,138.78125,12.200833333333334,7.176666666666667,28.343333333333334,5.4433333333333325,0.6749999999999999,68.55333333333333,0.12291666666666667,5.290416666666666,0.23500000000000001,29.897499999999997,21.166666666666668,2.8158333333333334,263.2604166666667,157.64583333333334,34.125416666666666,0.0
2018-04-17,42.145833333333336,129.86458333333334,10.782499999999999,6.265833333333333,25.77916666666667,6.630416666666666,0.7104166666666667,81.98916666666666,0.11375,5.239583333333333,0.19458333333333333,29.473333333333333,21.90625,2.845833333333333,247.0,145.96875,34.32625,0.0
2018-04-18,48.59375,143.40625,15.003333333333332,8.615,24.6975,5.745416666666666,0.5654166666666667,87.74083333333334,0.12458333333333334,5.35125,0.1675,29.904583333333335,16.770833333333332,2.2258333333333336,256.6041666666667,160.70833333333334,34.1175,0.0
2018-04-19,42.625,169.91666666666666,10.067916666666667,5.842083333333334,23.705,6.7124999999999995,0.7316666666666666,91.24541666666666,0.10125,5.162083333333333,0.14125000000000001,30.171666666666667,17.895833333333332,3.51625,250.46875,154.83333333333334,34.29708333333333,0.0
2018-04-20,41.166666666666664,153.15625,11.110833333333332,6.520416666666667,20.894583333333333,10.204166666666667,0.6716666666666667,74.9725,0.105,4.804583333333333,0.09500000000000001,29.586250000000003,21.21875,4.4191666666666665,265.90625,157.97916666666666,33.72125,0.0
2018-04-21,44.6875,145.0,15.167083333333332,8.807916666666666,24.410416666666666,10.729583333333332,0.75875,71.88250000000001,0.11541666666666667,5.2941666666666665,0.14583333333333334,29.870833333333334,24.4375,3.1491666666666664,255.08333333333334,159.33333333333334,33.19916666666666,0.0
2018-04-22,60.489583333333336,235.34375,18.208333333333332,10.8675,22.938333333333333,8.7175,0.8925000000000001,94.4325,0.13708333333333333,4.699583333333333,0.18625,28.932083333333335,16.802083333333332,2.1504166666666666,142.1875,153.23958333333334,33.37916666666667,0.0
2018-04-23,50.232499999999995,172.36791666666667,20.65791666666667,11.455,24.264583333333334,6.683333333333334,1.1395833333333334,104.19666666666666,0.16041666666666668,4.24125,0.23208333333333334,29.167916666666667,13.395833333333334,2.2191666666666667,131.00708333333333,159.97916666666666,33.515,0.0
2018-04-24,47.7375,132.696,21.567,12.726,23.407999999999998,12.6995,1.09,122.7565,0.173,4.515,0.23349999999999999,29.1385,9.5125,1.9140000000000001,183.275,196.7375,34.8725,0.0
2018-04-25,37.1875,118.95833333333333,14.960416666666667,9.105833333333333,21.887916666666666,12.889583333333334,0.7916666666666666,111.78416666666668,0.14,4.767916666666667,0.17916666666666667,28.969583333333333,11.625,2.7933333333333334,226.14583333333334,159.98958333333334,34.074999999999996,0.0
2018-04-26,31.75,109.875,9.428333333333333,5.391666666666667,19.05333333333333,13.564583333333333,0.8529166666666667,111.36541666666666,0.09916666666666668,4.56375,0.11391304347826088,29.720416666666665,15.989583333333334,3.12625,232.07625,159.75,34.55291666666667,0.0
2018-04-27,43.947916666666664,132.75,9.685,5.56375,21.946250000000003,11.429583333333333,0.7104166666666667,102.51041666666667,0.09791666666666667,4.651666666666666,0.09666666666666668,29.41416666666667,22.79875,3.60875,259.4479166666667,152.34041666666667,35.132083333333334,0.0
2018-04-28,45.697916666666664,138.57291666666666,10.085416666666667,5.780833333333334,24.155833333333334,7.77625,0.5334782608695652,108.59750000000001,0.10000000000000002,4.5,0.10041666666666667,30.197083333333335,23.552083333333332,3.8325,268.4895833333333,152.77083333333334,35.400416666666665,0.0
2018-04-29,47.21875,155.08333333333334,9.026666666666666,5.2491666666666665,23.612083333333334,9.089583333333334,0.60375,103.84958333333333,0.09833333333333334,3.94125,0.08636363636363636,29.752916666666668,24.270833333333332,5.722083333333334,267.28833333333336,161.05541666666667,35.005833333333335,0.0
2018-04-30,41.25,165.03125,7.5075,4.472916666666666,26.224166666666665,7.390833333333333,0.7095833333333333,87.17916666666667,0.09541666666666666,3.555,0.0745,29.61,33.11125,6.294583333333333,264.67375,155.30208333333334,34.70625,0.0
2018-05-01,38.760416666666664,154.09708333333333,7.060416666666666,4.2004166666666665,25.67375,8.740833333333333,0.46375000000000005,86.94166666666666,0.10000000000000002,3.674166666666667,0.06904761904761905,29.27208333333333,32.22208333333334,5.600416666666667,264.455,153.22208333333333,34.995416666666664,0.0
2018-05-02,40.3125,141.76041666666666,7.6933333333333325,4.5616666666666665,22.10625,10.145416666666668,0.41125,92.66041666666666,0.10000000000000002,4.1691666666666665,0.08791666666666668,29.48125,28.104166666666668,4.460833333333333,269.65625,158.32291666666666,35.163333333333334,0.0
2018-05-03,32.625,118.5,9.28,5.37625,21.635416666666668,6.77,0.7434999999999999,93.91625,0.09625,3.8716666666666666,0.08454545454545455,29.779583333333335,23.739583333333332,3.6841666666666666,248.09375,163.32291666666666,34.79625,0.0
2018-05-04,49.416666666666664,122.53125,9.700000000000001,5.569583333333333,25.065416666666668,7.564166666666666,0.4426086956521739,97.55958333333332,0.10125,4.444583333333333,0.09166666666666667,30.325833333333335,27.697916666666668,3.9525,254.66666666666666,162.26041666666666,34.244166666666665,0.0
2018-05-05,45.052083333333336,163.875,8.587083333333334,4.972916666666666,24.574166666666667,7.946666666666666,0.5395833333333333,105.53166666666668,0.08833333333333333,4.155,0.09708333333333334,30.3925,28.947916666666668,3.002916666666667,256.9583333333333,153.41666666666666,35.17333333333333,0.0
2018-05-06,39.71875,160.57291666666666,7.531666666666666,4.475833333333333,22.076666666666668,6.40125,1.09625,111.96458333333334,0.06291666666666666,3.8083333333333336,0.08545454545454546,30.271666666666665,22.625,5.037083333333333,270.1875,160.17708333333334,35.295,0.0
2018-05-07,36.625,149.125,8.202083333333333,4.966666666666667,22.53,7.560416666666666,0.84,100.86958333333332,0.06791666666666667,3.8041666666666667,0.092,31.075416666666666,21.895833333333332,4.772916666666666,270.5520833333333,162.15625,34.266666666666666,0.0
2018-05-08,36.052083333333336,127.23958333333333,9.605833333333333,5.899583333333333,24.524583333333336,9.722083333333334,0.68125,82.66541666666667,0.0525,3.6775,0.085,31.21666666666667,28.145833333333332,4.5225,260.1875,162.25,33.85666666666666,0.0
2018-05-09,48.916666666666664,171.73958333333334,7.4575,4.477916666666666,26.765,12.422083333333333,0.68,90.0475,0.07208333333333333,4.070833333333334,0.09833333333333334,30.084166666666665,29.291666666666668,3.12625,254.78125,151.65625,34.660000000000004,0.0
2018-05-10,54.177083333333336,181.77083333333334,10.92,6.350833333333333,27.385416666666668,11.886666666666665,0.7875,81.62416666666667,0.10666666666666667,3.404166666666667,0.12590909090909091,30.125,23.635416666666668,2.2216666666666667,201.38541666666666,140.75,35.60791666666667,0.0
2018-05-11,41.604166666666664,145.92708333333334,7.38,4.5008333333333335,25.197083333333335,9.585416666666667,0.4716666666666667,87.7,0.07791666666666668,3.5325,0.11227272727272729,30.04041666666667,18.666666666666668,3.185416666666667,257.09375,153.1875,35.98833333333334,0.0
2018-05-12,37.229166666666664,132.25,7.202916666666667,4.365,26.4575,9.19375,0.445,98.01083333333332,0.0725,3.6458333333333335,0.09363636363636364,31.059166666666666,19.5625,3.89625,267.83,152.51375,35.677083333333336,0.0
2018-05-13,38.614583333333336,145.125,8.352500000000001,5.258333333333334,28.006666666666664,11.947916666666666,0.9500000000000001,85.09875,0.08666666666666667,4.230416666666667,0.10142857142857142,31.95875,22.78125,4.1241666666666665,269.2395833333333,155.04166666666666,35.03458333333334,0.0
2018-05-14,44.614583333333336,179.47916666666666,7.2825,4.484166666666667,25.864583333333332,11.770833333333334,0.748695652173913,80.835,0.07375,3.971666666666667,0.10041666666666667,31.47583333333333,25.114583333333332,3.230833333333333,237.14583333333334,151.27083333333334,35.00083333333333,0.0
2018-05-15,47.385416666666664,168.29166666666666,8.34625,5.089166666666666,28.733333333333334,11.168333333333335,0.4216666666666667,85.57916666666667,0.095,3.8125,0.11444444444444445,31.57166666666667,29.552083333333332,3.07375,220.44791666666666,113.20833333333333,34.64041666666667,0.0
2018-05-16,57.29833333333334,223.22916666666666,5.780833333333334,3.6595833333333334,26.897916666666664,6.034583333333334,0.5664705882352942,77.25625000000001,0.7508695652173912,20.068421052631578,5.977857142857142,31.660416666666666,28.260416666666668,3.8670833333333334,257.71875,141.88541666666666,35.34916666666667,0.0
2018-05-17,55.12166666666667,211.13875,7.216666666666666,4.43625,23.44666666666667,10.311666666666666,0.7369565217391304,80.02208333333333,1.7043478260869567,39.55538461538462,53.26857142857143,30.655,20.583333333333332,3.9945833333333334,258.8229166666667,155.5,35.815,0.0
2018-05-18,57.419999999999995,246.14916666666667,6.765000000000001,4.185,22.04125,14.024166666666666,0.4721739130434782,91.35541666666667,0.1617391304347826,5.806956521739131,0.07571428571428572,30.327916666666667,19.604166666666668,5.005,267.0104166666667,154.69791666666666,36.4325,0.0
2018-05-19,50.927083333333336,229.65625,6.31625,3.985,22.79125,14.996250000000002,0.37176470588235294,99.02749999999999,0.07458333333333333,3.450833333333333,0.08652173913043479,30.163749999999997,24.114583333333332,4.47875,264.2083333333333,152.16666666666666,37.515,0.0
2018-05-20,54.916666666666664,255.47916666666666,6.860833333333333,4.300416666666666,23.159166666666668,14.209166666666667,0.975,116.3,0.07666666666666667,3.4129166666666664,0.08666666666666667,29.947083333333335,25.916666666666668,3.669583333333333,250.80208333333334,150.82291666666666,37.714166666666664,0.0
2018-05-21,47.927083333333336,203.86458333333334,5.841666666666666,3.6491666666666664,22.5525,9.522499999999999,0.7658333333333333,98.38374999999999,1.0137500000000002,19.54529411764706,0.06769230769230769,30.140416666666667,24.270833333333332,3.5862499999999997,255.52083333333334,150.5625,38.22208333333334,0.0
2018-05-22,45.322916666666664,169.78125,5.898333333333333,3.6624999999999996,22.69541666666667,12.427083333333334,0.4004761904761905,106.87333333333333,1.2180952380952381,3.1123076923076924,0.098,30.645,22.416666666666668,3.3229166666666665,250.71875,151.0625,38.195,0.0
2018-05-23,89.06818181818181,192.51136363636363,5.735,3.5913636363636368,23.136363636363637,12.895,0.4257142857142857,117.63045454545454,0.0719047619047619,3.224285714285714,0.08357142857142859,30.93409090909091,22.863636363636363,4.214545454545455,271.72727272727275,156.1590909090909,38.34136363636364,0.0
2018-05-24,322.1666666666667,190.20238095238096,6.600476190476191,4.0442857142857145,22.736190476190476,13.282857142857143,0.4080952380952381,120.28285714285714,0.07200000000000001,2.6995,0.07928571428571429,30.54285714285714,18.416666666666668,4.820952380952381,267.0357142857143,167.45238095238096,38.25285714285714,0.0
2018-05-25,287.2282608695652,195.63541666666666,6.9558333333333335,4.220833333333333,23.370833333333334,16.665833333333335,0.36375,98.20208333333333,0.07083333333333335,2.8216666666666668,0.07043478260869565,29.863333333333333,19.298750000000002,2.9654166666666666,260.04875,146.42375,37.860416666666666,0.0
2018-05-26,246.43421052631578,132.125,7.817222222222223,4.7283333333333335,23.572222222222223,9.333499999999999,0.5947058823529412,106.953,0.0845,2.7984999999999998,0.09222222222222223,30.341500000000003,19.704,2.9495,254.504,127.725,38.372,0.0
2018-05-27,369.96875,164.44791666666666,10.301666666666668,6.2075,22.379583333333333,12.169166666666667,1.1616666666666666,110.29458333333334,0.08375,2.8691666666666666,0.085,29.541666666666668,17.145833333333332,2.5395833333333333,236.19791666666666,153.95833333333334,38.71583333333333,0.0
2018-05-28,44.75363636363637,168.54875,7.55,4.6154166666666665,26.392083333333332,13.682083333333333,0.6383333333333333,104.72541666666666,11.8975,2.8382608695652176,14.455217391304348,30.765833333333333,20.475833333333334,3.1870833333333333,251.19458333333333,151.94791666666666,38.9,0.0
2018-05-29,41.729166666666664,199.40625,6.301666666666667,4.175416666666666,27.375,12.979583333333332,0.82375,86.3075,0.03208333333333333,2.629166666666667,0.051111111111111114,31.282916666666665,30.802083333333332,5.0275,271.0520833333333,149.64583333333334,38.16625,0.0
2018-05-30,76.23913043478261,136.47916666666666,5.872916666666666,3.754583333333333,34.74166666666667,10.475833333333334,0.6304347826086957,75.86083333333333,0.021666666666666667,2.362083333333333,0.05833333333333333,30.782916666666665,40.197916666666664,5.477916666666666,269.625,161.21875,37.23208333333333,0.0
2018-05-31,53.736250000000005,241.26041666666666,6.607916666666667,4.098333333333334,31.433333333333334,7.835,0.30952380952380953,81.30166666666666,0.06791666666666667,2.6079166666666667,0.0782608695652174,31.415833333333335,43.194583333333334,3.8625000000000003,241.48958333333334,149.3125,37.02166666666667,0.0
2018-06-01,44.302083333333336,189.84375,8.390416666666667,5.190416666666667,26.902083333333334,9.445833333333333,1.0705555555555555,89.72958333333334,0.06333333333333334,2.7925,0.07526315789473685,31.13,42.947916666666664,3.9791666666666665,238.84375,143.3125,36.63375,0.09208333333333334
2018-06-02,44.135416666666664,154.95833333333334,12.344583333333333,7.364583333333333,34.58166666666667,9.916666666666666,1.05,94.445,0.10083333333333333,2.7154166666666666,0.08583333333333333,31.01875,46.25,4.1475,234.17708333333334,144.04166666666666,36.17666666666667,0.0
2018-06-03,40.8125,159.26041666666666,11.4625,7.435,30.706666666666667,10.84125,1.3479166666666667,91.49708333333332,0.058750000000000004,2.1704166666666667,0.06615384615384615,31.056250000000002,44.822916666666664,6.0183333333333335,257.0416666666667,145.69791666666666,36.3525,0.0
2018-06-04,39.229166666666664,163.63541666666666,9.965416666666666,6.695,27.59375,11.485,0.6833333333333332,81.00541666666668,0.04958333333333333,2.4154166666666668,0.043,31.13,39.8125,5.548750000000001,275.0520833333333,148.1875,37.39083333333333,0.0
2018-06-05,43.21875,137.85416666666666,11.40625,7.190416666666667,27.90375,16.272916666666667,1.1675,81.24041666666666,0.07958333333333334,2.464166666666667,0.09333333333333334,31.065416666666668,40.65625,4.442083333333334,243.10416666666666,142.91666666666666,37.42958333333333,0.0
2018-06-06,36.645833333333336,147.10416666666666,8.540833333333333,5.211666666666667,29.73166666666667,10.5825,0.9145833333333333,83.13833333333334,0.05958333333333334,2.36625,0.08,31.16541666666667,46.697916666666664,4.83,229.60416666666666,140.625,36.73625,0.0625
2018-06-07,40.125,153.90625,9.2225,5.682916666666666,30.55333333333333,10.073333333333332,0.9641666666666667,79.46416666666667,0.060416666666666674,2.5145833333333334,0.058666666666666666,31.025000000000002,44.833333333333336,4.845,249.4375,141.48958333333334,36.770833333333336,0.0
2018-06-08,32.25,132.57291666666666,7.1499999999999995,4.576666666666667,27.109583333333333,8.835833333333333,0.5157142857142857,77.5425,0.021666666666666667,2.1370833333333334,0.0475,30.958333333333332,44.0,6.5566666666666675,268.1354166666667,147.07291666666666,36.885,0.0
2018-06-09,30.864583333333332,117.70833333333333,8.15625,5.1345833333333335,26.421666666666667,8.964583333333334,1.01625,65.98958333333333,0.0375,2.0066666666666664,0.09333333333333334,30.90625,55.729166666666664,6.500416666666666,232.07291666666666,109.66666666666667,35.637499999999996,0.0
2018-06-10,34.90625,121.32291666666667,8.943333333333333,5.68875,26.69125,5.872916666666666,1.2325,71.70125,0.06416666666666666,2.654166666666667,0.08133333333333333,31.02875,56.697916666666664,4.484166666666667,235.35416666666666,109.13541666666667,35.4275,0.0020833333333333333
2018-06-11,41.854166666666664,164.125,6.3825,4.104166666666667,23.807083333333335,5.003333333333333,1.0333333333333334,67.76875,0.017083333333333336,1.8324999999999998,0.0475,31.16,55.489583333333336,7.499583333333334,253.52083333333334,126.48958333333333,35.63916666666667,0.0
2018-06-12,40.989583333333336,192.71875,5.596666666666667,3.6158333333333332,22.114583333333332,3.9475,1.01125,69.37666666666667,0.004583333333333333,1.5083333333333335,0.03,30.946250000000003,55.541666666666664,10.148333333333333,257.4166666666667,137.04166666666666,35.285833333333336,0.0
2018-06-13,41.385416666666664,189.32291666666666,4.64625,3.0087499999999996,30.724999999999998,6.40625,0.9069565217391304,65.27499999999999,0.0,1.3825,,31.001666666666665,54.09375,10.024166666666668,254.86458333333334,142.42708333333334,35.5625,0.0
2018-06-14,44.947916666666664,239.71875,4.0441666666666665,2.6441666666666666,16.242916666666666,4.59375,0.4483333333333333,70.28083333333333,0.0033333333333333335,1.3345833333333335,,30.707916666666666,49.822916666666664,10.33625,253.59375,143.23958333333334,35.440000000000005,0.0
2018-06-15,36.53125,163.11458333333334,4.4525,2.9279166666666665,12.305833333333332,4.190416666666667,0.33625,64.25458333333334,0.0020833333333333333,1.38875,,30.70875,48.34375,9.28625,248.42708333333334,136.57291666666666,35.40208333333333,0.0
2018-06-16,34.489583333333336,122.36458333333333,6.23375,4.49875,13.348333333333334,4.077083333333333,0.3520833333333333,66.87875,0.015416666666666667,1.5208333333333333,,30.750416666666666,49.291666666666664,8.407916666666667,249.6875,129.59375,35.33541666666667,0.0
2018-06-17,26.354166666666668,98.46875,5.167916666666667,3.3395833333333336,14.408333333333333,2.6233333333333335,0.3842857142857143,69.03791666666667,0.0033333333333333335,1.9070833333333335,,30.73,49.625,6.28875,259.25,121.26041666666667,35.56166666666667,0.0
2018-06-18,33.458333333333336,113.75,9.350416666666666,5.49875,13.702083333333334,7.534583333333334,1.0691666666666666,66.54375,0.041666666666666664,2.3195833333333336,0.08,30.973333333333333,54.291666666666664,4.626666666666667,232.09375,118.96875,35.40083333333333,0.0
2018-06-19,32.802083333333336,113.82291666666667,7.37,4.375,14.539166666666667,5.914583333333333,0.8562500000000001,79.48125,0.043750000000000004,2.3095833333333333,0.089,30.73,57.541666666666664,4.2225,226.97916666666666,134.94791666666666,35.312916666666666,0.09583333333333334
2018-06-20,31.0625,79.88541666666667,12.157083333333333,7.165,20.32125,5.970833333333334,0.9483333333333334,91.32416666666667,0.06416666666666666,2.785833333333333,0.07052631578947369,30.875416666666666,58.645833333333336,2.6791666666666667,205.71875,133.55208333333334,34.74,0.0
2018-06-21,36.1875,97.48958333333333,10.643749999999999,6.2775,19.275000000000002,6.09,0.8233333333333334,102.81333333333333,0.035833333333333335,2.4879166666666666,0.04,30.590416666666666,55.541666666666664,3.4633333333333334,225.02083333333334,123.15625,35.37916666666667,0.009583333333333333
2018-06-22,31.96809523809524,75.94857142857143,9.86095238095238,5.8914285714285715,19.579047619047618,5.193333333333333,0.7876190476190476,88.71000000000001,0.019523809523809527,2.449047619047619,0.05,30.545714285714286,69.31761904761905,4.5528571428571425,248.50809523809525,99.5,33.885714285714286,0.0
2018-06-23,27.447916666666668,62.072916666666664,14.827916666666667,8.495416666666666,19.366666666666667,5.079166666666667,0.96375,85.52999999999999,0.04,2.6999999999999997,0.095,30.650833333333335,68.09375,2.8808333333333334,216.15625,104.41666666666667,34.129583333333336,0.05875
2018-06-24,20.489583333333332,44.5,12.802916666666667,7.3475,22.688333333333333,5.32875,0.99125,116.71833333333332,0.04,2.5191666666666666,0.064,30.514166666666668,75.0,3.5708333333333333,220.17708333333334,131.78125,33.57208333333333,0.075
2018-06-25,29.496666666666666,62.385416666666664,12.822083333333333,7.406666666666666,26.34166666666667,5.814583333333334,0.8666666666666667,95.44541666666667,0.06208333333333333,2.7329166666666667,0.051250000000000004,30.626666666666665,75.0175,3.45375,242.5625,94.7325,33.7125,0.0
2018-06-26,26.875,59.166666666666664,8.330416666666666,4.974166666666666,16.655416666666667,3.1024999999999996,0.7370833333333334,67.49416666666666,0.010416666666666666,2.658333333333333,0.09,30.56458333333333,82.89583333333333,4.192083333333334,257.3125,31.96875,32.458333333333336,0.0020833333333333333
2018-06-27,31.41333333333333,85.02791666666667,6.638749999999999,4.011666666666667,17.092916666666667,4.736086956521739,0.625,61.52333333333333,0.010833333333333334,2.3275,0.038,30.692916666666665,77.46875,4.229583333333333,258.875,80.69791666666667,33.10541666666666,0.03666666666666667
2018-06-28,29.010416666666668,63.427083333333336,7.657916666666666,4.615833333333334,21.05625,2.27625,0.6208333333333333,58.47291666666666,0.017916666666666668,3.0095833333333335,0.076,30.66333333333333,86.15625,3.4112500000000003,250.0,40.010416666666664,32.07083333333333,0.04666666666666666
2018-06-29,27.895833333333332,67.01041666666667,7.201250000000001,4.376666666666667,22.002916666666668,5.342083333333334,0.5908333333333333,60.6975,0.020833333333333332,2.7358333333333333,0.094,30.541666666666668,84.67708333333333,4.147916666666666,227.17708333333334,57.604166666666664,32.138749999999995,0.1758333333333333
2018-06-30,25.010416666666668,74.11458333333333,5.6675,3.5437499999999997,21.21,2.0870833333333336,0.5633333333333334,66.91625,0.020416666666666666,2.8775,0.060000000000000005,30.769166666666667,69.38208333333334,4.072916666666667,235.78458333333333,136.80208333333334,33.66166666666667,0.0
2018-07-01,29.5625,86.875,6.440833333333334,3.9270833333333335,19.884583333333335,8.05875,0.58,73.665,0.005,2.747916666666667,0.03,30.887916666666666,63.65625,4.74,266.8645833333333,125.98958333333333,34.16125,0.0
2018-07-02,16.510416666666668,54.53125,5.30875,3.345416666666667,18.592916666666667,8.661666666666667,0.5241666666666667,62.54583333333333,0.00125,2.39125,,31.112083333333334,63.270833333333336,5.792083333333333,252.46875,116.96875,34.364583333333336,0.0
2018-07-03,8.041666666666666,20.020833333333332,4.053333333333334,2.72875,17.013333333333332,5.6570833333333335,0.5475,51.71208333333333,0.0025,1.7145833333333333,,30.849999999999998,75.5,6.437083333333334,237.25,65.47916666666667,33.10166666666667,0.012499999999999999
2018-07-04,7.552083333333333,21.145833333333332,3.275,2.5500000000000003,17.719583333333333,3.641666666666667,0.44416666666666665,47.96083333333333,0.0,2.1220833333333333,,30.98875,86.36458333333333,5.246666666666667,239.94791666666666,39.625,31.952916666666667,0.37666666666666665
2018-07-05,23.458333333333332,75.47916666666667,3.8512500000000003,3.08375,18.09958333333333,4.344166666666667,0.3279166666666667,52.665416666666665,0.004583333333333333,2.5654166666666667,0.035,30.65416666666667,81.04166666666667,4.5616666666666665,259.2916666666667,52.260416666666664,32.83583333333333,0.0
2018-07-06,31.270833333333332,80.38541666666667,6.766249999999999,4.46,19.34958333333333,4.1075,0.40375,58.75666666666667,0.025416666666666667,2.7108333333333334,0.11,30.71875,77.64583333333333,4.21625,242.52083333333334,70.8125,33.22666666666667,0.030416666666666665
2018-07-07,32.395833333333336,81.71875,5.7749999999999995,3.967083333333333,21.607083333333335,3.1329166666666666,0.43375,69.49,0.04875000000000001,2.9483333333333337,0.05500000000000001,30.562083333333334,79.41666666666667,3.4058333333333333,251.36458333333334,88.76041666666667,32.912083333333335,0.0075
2018-07-08,32.84375,86.20833333333333,4.0304166666666665,2.970833333333333,20.297083333333333,2.299166666666667,0.3441666666666667,79.13250000000001,0.00125,2.870416666666667,0.03,30.265,79.45833333333333,4.439166666666667,265.03125,109.92708333333333,33.32333333333333,0.017916666666666668
2018-07-09,73.59375,95.72916666666667,5.345416666666666,4.372083333333333,19.585833333333333,4.844166666666667,0.4291666666666667,83.415,0.027083333333333334,2.49125,0.0575,30.266666666666666,76.6875,5.423749999999999,264.4895833333333,98.6875,33.51541666666667,0.18583333333333332
2018-07-10,22.447916666666668,48.614583333333336,4.1312500000000005,3.2395833333333335,20.032083333333333,3.127083333333333,0.5175,82.59791666666666,0.05125,2.46375,0.08571428571428572,30.29125,83.125,4.935833333333333,262.8541666666667,91.73958333333333,32.858333333333334,0.8175
2018-07-11,19.239583333333332,36.78125,3.5108333333333337,2.575833333333333,18.62625,2.8304545454545456,0.42291666666666666,79.10375,0.012083333333333335,2.8829166666666666,0.03,29.96166666666667,91.51041666666667,3.58375,260.5520833333333,25.791666666666668,31.77416666666667,0.3645833333333333
2018-07-12,14.09375,27.270833333333332,2.799166666666667,2.314583333333333,17.841666666666665,2.66,0.4354166666666666,57.16416666666667,0.0,2.7825,0.03,29.900000000000002,89.77083333333333,3.9241666666666664,263.5416666666667,32.614583333333336,31.852500000000003,0.30083333333333334
2018-07-13,19.020833333333332,38.760416666666664,3.3687500000000004,2.643333333333333,18.682916666666667,3.813333333333333,0.4083333333333334,61.68,0.012083333333333335,2.8800000000000003,0.05333333333333334,30.261666666666667,87.17708333333333,3.7275000000000005,250.04166666666666,54.9375,32.20291666666667,0.30541666666666667
2018-07-14,11.291666666666666,19.760416666666668,5.112916666666666,3.4795833333333337,17.717916666666667,3.3529166666666668,0.5008333333333334,68.70625,0.019583333333333335,2.9975,0.1075,30.3,91.07291666666667,3.3825,244.5,67.45833333333333,32.108333333333334,1.14
