From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),AT (degree C),RF (mm)
2020-01-20,60.489583333333336,103.70833333333333,24.160416666666666,14.430833333333332,20.99,6.740833333333334,,40.88041666666667,0.47692307692307695,2.133846153846154,0.605,30.054166666666664,63.822916666666664,2.0654166666666667,91.11458333333333,97.85416666666667,19.116666666666667,0.0
2020-01-21,74.63541666666667,137.17708333333334,24.493333333333336,14.666666666666666,24.583333333333332,11.479166666666666,,43.54583333333333,0.40958333333333335,1.8691666666666666,0.49434782608695654,28.67125,69.34375,2.1925,127.8125,82.1875,18.035416666666666,0.0
2020-01-22,66.11125,106.95125,13.198749999999999,9.123333333333333,21.91,8.486666666666666,,50.11708333333333,0.27791666666666665,1.1133333333333335,0.14375000000000002,28.36791666666667,74.47916666666667,2.7529166666666662,63.47208333333333,84.02416666666666,18.178749999999997,0.0
2020-01-23,51.791666666666664,97.8125,15.997916666666667,10.576666666666666,17.35625,8.459583333333333,,65.76416666666667,0.2783333333333333,1.1691666666666667,0.20277777777777778,29.681250000000002,59.03125,3.109166666666667,57.291666666666664,104.125,16.692916666666665,0.0
2020-01-24,47.333333333333336,98.47916666666667,24.50791666666667,14.810416666666667,16.9025,9.322083333333333,,65.74499999999999,0.35791666666666666,1.6766666666666667,0.35,29.81125,51.708333333333336,1.6729166666666666,104.0625,109.07291666666667,17.242083333333333,0.0
2020-01-25,88.63541666666667,159.14583333333334,33.82041666666667,19.14875,27.094583333333333,9.648333333333333,,41.11291666666667,0.62125,2.512916666666667,0.6161904761904762,30.027916666666666,63.274166666666666,1.1475,146.8125,100.44083333333333,17.478333333333335,0.0
2020-01-26,90.65217391304348,171.56521739130434,39.68826086956522,22.10782608695652,29.856956521739132,10.204347826086956,,43.61913043478261,0.698695652173913,2.9569565217391305,0.5704347826086957,29.703043478260867,60.08695652173913,1.1591304347826088,119.79347826086956,90.81521739130434,18.372608695652172,0.0
2020-01-27,47.13636363636363,110.47826086956522,25.28190476190476,14.899523809523808,26.80952380952381,10.185652173913043,0.9633333333333334,54.161249999999995,0.29458333333333336,1.3383333333333332,0.19863636363636364,30.2175,58.864583333333336,2.8154166666666662,197.51041666666666,87.32291666666667,21.048333333333336,0.0
2020-01-28,37.28125,105.72916666666667,13.527916666666668,9.052083333333334,23.601249999999997,11.117916666666666,0.6195833333333333,64.325,0.17958333333333334,0.6120833333333333,0.06363636363636364,30.93041666666667,64.10416666666667,3.2745833333333336,246.45833333333334,94.30208333333333,24.685833333333335,0.0
2020-01-29,33.395833333333336,107.29166666666667,17.219583333333333,10.555833333333334,17.132083333333334,11.804583333333333,0.8250000000000001,73.15916666666666,0.20958333333333334,0.8791666666666668,0.1827272727272727,30.852083333333336,56.458333333333336,2.1470833333333332,175.125,108.65625,24.68875,0.0
2020-01-30,37.98809523809524,88.9047619047619,20.557142857142857,12.197619047619046,17.75095238095238,5.651428571428572,0.7880952380952382,78.86571428571429,0.2776190476190476,1.3438095238095238,0.23,31.726666666666667,48.43666666666667,2.7199999999999998,65.86904761904762,126.19428571428571,24.15047619047619,0.0
2020-01-31,32.927083333333336,82.97916666666667,21.971666666666668,13.072083333333333,17.659583333333334,8.119166666666667,0.7441666666666666,77.7725,0.23500000000000001,1.205,0.18217391304347827,31.455416666666665,46.992916666666666,1.8425,112.6425,111.58333333333333,24.06958333333333,0.008333333333333333
2020-02-01,46.5,94.91071428571429,20.997142857142855,12.867142857142856,21.407857142857143,5.961428571428571,0.9214285714285715,63.96071428571429,0.29857142857142854,1.1235714285714287,0.12428571428571429,31.729999999999997,55.875,1.8071428571428572,94.58928571428571,135.92857142857142,23.36642857142857,0.0
2020-02-02,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,
2020-02-05,46.90625,118.55250000000001,30.17875,17.1525,16.9425,8.87125,1.0125,67.97,0.3075,1.8625,0.29375,30.034285714285716,48.96875,2.0,69.49,24.49,26.05875,0.0
2020-02-06,51.104166666666664,106.03125,19.767916666666668,11.817916666666667,19.795416666666664,9.749166666666666,0.7983333333333333,74.60625,0.24916666666666668,1.0458333333333334,0.152,29.839583333333334,55.302083333333336,2.43875,75.09375,101.44791666666667,25.339166666666667,0.0
2020-02-07,44.635416666666664,97.125,16.8325,9.877916666666666,17.04625,9.535416666666666,0.7683333333333334,82.33333333333333,0.2125,0.8095833333333333,0.11470588235294119,30.110416666666666,54.96875,3.1649999999999996,60.052083333333336,111.55208333333333,24.72375,0.0
2020-02-08,46.59375,98.5625,25.470416666666665,15.060416666666667,15.939583333333333,7.19125,0.7045833333333333,78.97208333333333,0.23500000000000001,0.9670833333333334,0.15941176470588236,29.66875,49.59375,3.4116666666666666,60.802083333333336,113.79166666666667,23.928749999999997,0.0
2020-02-09,44.614583333333336,88.89583333333333,23.9075,13.759166666666667,15.897083333333333,7.685833333333334,0.81,76.50208333333333,0.23750000000000002,0.9245833333333334,0.123,29.44875,45.833333333333336,2.79875,74.84375,120.29166666666667,23.712083333333336,0.0
2020-02-10,57.416666666666664,110.29166666666667,25.9275,14.632083333333334,18.662499999999998,12.284166666666666,0.9362499999999999,82.92166666666667,0.29083333333333333,1.2191666666666667,0.2917647058823529,29.602500000000003,49.75,1.9633333333333332,110.29166666666667,108.8125,24.770833333333332,0.0
2020-02-11,52.833333333333336,104.61458333333333,21.909583333333334,12.40125,18.8725,15.439166666666667,0.9075000000000001,85.82249999999999,0.2383333333333333,1.0620833333333333,0.15666666666666668,29.93875,51.927083333333336,2.026666666666667,122.46875,107.54166666666667,25.99625,0.0
2020-02-12,58.69736842105263,109.6304347826087,27.586249999999996,16.636666666666667,19.73375,8.63125,1.02375,69.72708333333334,0.3145833333333334,1.4920833333333334,0.44166666666666665,29.91416666666667,53.84375,1.8237500000000002,133.82291666666666,112.80208333333333,26.625833333333333,0.0
2020-02-13,78.3125,160.32608695652175,34.7725,25.085416666666664,28.908749999999998,7.445416666666667,1.5004166666666665,47.47291666666666,0.5095833333333334,2.205833333333333,0.5135,30.58583333333333,57.03125,1.4920833333333334,175.52083333333334,114.34375,26.538749999999997,0.0
2020-02-14,70.90625,141.92708333333334,33.43,24.274583333333336,29.712500000000002,8.812083333333334,1.3670833333333334,66.43124999999999,0.43166666666666664,1.6179166666666667,0.5160869565217391,31.360833333333332,54.572916666666664,1.3041666666666667,166.07291666666666,116.69791666666667,26.37875,0.0
2020-02-15,67.69791666666667,136.72916666666666,31.03916666666667,19.376666666666665,33.16458333333333,9.723333333333333,1.3295833333333333,71.31291666666667,0.44208333333333333,1.7054166666666666,0.31666666666666665,32.248333333333335,50.802083333333336,1.5766666666666669,124.9375,113.125,26.62,0.0
2020-02-16,45.166666666666664,107.51041666666667,31.784583333333334,20.7025,21.82375,15.745416666666666,1.15625,66.12083333333334,0.3870833333333334,1.71125,0.21333333333333335,31.007499999999997,39.833333333333336,1.6495833333333332,106.36458333333333,125.625,26.6525,0.0
2020-02-17,68.86458333333333,136.69791666666666,38.839999999999996,34.045833333333334,31.875416666666666,7.895833333333333,1.885,46.08625,0.635,2.4899999999999998,0.6016666666666667,32.04958333333334,42.145833333333336,1.31375,130.02083333333334,123.95833333333333,26.535833333333333,0.0
2020-02-18,70.40625,142.89583333333334,37.557916666666664,39.53125,31.359166666666667,11.207500000000001,1.8295652173913042,45.81833333333333,0.6445833333333334,2.607083333333333,0.8647619047619047,31.309583333333332,44.1875,1.7566666666666666,181.6875,123.47916666666667,26.366666666666664,0.0
2020-02-19,70.42708333333333,142.30208333333334,34.20375,28.896666666666665,33.23,13.261666666666665,1.7770833333333333,55.22333333333333,0.5670833333333333,2.685,0.6075,31.084999999999997,50.125,2.4966666666666666,179.26041666666666,107.63541666666667,26.7225,0.0
2020-02-20,73.14583333333333,132.78125,29.677916666666665,19.97458333333333,34.34375,13.9,1.51,70.0025,0.4458333333333333,1.7883333333333333,0.3189473684210526,31.444999999999997,52.1875,3.2416666666666667,194.91666666666666,108.73958333333333,27.557083333333335,0.0
2020-02-21,59.40625,130.71875,18.39,11.009583333333333,23.102083333333336,13.773333333333333,0.9645833333333332,101.77375,0.26916666666666667,1.015,0.14555555555555555,30.971666666666668,47.791666666666664,2.097916666666667,192.82291666666666,116.07291666666667,27.035833333333333,0.0
2020-02-22,61.59375,117.85416666666667,14.957500000000001,8.95875,23.780833333333334,10.107083333333334,0.8270833333333334,108.76416666666667,0.2816666666666667,0.8654166666666666,0.118,31.37708333333333,51.260416666666664,2.95125,67.85416666666667,114.82291666666667,26.626666666666665,0.0
2020-02-23,66.94791666666667,104.70833333333333,13.715416666666668,8.349583333333333,24.45041666666667,9.235416666666667,0.8345833333333333,100.67208333333333,0.26166666666666666,0.7420833333333333,0.12571428571428572,31.00708333333333,58.25,2.8125,80.73958333333333,110.52083333333333,26.372083333333332,0.0
2020-02-24,60.09375,87.44791666666667,14.410000000000002,8.714583333333334,22.6575,8.4325,0.8604166666666666,101.295,0.2354166666666667,1.0358333333333334,0.10615384615384617,31.082916666666666,58.177083333333336,2.0683333333333334,104.38541666666667,116.01041666666667,26.122083333333332,0.0
2020-02-25,70.02083333333333,118.125,24.745833333333334,16.545833333333334,23.4325,8.542916666666667,1.2166666666666666,81.21,0.325,1.8320833333333333,0.24,30.876666666666665,53.739583333333336,1.6287500000000001,138.44791666666666,118.44791666666667,26.145416666666666,0.0
2020-02-26,64.5,139.4375,35.56333333333333,28.4225,26.323333333333334,9.424583333333333,1.4333333333333333,55.787083333333335,0.4266666666666667,2.1420833333333333,0.54,30.937083333333334,49.8125,1.9258333333333333,182.04166666666666,116.78125,26.535833333333333,0.0
2020-02-27,68.625,158.36458333333334,36.7075,28.947916666666668,28.608333333333334,8.86375,1.3591666666666666,56.572916666666664,0.4345833333333333,1.7754166666666666,0.6605263157894737,30.474166666666665,48.84375,1.8045833333333334,171.125,114.64583333333333,27.21291666666667,0.0
2020-02-28,60.875,154.97916666666666,50.63708333333333,32.60916666666667,26.062916666666666,14.482083333333334,1.5037500000000001,62.617916666666666,0.44416666666666665,2.5104166666666665,0.7157142857142856,31.28625,43.302083333333336,2.3329166666666667,166.22916666666666,113.32291666666667,27.93166666666667,0.0
2020-02-29,49.90625,133.54166666666666,33.134166666666665,20.271666666666665,20.965,13.554583333333333,0.9562499999999999,85.10541666666667,0.24916666666666668,1.1591666666666667,0.18869565217391304,30.794166666666666,45.638749999999995,3.859166666666667,180.38541666666666,87.69083333333333,28.077916666666667,0.0
