From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-07-15,14.718333333333334,63.77708333333334,3.485,6.547083333333333,9.904166666666667,1.5058823529411764,32.964999999999996,0.23083333333333333,6.182222222222222,0.3229166666666667,,0.27666666666666667,0.3125,,75.17958333333333,1.0650000000000002,155.48375000000001,182.5945833333333,,,28.0825,0.0
2022-07-16,13.036666666666667,51.89541666666667,3.439583333333333,6.6433333333333335,9.927916666666667,1.076470588235294,32.755,0.21916666666666665,4.228888888888889,0.3075,,0.26166666666666666,0.29625,,77.44166666666666,1.0825,148.7675,159.35666666666665,,,27.410416666666666,0.006250000000000001
2022-07-17,7.357083333333333,30.565833333333334,3.32375,5.205416666666667,8.60375,1.3955,33.60041666666667,0.18583333333333332,4.481818181818182,0.25833333333333336,,0.22166666666666668,0.2504166666666667,,71.24249999999999,1.2079166666666667,211.015,240.24958333333333,,,29.155,0.0
2022-07-18,1.3033333333333335,6.344285714285715,2.9842857142857144,4.258571428571429,7.452857142857143,0.29666666666666663,32.93857142857143,0.10571428571428572,1.028,0.14857142857142858,,0.1285714285714286,0.1442857142857143,,84.34857142857143,1.7185714285714284,273.4614285714286,8.74,,,24.78142857142857,0.07285714285714286
2022-07-19,13.171428571428573,31.114545454545453,3.345833333333333,5.904166666666666,9.1875,1.8941666666666668,31.771666666666665,0.19499999999999998,1.6633333333333333,0.2733333333333333,,0.23583333333333334,0.26333333333333336,,76.03333333333333,1.0616666666666668,189.42,140.97083333333333,,,27.16,0.047499999999999994
2022-07-20,7.591739130434782,31.5975,3.5087500000000005,5.742083333333333,9.255,1.3133333333333332,32.70791666666667,0.18875,3.0789999999999997,0.26458333333333334,,0.22416666666666665,0.25375,,79.53083333333333,1.0125,199.90125,173.0225,,,27.233333333333334,0.19791666666666666
2022-07-21,8.414545454545454,36.680416666666666,3.6870833333333333,6.026666666666667,9.721666666666666,0.6055555555555556,32.0575,0.22833333333333336,0.9899999999999999,0.32,,0.27375,0.3095833333333333,,86.47958333333334,0.7304166666666667,137.58541666666667,112.50333333333333,,,25.91125,0.2808333333333333
2022-07-22,10.832173913043478,57.65208333333333,3.950416666666667,6.207083333333333,10.209999999999999,0.5327272727272727,32.02166666666667,0.2504166666666667,3.792857142857143,0.35041666666666665,,0.3,0.33749999999999997,,82.35000000000001,0.9700000000000001,157.14875,155.29166666666666,,,26.700833333333335,0.08041666666666668
2022-07-23,9.000416666666666,59.11291666666667,3.938333333333333,6.266249999999999,10.210416666666667,0.10625,31.865,0.23666666666666666,0.5866666666666667,0.33,,0.2833333333333333,0.3183333333333333,,85.80375,1.0020833333333334,149.1775,97.83416666666666,,,25.48166666666667,0.14083333333333334
2022-07-24,7.565416666666667,34.31125,3.4758333333333336,5.2749999999999995,8.785,0.30666666666666664,31.915833333333335,0.18583333333333332,4.17,0.25833333333333336,,0.22124999999999997,0.2504166666666667,,83.28166666666667,0.9179166666666667,156.04999999999998,155.52791666666667,,,25.981666666666666,0.015416666666666667
2022-07-25,5.384583333333333,17.25375,3.5887499999999997,5.32125,8.9575,0.08666666666666667,31.69875,0.1991666666666667,1.3824999999999998,0.2783333333333333,,0.2383333333333333,0.26958333333333334,,93.33541666666667,0.8170833333333333,173.33166666666668,101.11958333333332,,,23.809583333333332,0.88
2022-07-26,8.704285714285714,36.124583333333334,3.939166666666667,4.8925,9.100416666666666,0.4657142857142857,32.00666666666667,0.19291666666666665,2.7283333333333335,0.26958333333333334,,0.2325,0.26125000000000004,,84.11083333333333,0.9216666666666667,170.93916666666667,185.39,,,25.56041666666667,0.0
2022-07-27,5.134545454545455,26.885833333333334,3.4254166666666666,4.6725,8.250416666666666,0.608,33.05375,0.14875,4.266,0.20750000000000002,,0.18041666666666667,0.2020833333333333,,75.21416666666666,0.9470833333333334,216.9779166666667,216.2195833333333,,,27.312083333333334,0.0
2022-07-28,9.076666666666666,38.641666666666666,3.4095833333333334,5.365416666666667,8.831249999999999,1.0776923076923077,33.90375,0.18333333333333335,5.048181818181818,0.25666666666666665,,0.22083333333333333,0.24833333333333332,,77.16833333333334,1.0333333333333334,192.8083333333333,190.38875,,,27.65625,0.015833333333333335
2022-07-29,9.381666666666666,31.134583333333335,3.3754166666666667,5.181666666666667,8.652916666666668,1.310625,34.48708333333333,0.17416666666666666,7.502,0.24291666666666667,,0.20875,0.2354166666666667,,75.03750000000001,1.0833333333333333,197.03083333333333,217.43541666666667,,,28.077916666666667,0.0
2022-07-30,13.203333333333333,19.634999999999998,3.3241666666666667,5.552083333333333,8.815,0.5411111111111111,33.214999999999996,0.17625000000000002,8.620625,0.24749999999999997,,0.21208333333333332,0.2383333333333333,,80.33958333333332,1.1479166666666667,211.79250000000002,129.68833333333333,,,26.027083333333334,0.04541666666666667
2022-07-31,11.878333333333332,,3.4608333333333334,5.164166666666667,8.65375,0.03333333333333333,32.30958333333333,0.165,2.485,0.23208333333333334,,0.1991666666666667,0.22541666666666668,,83.54791666666667,1.02125,210.32041666666666,97.66416666666667,,,24.87,0.03958333333333333
