From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm)
2018-08-12,18.474166666666665,29.170416666666668,8.803749999999999,10.211666666666666,18.662916666666668,27.466250000000002,1.0,7.042916666666667,0.09583333333333333,0.034583333333333334,,58.79833333333334,,0.28,72.12041666666666,0.25,,,,0.009583333333333334
2018-08-13,17.2975,17.240454545454547,8.695833333333333,10.087083333333334,18.434583333333332,27.130416666666665,1.0825,6.95625,0.22958333333333333,0.07583333333333334,,,,0.28,42.67041666666666,0.25,,,,0.01625
2018-08-14,27.465833333333332,31.172083333333333,8.932916666666666,10.362083333333333,18.513749999999998,27.870833333333334,1.02375,7.146249999999999,0.16291666666666668,0.07458333333333333,,58.7275,,0.28,82.28083333333333,,,,,0.016666666666666666
2018-08-15,21.4575,34.505,8.608333333333333,9.985416666666667,18.25,26.8575,0.9899999999999999,6.887083333333333,0.08291666666666667,0.030416666666666665,,58.666666666666664,,0.28,77.4025,0.25,,,,0.009166666666666667
2018-08-16,22.422083333333333,29.440416666666668,8.567916666666667,9.940416666666666,18.164166666666667,26.734166666666667,1.0275,6.854166666666667,0.14791666666666667,0.07791666666666668,,,,0.28,58.48799999999999,0.25,,,,0.014166666666666668
2018-08-17,21.99625,29.580000000000002,8.575000000000001,9.945416666666667,18.1775,26.751666666666665,1.0754166666666667,6.85875,0.17500000000000002,0.07333333333333333,,58.825,,0.28,96.97105263157896,0.25,,,,0.014166666666666668
2018-08-18,18.544583333333332,20.8025,8.814583333333333,10.224583333333333,18.687916666666666,27.5025,1.1179166666666667,7.052083333333333,0.24750000000000003,0.13541666666666666,,,,0.28,74.75272727272727,0.25,,,,0.018333333333333333
2018-08-19,18.161666666666665,23.450416666666666,8.57625,9.947916666666666,18.181250000000002,26.75708333333333,1.0429166666666667,6.860833333333333,0.12666666666666668,0.04624999999999999,,57.699999999999996,,0.47500000000000003,73.86708333333333,0.25,,,,0.012083333333333333
2018-08-20,22.0975,21.1275,8.62625,10.00625,18.23125,26.91125,1.0962500000000002,6.900833333333334,0.28875,0.12458333333333334,,,,0.2808333333333333,53.93208333333333,0.25,,,,0.02
2018-08-21,21.08791666666667,19.04,8.678333333333333,10.066666666666666,18.39875,27.077083333333334,1.18375,6.942916666666666,0.4816666666666667,0.21291666666666667,,,,0.28,41.79636363636364,0.25,,,,0.03125
2018-08-22,20.009583333333335,20.440833333333334,8.629166666666666,10.010416666666666,18.26458333333333,26.9225,1.1187500000000001,6.9025,0.2654166666666667,0.09708333333333334,,59.15,,0.28,67.86208333333333,0.25,,,,0.02
2018-08-23,20.6675,27.821250000000003,8.632916666666667,10.014166666666666,18.301666666666666,26.934166666666666,1.15875,6.90625,0.33916666666666667,0.1325,,58.964,,0.28,72.57565217391304,,,,,0.02333333333333333
2018-08-24,17.245416666666667,25.5675,8.572916666666666,9.94375,18.173750000000002,26.747500000000002,1.0941666666666667,6.857499999999999,0.23291666666666666,0.08208333333333333,,56.955,,0.28,75.57083333333334,0.25,,,,0.01875
2018-08-25,18.260416666666668,20.349166666666665,8.632083333333332,10.012916666666667,18.284166666666668,26.93166666666667,1.0845833333333335,6.9054166666666665,0.21083333333333334,0.08041666666666666,,59.22,,0.28,62.81791666666667,0.25,,,,0.017083333333333336
2018-08-26,16.398333333333333,14.060869565217393,8.667916666666667,10.054166666666667,18.3725,27.04125,1.0458333333333334,6.934166666666666,0.14666666666666667,0.05291666666666667,,,,0.28,67.25958333333334,0.25,,,,0.012916666666666667
2018-08-27,23.00583333333333,35.8425,8.81625,10.227083333333333,18.69,27.508750000000003,1.1254166666666667,7.052916666666667,0.30125,0.11291666666666667,,59.084,,0.28,68.54958333333333,0.25,,,,0.020416666666666666
2018-08-28,24.599166666666665,42.678333333333335,8.666666666666666,10.052083333333334,18.3725,27.037499999999998,1.1495833333333334,6.93375,0.31625,0.09999999999999999,,56.055,,0.28,64.06208333333333,0.25,,,,0.02125
2018-08-29,25.327083333333334,57.69833333333333,24.822083333333335,25.08583333333333,30.09958333333333,40.87291666666667,1.1312499999999999,15.055416666666666,0.21041666666666667,0.07166666666666667,,53.91222222222222,,0.28,95.52666666666666,,,,,0.015833333333333335
2018-08-30,28.912272727272725,65.44434782608695,23.80818181818182,27.61818181818182,35.93478260869565,38.79727272727273,0.9591304347826086,18.201818181818183,0.16260869565217392,0.04782608695652174,,54.50571428571429,,0.28,114.3025,,,,,0.010434782608695651
2018-08-31,23.79875,57.25125,8.780833333333334,10.186666666666666,18.616666666666667,27.386666666666667,1.0016666666666667,7.0249999999999995,0.16833333333333333,0.059166666666666666,,53.40125,,0.28,125.98923076923076,,,,,0.014583333333333335
2018-09-01,23.933913043478263,49.960869565217386,8.957083333333333,10.389583333333333,18.839166666666667,27.93875,1.0066666666666666,7.164166666666667,0.1775,0.06125,,52.812222222222225,,0.28,85.33304347826088,0.25,,,,0.015416666666666667
2018-09-02,18.042083333333334,25.88791666666667,8.9825,10.419583333333334,19.041666666666668,28.025000000000002,0.9679166666666666,7.185833333333334,0.1525,0.04583333333333334,,58.10333333333333,,0.28,60.55173913043478,0.25,,,,0.011666666666666667
2018-09-03,19.500833333333333,30.759583333333335,9.3775,10.8775,19.626666666666665,29.241249999999997,1.0354166666666667,7.50125,0.21375,0.07041666666666667,,58.238571428571426,,0.28,74.87833333333333,0.25,,,,0.017499999999999998
2018-09-04,23.039583333333336,44.92583333333334,9.760416666666666,11.3225,19.817083333333333,29.72583333333333,1.0241666666666667,7.80875,0.19125,0.06833333333333334,,55.724000000000004,,0.28,91.66333333333334,,,,,0.01625
2018-09-05,23.5425,53.03375,13.199166666666668,15.310833333333333,27.207916666666666,40.977916666666665,1.0245833333333334,10.561666666666666,0.14083333333333334,0.052083333333333336,,51.575,,0.28,98.10249999999999,,,,,0.012499999999999999
2018-09-06,23.374583333333334,53.62833333333333,8.625833333333333,10.00625,18.265,26.914583333333336,1.0062499999999999,6.90125,0.15166666666666667,0.05708333333333334,,50.27272727272727,,0.28,153.88117647058823,,,,,0.012499999999999999
2018-09-07,21.876666666666665,44.68208333333333,8.885416666666666,10.307083333333333,18.718333333333334,27.724999999999998,1.0179166666666666,7.108333333333333,0.18125,0.06375,,56.516999999999996,,0.28,159.05923076923077,,,,,0.015
2018-09-08,24.75375,54.135416666666664,8.767916666666666,10.168750000000001,18.490833333333335,27.3575,1.0054166666666666,7.015000000000001,0.18791666666666665,0.06291666666666666,,49.278181818181814,,0.28,155.84230769230768,,,,,0.015833333333333335
2018-09-09,24.413749999999997,50.5875,8.818333333333333,10.22875,18.68166666666667,27.512083333333333,1.0054166666666666,7.055,0.1175,0.04,,42.68363636363636,,0.28,171.40692307692308,,,,,0.012499999999999999
2018-09-10,24.182916666666667,49.18833333333333,8.775,10.177916666666667,18.60375,27.379166666666666,1.0216666666666667,7.019583333333333,0.13208333333333333,0.044583333333333336,,43.20818181818182,,0.28,184.01916666666668,,,,,0.01375
2018-09-11,32.77375,65.79416666666667,8.838333333333333,10.252083333333333,18.736666666666668,27.576666666666668,1.0525,7.07125,0.22041666666666668,0.0575,,41.847272727272724,,0.28,193.05727272727273,,,,,0.025416666666666667
2018-09-12,31.36791666666667,59.75666666666667,8.680416666666668,10.06875,18.403333333333332,27.085416666666664,1.0466666666666666,6.944583333333333,0.16166666666666665,0.04666666666666667,,43.95272727272727,,0.28,162.47083333333333,,,,,0.019583333333333335
2018-09-13,21.50375,33.49791666666667,8.533333333333333,9.896666666666667,18.08791666666667,26.61916666666667,1.0229166666666667,6.825833333333333,0.09166666666666667,0.03166666666666667,,49.16375,,0.28,136.25333333333333,,,,,0.010416666666666666
2018-09-14,17.4525,34.23416666666667,8.766250000000001,10.168750000000001,18.584166666666665,27.349999999999998,1.04125,7.013333333333333,0.14125000000000001,0.041666666666666664,,42.875,,0.28,153.55692307692308,,,,,0.012499999999999999
2018-09-15,17.61625,36.274166666666666,8.772083333333333,10.176666666666668,18.598333333333333,27.36916666666667,1.1020833333333333,7.0183333333333335,0.17958333333333332,0.04708333333333334,,48.288,,0.28,143.10461538461539,,,,,0.014166666666666668
2018-09-16,17.80666666666667,36.305416666666666,8.5675,9.937916666666666,18.16208333333333,26.730833333333333,1.0845833333333335,6.854166666666667,0.21666666666666667,0.04125,,49.57545454545455,,0.28,148.92307692307693,,,,,0.044583333333333336
2018-09-17,26.795416666666668,48.663333333333334,10.450416666666667,12.123750000000001,20.88,32.60791666666667,1.0116666666666667,8.362083333333333,0.14916666666666667,0.043333333333333335,,43.36909090909091,,0.28,185.46230769230766,,,,,0.016666666666666666
2018-09-18,28.88,61.9025,8.82875,10.24125,18.702916666666667,27.54375,1.0216666666666667,7.0625,0.14125000000000001,0.043333333333333335,,45.084545454545456,,0.28,180.99461538461537,,,,,0.018333333333333333
2018-09-19,33.19555555555556,62.337777777777774,9.22,10.695,19.223888888888887,28.64833333333333,1.115,7.374444444444445,0.33111111111111113,0.10166666666666667,,55.616,,0.28,108.2775,,,,,0.02333333333333333
2018-09-20,41.586666666666666,82.49,10.040833333333333,11.647916666666667,20.60375,31.32625,1.1141666666666667,8.044166666666667,0.3408333333333333,0.12041666666666667,,46.64000000000001,,0.28,68.40347826086956,0.25,,,,0.029166666666666664
2018-09-21,44.963750000000005,86.42208333333333,11.515416666666667,13.357916666666668,21.324166666666667,35.92875,1.08375,9.212083333333334,0.29333333333333333,0.09375,,52.98625,,0.28,101.55315789473684,,,,,0.0275
2018-09-22,42.57958333333333,85.70583333333333,10.874583333333334,12.615416666666667,20.999166666666667,33.92916666666667,1.0574999999999999,8.700416666666667,0.17416666666666666,0.055,,52.02444444444445,,0.28,162.96846153846155,,,,,0.016666666666666666
2018-09-23,36.68083333333333,73.23583333333333,10.753333333333332,12.47375,19.379583333333333,33.51125,1.0304166666666668,8.603333333333333,0.13208333333333333,0.042916666666666665,,45.89636363636364,,0.28,153.73,,,,,0.012916666666666667
2018-09-24,34.276666666666664,78.69583333333334,8.733333333333333,10.130416666666667,18.47458333333333,27.24791666666667,1.0775,6.986666666666667,0.125,0.03791666666666667,,43.43181818181818,,0.28,183.33083333333332,,,,,0.015416666666666667
2018-09-25,42.45708333333334,83.93291666666667,8.739166666666668,10.13875,18.52875,27.268333333333334,1.0775,6.99125,0.23416666666666666,0.06041666666666667,,41.64416666666667,,0.28,154.1275,,,,,0.025833333333333333
2018-09-26,49.74583333333334,97.97125,9.282916666666667,10.767083333333334,19.56083333333333,28.95125,1.2145833333333333,7.425416666666667,0.5008333333333334,0.19416666666666668,,39.841,,0.28,118.756875,0.25,,,,0.045000000000000005
2018-09-27,46.78333333333333,83.17125,8.806666666666667,10.215416666666666,18.655,27.476249999999997,1.235,7.045416666666667,0.6129166666666667,0.22416666666666665,,42.134,,0.28,110.0545,0.25,,,,0.046250000000000006
2018-09-28,47.92875,86.855,8.960833333333333,10.395416666666668,18.942083333333333,27.958333333333332,1.2104166666666667,7.170000000000001,0.5020833333333333,0.15375,,41.81545454545455,,0.28,80.3409090909091,,,,,0.0375
2018-09-29,45.28125,73.66916666666667,8.549999999999999,9.917499999999999,18.09208333333333,26.673333333333332,1.1608333333333334,6.83875,0.4245833333333333,0.11541666666666667,,43.86,,0.28,81.345,0.25,,,,0.035416666666666666
2018-09-30,49.899166666666666,83.60916666666667,8.699583333333333,10.092916666666666,18.445416666666667,27.145,1.2137499999999999,6.959166666666667,0.45333333333333337,0.135,,45.004444444444445,,0.28,72.78666666666666,,,,,0.03333333333333333
2018-10-01,48.89083333333334,85.08708333333333,8.6525,10.037083333333333,18.34541666666667,26.995416666666667,1.2420833333333332,6.922083333333333,0.49875,0.16416666666666666,,46.67636363636364,,0.28,82.50105263157894,0.125,,,,0.03625
2018-10-02,47.384166666666665,79.32041666666667,8.705,10.099166666666667,18.455833333333334,27.16125,1.2316666666666667,6.965,0.4483333333333333,0.15458333333333332,,46.42250000000001,,0.28,142.32307692307694,0.25,,,,0.03666666666666667
2018-10-03,42.43333333333333,75.34166666666667,8.397499999999999,9.741666666666667,17.41,26.2,1.2229166666666667,6.722916666666666,0.49541666666666667,0.1725,,36.64066666666667,,0.28,113.27142857142856,,,,,0.049999999999999996
2018-10-04,39.29666666666667,68.57208333333334,8.5625,9.932083333333333,18.042083333333334,26.713333333333335,1.2429166666666667,6.8500000000000005,0.5158333333333334,0.1679166666666667,,49.78333333333333,,0.28,103.61434782608696,0.25,,,,0.044583333333333336
2018-10-05,47.720416666666665,88.09833333333334,8.687916666666666,10.0775,18.418333333333333,27.10625,1.3716666666666668,6.950833333333333,0.9175,0.3775,,43.75705882352941,,0.28,142.79695652173913,,,,,0.06958333333333333
2018-10-06,60.47708333333333,120.40625,8.6425,10.022916666666667,18.313333333333333,26.9525,1.4779166666666665,6.91,1.2445833333333334,0.5479166666666667,,38.07555555555555,,0.28,140.30666666666667,,,,,0.10291666666666666
2018-10-07,59.532916666666665,108.94458333333334,8.772499999999999,10.176666666666668,18.598333333333333,27.370833333333334,1.2975,7.01875,0.6320833333333333,0.24583333333333335,,40.41052631578947,,0.28,132.90437500000002,,,,,0.05333333333333334
2018-10-08,60.72416666666666,112.7425,8.693333333333333,10.084999999999999,18.430833333333336,27.124166666666667,1.3366666666666667,6.954583333333333,0.7195833333333334,0.3129166666666667,,43.6052380952381,,0.28,172.88277777777776,,,,,0.065
2018-10-09,54.544999999999995,96.84666666666668,8.810416666666667,10.21875,18.67875,27.48875,1.2370833333333333,7.047916666666667,0.4683333333333333,0.17208333333333334,,32.328,,0.28,133.24388888888888,,,,,0.04541666666666667
2018-10-10,67.15958333333333,110.09541666666667,8.877083333333333,10.297916666666667,18.819583333333334,27.697916666666668,1.2108333333333332,7.101666666666667,0.26875,0.0725,,32.576875,,0.28,137.50842105263158,,,,,0.03625
2018-10-11,67.74291666666666,113.02958333333333,8.888333333333334,10.310416666666667,18.845,27.735,1.1941666666666666,7.112916666666667,0.30375,0.08208333333333333,,30.99083333333333,,0.28,115.16999999999999,,,,,0.03416666666666667
2018-10-12,68.20916666666666,122.32833333333333,9.7025,11.255,20.052916666666665,29.183333333333334,1.2416666666666667,7.761666666666667,0.4370833333333333,0.1391666666666667,,32.984545454545454,,0.28,144.51461538461538,,,,,0.04041666666666666
2018-10-13,60.157916666666665,117.95291666666667,8.324583333333333,9.6575,17.642916666666668,25.973333333333333,1.16625,6.66,0.49833333333333335,0.1475,,25.737272727272728,,0.28,151.54222222222222,,,,,0.043333333333333335
2018-10-14,56.70333333333334,112.76958333333333,8.549999999999999,9.918750000000001,18.1275,26.67958333333333,1.1716666666666666,6.840416666666666,0.3441666666666667,0.10375000000000001,,,,,,,,,,0.030416666666666665
2018-10-15,64.30083333333333,131.40958333333333,8.175416666666667,9.48375,17.2825,25.50125,1.3866666666666667,6.541250000000001,0.9575,0.4483333333333333,,21.778888888888886,,0.28,261.99142857142857,,,,,0.10208333333333335
2018-10-16,60.38708333333333,117.10625,8.731250000000001,10.1275,18.507916666666667,27.230833333333333,1.3491666666666668,6.984166666666667,0.9854166666666666,0.42041666666666666,,35.30153846153846,,0.28,130.7190909090909,,,,,0.06708333333333334
2018-10-17,52.62375,94.57833333333333,8.607083333333334,9.985833333333334,18.24875,26.857916666666668,1.1670833333333333,6.88625,0.3133333333333333,0.08750000000000001,,42.27090909090909,,0.28,124.34785714285714,,,,,0.03125
2018-10-18,48.62375,71.64583333333333,8.490416666666667,9.84875,17.99875,26.489583333333332,1.1195833333333334,6.791666666666667,0.30041666666666667,0.052083333333333336,,43.4,,0.28,66.05458333333333,0.25,,,,0.02125
2018-10-19,48.806666666666665,75.2075,8.755,10.155833333333334,18.56083333333333,27.315833333333334,1.2075,7.004583333333334,0.46541666666666665,0.13791666666666666,,40.638333333333335,,0.28,96.79217391304347,0.25,,,,0.03625
2018-10-20,55.263749999999995,95.79375,8.66,10.045416666666666,18.357499999999998,27.017916666666668,1.3604166666666666,6.927499999999999,0.7595833333333334,0.3125,,38.07333333333333,,0.28,106.33705882352942,,,,,0.06666666666666667
2018-10-21,55.2125,87.67708333333333,8.645833333333334,10.028333333333334,18.329166666666666,26.97375,1.2154166666666668,6.916666666666667,0.2916666666666667,0.0825,,35.91916666666667,,0.28,178.99545454545455,,,,,0.02916666666666667
2018-10-22,58.403333333333336,104.62333333333333,8.646666666666667,10.029583333333333,18.331666666666667,26.978333333333335,1.2525,6.9175,0.42625,0.10791666666666666,,36.76384615384615,,0.28,161.844,,,,,0.04125
2018-10-23,57.11416666666667,104.57208333333334,8.656666666666666,10.042083333333332,18.354583333333334,27.001666666666665,1.2558333333333334,6.925833333333333,0.4991666666666667,0.14666666666666667,,31.615384615384617,,0.28,146.0,,,,,0.04666666666666667
2018-10-24,58.49541666666667,123.445,8.99875,10.44,18.835,28.063333333333333,1.39375,7.199166666666667,0.98875,0.4370833333333333,,29.87857142857143,,0.28,111.12461538461538,,,,,0.09999999999999999
2018-10-25,52.525416666666665,96.42,8.970416666666667,10.4075,18.978333333333335,27.99083333333333,1.18,7.177083333333333,0.4191666666666667,0.12541666666666665,,42.345625,,0.28,106.798125,,,,,0.035833333333333335
2018-10-26,63.975,127.98916666666666,8.7325,10.13,18.51125,27.24291666666667,1.4141666666666666,6.985833333333333,1.1108333333333333,0.50625,,36.410625,,0.28,105.04666666666667,,,,,0.08833333333333333
2018-10-27,62.374583333333334,126.01625,8.754583333333334,10.155833333333334,18.559583333333332,27.314166666666665,1.4216666666666666,7.004166666666666,1.0266666666666666,0.4504166666666667,,32.334375,,0.28,120.71785714285716,,,,,0.09875
2018-10-28,55.51583333333334,97.6475,11.394166666666665,13.218333333333334,21.441666666666666,35.52333333333333,1.3316666666666668,9.115833333333333,0.7583333333333333,0.36333333333333334,,49.757999999999996,,0.28,33.535714285714285,,,,,0.06999999999999999
2018-10-29,57.349583333333335,122.31375000000001,9.270416666666668,10.752916666666666,19.653333333333332,28.924166666666665,1.3604166666666666,7.417083333333333,1.0070833333333333,0.46541666666666665,,33.00111111111111,,0.28,88.301875,,,,,0.09708333333333334
2018-10-30,60.553333333333335,120.54333333333334,8.9675,10.4025,19.0125,27.980833333333333,1.4245833333333333,7.175,1.1554166666666668,0.5208333333333334,,33.961176470588235,,0.28,83.39833333333334,,,,,0.10166666666666667
2018-10-31,78.99458333333332,159.51166666666668,8.98,10.418750000000001,19.02541666666667,28.020416666666666,1.66375,7.185416666666666,1.7641666666666669,0.8954166666666666,,41.87173913043478,,0.28,72.58052631578947,,,,,0.17916666666666667
2018-11-01,64.01666666666667,125.145,16.038333333333334,44.507083333333334,56.02583333333333,56.264347826086954,1.50125,7.15875,1.4262499999999998,0.6575,,34.58125,,0.28,95.65444444444444,,,,37.449999999999996,0.12291666666666667
2018-11-02,58.21478260869566,111.89999999999999,16.992083333333333,36.51583333333333,59.315416666666664,68.6125,1.45625,7.180833333333333,1.2975,0.6141666666666666,,40.18875,,0.28,96.89521739130436,,,,,0.12916666666666668
2018-11-03,43.50541666666667,78.21958333333333,20.723809523809525,18.775238095238095,36.08541666666667,63.44380952380952,1.2545833333333334,7.357916666666667,0.6025,0.18999999999999997,,44.49153846153846,,0.28,118.050625,,,,,0.04958333333333333
2018-11-04,32.692083333333336,47.46666666666667,33.66291666666667,25.24791666666667,44.64041666666666,78.30291666666666,1.1575,7.0675,0.3070833333333333,0.07833333333333332,,45.4775,,0.28,110.8325,0.25,,,,0.029583333333333333
2018-11-05,35.13041666666667,54.63791666666666,39.87625,29.905416666666667,47.55125,87.42833333333334,1.2241666666666666,7.020833333333333,0.5075,0.1475,,49.75363636363636,,0.28,74.41916666666667,,,,,0.0375
2018-11-06,43.47833333333333,65.95833333333333,38.004583333333336,28.504166666666666,51.17791666666667,89.18208333333332,1.1991666666666667,7.013333333333333,0.5554166666666667,0.19125,,42.23833333333334,,0.28,67.36166666666666,0.25,,,,0.04416666666666667
2018-11-07,146.26958333333334,135.8008695652174,44.76541666666666,33.5725,59.028333333333336,103.79291666666667,1.2308333333333332,6.992083333333333,0.5491666666666667,0.18375,,36.285833333333336,,0.28,77.8295238095238,,,,,0.049166666666666664
2018-11-08,82.66,126.8195652173913,48.89541666666667,36.67125,48.4025,96.17375,1.2158333333333333,7.082916666666667,0.49666666666666665,0.16,,35.72833333333333,,0.28,80.132,,,,,0.04583333333333334
2018-11-09,65.29125,93.59291666666667,45.89333333333334,34.41916666666667,50.66041666666667,96.55375,1.2054166666666666,7.081666666666667,0.4008333333333333,0.14625,,37.21714285714285,,0.28,76.66428571428571,,,,,0.04041666666666667
2018-11-10,65.61749999999999,103.21416666666666,47.23041666666666,35.4225,50.17916666666667,93.32958333333333,1.2766666666666666,7.09375,0.5620833333333334,0.20958333333333334,,36.049285714285716,,0.28,77.4425,,,,,0.06375
2018-11-11,58.38666666666666,85.98,49.544999999999995,37.157916666666665,37.79625,87.33999999999999,1.24125,7.084583333333334,0.48208333333333336,0.16874999999999998,,33.42133333333333,,0.28,77.36952380952381,,,,,0.049166666666666664
2018-11-12,65.02916666666667,103.70166666666667,58.55375,43.91625,68.37291666666667,95.47238095238096,1.4541666666666666,7.1499999999999995,1.3,0.5558333333333333,,34.35375,,0.28,77.10714285714286,,,,,0.09583333333333333
2018-11-13,61.46541666666667,103.31875000000001,66.60625,49.95458333333334,41.2925,101.49869565217391,1.3133333333333332,6.999583333333334,0.71,0.26416666666666666,,32.362,,0.28,74.70333333333333,,,,,0.06541666666666666
2018-11-14,70.56875000000001,118.90083333333332,65.09791666666668,48.822916666666664,63.3375,108.72909090909091,1.46,6.961666666666667,1.02,0.45083333333333336,,33.627857142857145,,0.28,75.72952380952381,,,,,0.09875
2018-11-15,72.03291666666667,128.86416666666665,51.43375,35.05291666666667,77.19458333333333,104.2413043478261,1.7470833333333333,7.081666666666667,1.7604166666666667,0.9908333333333333,,35.27125,,0.28,77.49238095238096,,,,,0.18916666666666668
2018-11-16,64.68791666666667,118.33291666666666,47.39833333333333,28.43875,78.9975,125.54208333333334,1.5804166666666666,7.120833333333334,1.5041666666666667,0.7333333333333334,,34.05058823529412,,0.28,82.0715,,,,,0.14041666666666666
2018-11-17,63.32208333333333,114.50999999999999,49.17583333333334,29.505416666666665,81.95958333333333,129.88291666666666,1.5891666666666666,7.1175,1.5120833333333332,0.80875,,39.67823529411765,,0.28,73.71142857142857,,,,,0.14708333333333332
2018-11-18,59.08833333333333,92.71875,38.08541666666667,22.852083333333336,63.475,101.56041666666665,1.32125,6.99875,0.6495833333333333,0.21375,,40.90785714285715,,0.28,84.8395652173913,,,,,0.05333333333333334
2018-11-19,61.413333333333334,94.63708333333334,30.343333333333334,18.206666666666667,50.57416666666666,80.92125,1.31125,7.31,0.6720833333333333,0.22,,44.200909090909086,,0.28,102.18684210526315,,,,,0.055
2018-11-20,62.64333333333334,69.29458333333334,24.736666666666665,14.842916666666667,41.217083333333335,65.96666666666667,1.3583333333333334,7.059166666666666,0.9629166666666666,0.39916666666666667,,51.537142857142854,,0.28,107.74214285714287,,,,,0.07666666666666667
2018-11-21,61.717083333333335,94.32083333333333,31.72583333333333,19.035416666666666,52.8775,84.58833333333332,1.4104166666666667,6.925,0.9141666666666667,0.3458333333333334,,47.50714285714286,,0.28,105.77266666666668,,,,,0.07375
2018-11-22,86.67541666666666,103.18708333333332,33.545833333333334,20.128333333333334,55.91041666666666,89.44749999999999,1.7066666666666668,6.804166666666667,1.8145833333333332,0.9245833333333332,,41.779375,,0.28,101.46571428571428,,,,,0.18625
2018-11-23,97.43166666666667,154.69791666666666,40.97875,24.58666666666667,68.29875,109.27916666666665,1.7970833333333331,6.821666666666666,1.9533333333333334,0.9891666666666667,,42.995000000000005,,0.28,76.77250000000001,,,,,0.19083333333333333
2018-11-24,107.435,173.56791666666666,42.01,25.20625,70.01875,111.61125,1.9016666666666666,6.892916666666667,2.8858333333333337,1.1966666666666665,,40.41368421052632,,0.28,83.63000000000001,,,,,0.1875
2018-11-25,84.39625,131.45541666666668,34.924166666666665,20.955416666666668,58.1975,93.11625,1.5541666666666665,6.871666666666666,1.4020833333333333,0.6770833333333334,,41.33538461538462,,0.28,87.03045454545455,,,,,0.12
2018-11-26,96.33583333333333,156.64291666666668,40.91958333333333,24.5525,68.19875,109.03250000000001,1.8099999999999998,7.509583333333333,2.0966666666666667,1.07625,,36.37230769230769,,0.28,124.99235294117646,,,,,0.2141666666666667
2018-11-27,97.02291666666667,160.17833333333334,41.48291666666667,24.89,69.13791666666667,110.43374999999999,1.7704166666666667,10.011666666666667,1.7691666666666668,0.92625,,37.12,,0.28,94.8475,,,,,0.18666666666666665
2018-11-28,88.1475,134.03625,42.295,21.370833333333334,63.5025,105.28625,1.8025,10.125833333333334,1.6266666666666667,0.8166666666666668,,39.186875,,0.28,87.40235294117647,,,,,0.16583333333333336
2018-11-29,96.01791666666666,152.19208333333333,50.85166666666667,22.885416666666668,73.73541666666667,123.74791666666665,2.262916666666667,10.019583333333333,2.3266666666666667,1.2595833333333333,,39.558125,,0.28,86.16882352941175,,,,,0.24625
2018-11-30,97.925,152.94958333333332,56.88583333333333,25.59875,82.485,131.06478260869565,2.1058333333333334,10.182916666666667,1.8283333333333334,1.0050000000000001,,36.875,,0.28,114.065625,,,,,0.19791666666666666
2018-12-01,99.18541666666665,155.9625,45.88916666666666,20.650833333333335,66.54083333333334,112.43374999999999,2.1679166666666667,9.995833333333334,2.189583333333333,1.1379166666666667,,39.123333333333335,,0.28,101.91052631578947,,,,,0.24125
2018-12-02,111.07458333333334,166.995,45.90166666666667,20.653333333333332,66.55833333333334,112.08749999999999,2.12,9.99375,2.5329166666666665,0.9491666666666667,,38.68,,0.28,133.48117647058822,,,,,0.16874999999999998
2018-12-03,105.61458333333333,158.67208333333335,48.36333333333334,21.763333333333332,70.1275,118.14375,2.08625,10.075416666666667,1.9283333333333335,0.94625,,41.94714285714286,,0.28,161.21833333333333,,,,,0.1679166666666667
2018-12-04,104.16041666666666,162.0,40.469166666666666,18.211666666666666,58.67958333333333,99.14833333333333,2.2624999999999997,10.12875,2.485,1.2316666666666667,,42.870000000000005,,0.28,166.1576923076923,,,,,0.23083333333333333
2018-12-05,86.99291666666666,138.72833333333332,38.952083333333334,17.52875,56.482499999999995,94.82291666666667,1.9570833333333333,10.092916666666666,1.5370833333333334,0.7333333333333334,,41.46857142857142,,0.28,147.2876923076923,,,,,0.12583333333333332
2018-12-06,55.28304347826087,97.30458333333333,34.32416666666666,15.445416666666667,69.96083333333333,87.69999999999999,1.9245833333333333,8.713333333333333,0.9016666666666667,0.36333333333333334,,41.37307692307692,,0.28,105.35083333333334,,,,,0.07
2018-12-07,74.54791666666667,128.80958333333334,32.9425,14.825000000000001,96.71708333333333,110.14272727272727,2.3504166666666664,6.947083333333333,1.4574999999999998,0.6395833333333333,,37.950909090909086,,0.28,143.58636363636364,,,,,0.12208333333333334
2018-12-08,58.364583333333336,92.00083333333333,27.524583333333336,12.385833333333332,57.48374999999999,85.01791666666666,2.075833333333333,6.945416666666667,0.7854166666666668,0.29291666666666666,,43.113846153846154,,0.28,110.39833333333334,,,,,0.0725
2018-12-09,41.869166666666665,64.34291666666667,25.31958333333333,11.392916666666666,39.245,64.565,1.88,6.9437500000000005,0.44249999999999995,0.14791666666666667,,36.92153846153846,,0.28,109.90615384615384,,,,,0.043750000000000004
2018-12-10,48.70083333333333,87.46791666666667,32.63666666666666,14.685833333333333,50.58541666666667,83.11041666666667,1.9858333333333331,6.993333333333333,0.61375,0.24958333333333335,,31.660666666666668,,0.28,127.66416666666667,,,,,0.059166666666666666
