From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm)
2016-04-25,54.305416666666666,94.05874999999999,32.54958333333334,38.913333333333334,71.46166666666666,22.88875,2.322083333333333,17.594583333333333,0.06583333333333334,0.8175,,30.207083333333333,43.81583333333333,1.3483333333333334,17.306250000000002,282.6668421052632,942.6795833333334,,0.23416666666666666,
2016-04-26,54.57208333333333,97.94875,35.23208333333333,38.00208333333334,73.23333333333333,22.35375,2.450833333333333,19.04375,0.12666666666666668,1.3958333333333333,,31.808333333333334,36.73916666666667,0.8779166666666667,17.3475,345.0653333333333,944.2979166666668,,0.4879166666666667,
2016-04-27,62.68666666666667,124.98125,46.60666666666666,40.43416666666666,87.03875,23.783749999999998,2.7920833333333337,25.19125,0.19625,1.9683333333333335,,33.79125,34.08708333333333,0.8054166666666668,17.42875,307.873125,943.5558333333333,,0.6675,
2016-04-28,73.8025,151.91208333333333,42.569583333333334,41.12916666666667,83.65083333333334,24.193749999999998,3.0,23.01125,0.24291666666666667,2.3241666666666667,,33.40208333333333,29.028333333333336,0.8204166666666667,17.431250000000002,242.0564705882353,943.12125,,0.7841666666666667,
2016-04-29,53.857499999999995,109.24000000000001,36.222500000000004,40.58958333333333,76.8125,23.875833333333333,2.9008333333333334,19.580833333333334,0.10875,1.2925,,33.20708333333334,27.2975,1.0383333333333333,17.409166666666668,247.7563157894737,943.8375,,0.35874999999999996,
2016-04-30,50.43478260869565,90.32125,42.856249999999996,41.367916666666666,84.2225,24.334166666666665,2.6758333333333333,23.164583333333336,0.08625000000000001,1.2591666666666665,,32.81875,24.697916666666668,0.9920833333333333,17.392916666666668,267.67052631578946,944.3529166666667,,0.35333333333333333,
2016-05-01,42.52458333333333,78.87916666666668,41.625,41.89041666666667,83.51458333333333,24.64125,2.57125,22.5,0.07125,0.8983333333333333,,32.34666666666667,25.875,1.14,17.354583333333334,272.4136842105263,943.8766666666667,,0.24125,
2016-05-02,43.98875,146.5225,39.41291666666667,41.53208333333333,80.94416666666666,24.429166666666664,2.53125,21.305416666666666,0.09250000000000001,1.1820833333333334,,32.56666666666667,27.534583333333334,1.0554166666666667,17.336666666666666,326.74625,943.99375,,0.3358333333333334,
2016-05-03,51.55791666666667,102.52,38.910000000000004,42.05291666666667,80.96375,24.736666666666665,2.56,21.03375,0.10625,1.2845833333333334,,32.909166666666664,26.52916666666667,1.0983333333333334,17.404999999999998,274.75894736842105,943.4970833333333,,0.3858333333333333,
2016-05-04,46.89124999999999,86.8975,40.95333333333333,42.798750000000005,83.75166666666667,25.175,2.5412500000000002,22.137083333333333,0.07791666666666668,0.97375,,31.82375,29.690416666666668,1.1533333333333333,17.34958333333333,242.85238095238094,943.1979166666666,,0.2575,
2016-05-05,58.75333333333333,103.54375,44.43666666666667,42.052083333333336,86.4875,24.735416666666666,2.4133333333333336,24.019583333333333,0.07416666666666667,1.14375,,32.105,41.12291666666667,1.22625,17.359166666666667,290.71705882352944,943.91375,,0.34833333333333333,
2016-05-06,40.75208333333333,73.12666666666667,40.1,42.308749999999996,82.40708333333333,24.887083333333333,2.38875,21.67625,0.06958333333333333,1.0070833333333333,,31.057916666666667,42.15291666666666,1.3529166666666665,17.328333333333333,270.536,943.8737500000001,,0.2804166666666667,
2016-05-07,44.020833333333336,94.67416666666666,44.227916666666665,40.719166666666666,84.89708333333333,23.952083333333334,2.29625,23.905833333333334,0.08291666666666667,1.06375,,30.55333333333333,48.30125,1.1733333333333333,17.332916666666666,281.005,943.6945833333334,,0.29416666666666663,
2016-05-08,49.30416666666667,96.09375,40.58166666666667,41.319583333333334,81.89958333333333,24.305000000000003,1.98375,21.935833333333335,0.059166666666666666,0.7050000000000001,,30.762916666666666,50.47083333333333,1.20125,17.34958333333333,243.66529411764708,944.6941666666667,,0.1679166666666667,
