From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),Xylene (ug/m3)
2017-03-26,46.21,73.20875,9.010416666666666,23.77625,,12.354999999999999,7.8775,0.5683333333333334,24.61583333333333,,,26.219166666666666,,1.5379166666666666,307.89625,264.6225,
2017-03-27,47.07857142857143,78.35454545454546,12.3735,27.4375,,12.145999999999999,2.827142857142857,0.5258333333333334,31.496190476190474,,,27.439545454545453,,1.1136363636363635,277.67954545454546,244.87136363636364,
2017-03-28,58.29541666666666,82.43083333333333,10.831666666666665,30.46375,,12.059166666666668,4.978695652173913,0.8337500000000001,33.63291666666667,,,28.5175,,1.16375,256.125,256.8125,
2017-03-29,39.14,67.00083333333333,12.061250000000001,30.079166666666666,,12.310416666666667,1.8711111111111112,0.8258333333333333,33.441250000000004,,,29.25,11.185,1.6145833333333333,306.01208333333335,273.535,
2017-03-30,41.009166666666665,72.99708333333334,11.195833333333333,31.049583333333334,,12.73375,3.8818181818181823,0.6879166666666666,28.37375,,,29.020833333333332,,1.31625,283.59499999999997,269.3795833333333,
2017-03-31,50.155833333333334,68.91541666666667,11.790416666666667,31.479583333333334,,13.268749999999999,2.0795000000000003,1.0175,26.738333333333333,,,29.674583333333334,,1.2275,241.99375,247.80125,
2017-04-01,16.165,25.332083333333333,13.429166666666667,31.64,,12.812083333333334,3.31,0.9795833333333334,23.14,,,29.8175,,1.2670833333333333,280.0254166666667,269.28125,
2017-04-02,20.97125,38.02583333333333,12.455833333333333,30.194999999999997,,12.219999999999999,5.087391304347826,0.8083333333333332,25.544583333333335,,,28.715,,1.55,297.6354166666667,269.72208333333333,
2017-04-03,43.270833333333336,88.63541666666667,3.5825,23.579166666666666,,10.202083333333333,2.005714285714286,0.7916666666666666,20.517916666666668,,,29.375833333333333,,1.3125,227.07791666666665,264.8616666666667,
2017-04-04,39.34125,62.52583333333334,9.26375,27.664583333333336,,16.809166666666666,2.6408333333333336,0.6845833333333333,16.785833333333333,,,26.913749999999997,,2.2670833333333333,123.62333333333333,260.32652173913044,
2017-04-05,32.004000000000005,59.327,12.760000000000002,29.996499999999997,,19.854499999999998,3.0475000000000003,0.5105000000000001,18.9755,,,25.5475,,2.6945,112.07249999999999,285.685,
2017-04-06,,,,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,
2017-04-08,32.65416666666666,48.942499999999995,16.7375,40.405833333333334,,29.604166666666668,4.239999999999999,0.5958333333333333,22.39833333333333,,,26.53916666666667,,1.9091666666666667,298.28916666666663,296.08583333333337,
2017-04-09,24.46166666666667,40.04666666666667,20.457916666666666,37.05291666666667,,30.351249999999997,5.276666666666666,0.66125,18.129166666666666,,,23.472916666666666,3.4,1.8675,302.68083333333334,268.33625,
2017-04-10,30.0125,55.666,14.767500000000002,19.026,,29.226,3.001875,0.6075,27.6175,,,24.824,,1.7495,305.1585,319.132,
2017-04-11,41.39947368421053,62.52842105263158,13.621052631578948,21.09578947368421,,29.471578947368425,5.876315789473685,0.5821052631578948,22.06157894736842,,,27.302105263157895,,1.7015789473684209,304.0842105263158,327.10263157894735,
2017-04-12,33.11,58.1775,12.64,19.745,,28.9775,1.095,0.89,15.977500000000001,,,22.9775,,1.1375,267.28,22.785,
2017-04-13,50.4252380952381,69.33857142857144,12.767142857142858,23.507619047619045,,29.41238095238095,6.802631578947368,2.3457142857142856,24.63285714285714,,,31.105238095238096,,1.0523809523809524,251.4614285714286,265.16809523809525,
2017-04-14,25.002499999999998,27.605416666666667,12.362083333333333,21.79625,,29.06458333333333,2.7125,0.8633333333333333,28.879166666666666,,,31.933333333333334,,1.1758333333333333,226.38375,262.34666666666664,
