From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree)
2022-08-13,11.9,29.63625,0.2725,1.6320833333333333,1.9024999999999999,3.5500000000000003,0.35083333333333333,27.81142857142857,75.94875,0.9641666666666667,192.3791666666667,144.17625,800.1866666666666,28.594166666666666
2022-08-14,10.703478260869565,26.3575,0.2754166666666667,1.6283333333333332,1.9020833333333333,3.717083333333333,0.3383333333333333,25.425,82.22166666666666,1.4054166666666668,166.34333333333333,105.21999999999998,800.22375,27.129583333333333
2022-08-15,5.407916666666666,19.968333333333334,0.2708333333333333,1.6624999999999999,1.9325,3.05625,0.32208333333333333,,83.67625,1.0720833333333333,216.93875,88.55458333333333,800.19875,26.216250000000002
2022-08-16,7.648000000000001,23.889499999999998,0.2725,1.3025,1.5745,3.039,0.28700000000000003,21.044666666666668,76.0215,1.4140000000000001,167.251,157.8405,800.2125,28.274
2022-08-17,13.953684210526315,30.118000000000002,0.27458333333333335,1.3175000000000001,1.5920833333333333,3.1512499999999997,0.28708333333333336,23.77208333333333,75.65458333333333,1.3658333333333335,182.77083333333334,158.21291666666667,800.2366666666667,28.0575
2022-08-18,22.64869565217391,47.42416666666667,0.28125,1.7016666666666664,1.9445833333333333,3.643333333333333,0.3458333333333334,27.60083333333333,76.42,1.16875,201.44208333333333,114.70458333333333,800.2333333333332,28.323333333333334
2022-08-19,34.0725,52.24333333333333,0.3104166666666667,1.6504166666666666,1.95875,3.4279166666666665,0.3458333333333334,23.13875,80.96541666666667,2.0704166666666666,246.13,87.81708333333334,800.185,27.762916666666666
2022-08-20,15.359090909090908,27.951363636363634,0.3304166666666667,2.15625,2.4854166666666666,2.875833333333333,0.3625,35.052083333333336,87.81791666666668,1.4908333333333335,182.735,62.38333333333333,801.1854166666667,24.86
2022-08-21,12.139333333333333,29.44,0.346,3.1525,2.776666666666667,3.38,0.3933333333333333,35.1385,81.962,0.8119999999999999,175.0795,106.02583333333332,800.225,26.526
2022-08-22,14.202083333333334,30.930833333333336,0.3345833333333333,2.1945833333333336,2.5308333333333333,3.32375,0.17375,37.69583333333333,76.19916666666667,1.0379166666666666,174.05583333333334,129.85875,800.2395833333334,28.159166666666664
2022-08-23,16.862272727272728,36.56545454545455,0.3517391304347826,2.3204347826086957,2.6382608695652174,3.2778260869565217,0.1473913043478261,32.25086956521739,76.74043478260869,1.0469565217391303,172.64391304347825,139.35521739130436,800.2365217391304,28.624782608695654
2022-08-24,10.224761904761905,22.65409090909091,0.3179166666666667,1.635,1.95375,2.8716666666666666,0.12708333333333335,25.150833333333335,81.20791666666666,1.3975,182.9,136.14041666666665,800.34125,26.786666666666665
2022-08-25,11.18,30.509545454545457,0.3878260869565217,2.9213043478260867,3.3099999999999996,2.946521739130435,0.1891304347826087,27.283478260869565,77.79739130434783,0.93,189.13739130434783,157.79565217391306,800.1939130434782,28.03478260869565
2022-08-26,36.47272727272727,70.24090909090908,0.30363636363636365,2.810909090909091,3.112727272727273,3.6409090909090907,0.2072727272727273,46.68272727272727,74.72636363636364,2.450909090909091,250.9881818181818,116.83454545454546,800.2336363636364,29.453636363636363
2022-08-27,38.459583333333335,73.3475,0.31916666666666665,2.0083333333333333,2.3270833333333334,3.29875,0.19458333333333333,34.94541666666667,79.35416666666667,1.92375,226.77833333333334,138.10416666666666,800.22125,28.301666666666666
2022-08-28,35.39125,60.806666666666665,0.3183333333333333,1.8858333333333333,2.2033333333333336,3.059583333333333,0.20291666666666666,48.97125,82.35416666666667,1.2566666666666666,163.86583333333334,90.12124999999999,800.2241666666667,27.23875
2022-08-29,19.464166666666667,36.85958333333333,0.3429166666666667,2.9320833333333334,3.2745833333333336,2.6345833333333335,0.27875,49.272083333333335,87.8875,1.1354166666666667,162.24791666666667,63.0325,802.2575,25.343333333333334
2022-08-30,32.85090909090909,75.09909090909092,0.33409090909090905,2.505909090909091,2.5120833333333334,2.362727272727273,0.23458333333333334,53.79545454545455,80.43416666666667,1.2858333333333334,201.4154166666667,162.665,800.2004166666667,27.64708333333333
2022-08-31,35.54944444444445,69.99722222222222,0.32666666666666666,3.717222222222222,3.9705555555555554,2.343888888888889,0.27444444444444444,35.468333333333334,80.25444444444445,1.4633333333333334,166.16277777777776,165.31055555555554,800.215,27.77388888888889
2022-09-01,31.69608695652174,61.66434782608695,0.3325,4.052083333333333,4.375416666666667,2.34375,0.29958333333333337,46.022083333333335,81.95041666666667,1.1979166666666667,149.98749999999998,101.94333333333333,800.5183333333333,27.152083333333334
2022-09-02,37.13608695652174,67.62739130434782,0.33304347826086955,3.2069565217391305,3.4895652173913048,2.28,0.31173913043478263,60.27608695652174,83.15130434782608,1.128695652173913,153.4713043478261,94.99521739130434,800.16,26.55652173913043
2022-09-03,,,,,,,,,,,,,,
2022-09-04,,,,,,,,,,,,,,
2022-09-05,,,,,,,,,,,,,,
2022-09-06,,,,,,,,,,,,,,
2022-09-07,,,,,,,,,,,,,,
2022-09-08,40.31555555555556,86.66666666666667,0.29888888888888887,1.9055555555555554,1.984,2.2544444444444443,0.41,101.12111111111112,72.79777777777778,1.02,183.23444444444445,67.48100000000001,800.16,28.903333333333332
2022-09-09,32.13777777777778,61.53099999999999,0.298,2.2920000000000003,2.0191666666666666,3.054,0.32166666666666666,42.071000000000005,77.36699999999999,0.99,153.371,51.626666666666665,794.4680000000001,28.063
2022-09-10,18.975714285714286,30.57136363636364,0.28291666666666665,1.3129166666666667,1.5962500000000002,2.72,0.28791666666666665,67.77625,79.50916666666667,1.32625,166.56833333333333,125.71541666666667,800.1629166666667,26.68958333333333
