From Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),RF (mm),Xylene (ug/m3),AT (degree C)
2010-09-13,,34.973333333333336,12.1325,47.10708333333333,2.0037499999999997,2.12375,15.7975,0.21875,0.9500000000000001,29.453333333333333,83.11749999999999,1.5645833333333332,106.31375000000001,109.24458333333332,751.37875,-0.23791666666666667,0.1125,0.3758333333333333,29.453333333333333
2010-09-14,,36.265,19.062916666666666,55.32874999999999,5.341666666666666,1.6849999999999998,21.99875,0.3279166666666667,1.5125,30.097916666666666,82.83166666666666,1.4225,136.15041666666667,120.63708333333334,751.3566666666667,-0.23625,0.0,0.5291666666666667,30.097916666666666
2010-09-15,,22.421666666666667,13.542916666666665,35.93416666666667,2.737083333333333,2.143333333333333,48.218333333333334,0.24625,1.2516666666666667,30.23166666666667,82.56583333333333,1.6358333333333333,118.67625,158.23833333333332,751.3683333333333,-0.22166666666666668,0.017499999999999998,0.2870833333333333,30.23166666666667
2010-09-16,,5.122916666666667,14.909999999999998,20.033333333333335,4.595833333333333,1.6233333333333333,25.25375,0.16208333333333333,1.1470833333333335,30.600416666666664,81.8625,1.7275,119.19708333333334,193.06041666666667,751.3858333333333,-0.22458333333333333,0.0,0.29833333333333334,30.600416666666664
2010-09-17,,4.5725,12.0225,16.596666666666668,2.7741666666666664,1.7295833333333333,25.994583333333335,0.15666666666666668,0.8345833333333333,30.56375,81.06416666666667,2.137916666666667,106.92166666666667,181.56916666666666,751.3720833333333,-0.22708333333333333,0.0,0.1679166666666667,30.56375
2010-09-18,,12.924999999999999,16.377083333333335,28.98375,5.168333333333333,1.4574999999999998,26.016666666666666,0.15458333333333332,0.9145833333333333,29.509583333333335,81.9525,2.1670833333333333,120.0075,137.45458333333332,751.3783333333334,-0.23124999999999998,0.0,0.19416666666666668,29.509583333333335
2010-09-19,,13.709583333333333,21.92833333333333,35.63625,2.936666666666667,0.5941666666666666,20.523333333333333,0.19791666666666666,0.8791666666666668,26.24,82.66291666666667,2.9141666666666666,171.3175,56.885416666666664,751.4154166666667,-0.23208333333333334,0.21666666666666667,0.11791666666666667,26.24
2010-09-20,,12.73625,17.6225,30.2975,0.5216666666666666,1.01,18.773333333333333,0.21625000000000003,0.9995833333333333,27.997500000000002,82.91333333333334,2.4775,102.565,79.90124999999999,751.3937500000001,-0.24041666666666664,0.09875,0.23708333333333334,27.997500000000002
2010-09-21,,2.2916666666666665,8.387083333333333,10.5375,0.9479166666666666,1.1700000000000002,20.81625,0.2041666666666667,0.7487499999999999,28.575416666666666,82.9875,2.03625,42.26208333333333,75.84916666666668,751.4125,-0.25166666666666665,0.01,0.21083333333333334,28.575416666666666
2010-09-22,,8.7015,17.658333333333335,24.727500000000003,2.166818181818182,0.4395833333333334,12.740833333333333,0.22916666666666666,0.9320833333333334,28.982083333333335,83.05,1.8966666666666667,145.61958333333334,86.49374999999999,751.40875,-0.2325,0.0033333333333333335,0.3354166666666667,28.982083333333335
2010-09-23,,10.359130434782609,19.666666666666668,29.516666666666666,22.039565217391303,1.0708333333333333,24.24791666666667,0.24375000000000002,0.95375,28.069166666666664,82.77875,1.7425,62.37916666666666,98.72166666666668,751.4533333333334,-0.2325,0.055,0.29916666666666664,28.069166666666664
2010-09-24,,39.82958333333333,39.96041666666667,76.27791666666667,14.754545454545456,1.29625,26.252352941176472,0.5008333333333334,1.6795833333333334,30.124583333333334,79.76666666666667,1.53625,266.1308333333333,189.7175,751.4575,-0.26708333333333334,0.0,0.7208333333333333,30.124583333333334
2010-09-25,,25.954166666666666,41.75958333333333,67.64208333333333,3.63875,0.8355,28.054,0.465,1.7266666666666666,30.69666666666667,80.13,2.35125,303.54375,195.91875000000002,751.4825000000001,-0.30041666666666667,0.0,0.6633333333333333,30.69666666666667
2010-09-26,,7.8325,40.33583333333333,48.05583333333333,1.9754166666666666,0.68125,22.14125,0.41875,1.5579166666666666,30.490416666666665,79.11916666666666,2.5508333333333333,293.66583333333335,206.11749999999998,751.52875,-0.3129166666666667,0.0,0.49291666666666667,30.490416666666665
2010-09-27,,11.19,41.018750000000004,52.20041666666666,3.1141666666666663,1.4183333333333332,19.342916666666667,0.3125,1.0679166666666666,30.672916666666666,75.68875,2.98,296.51625,208.02541666666664,751.5416666666666,-0.32625,0.0,0.3879166666666667,30.672916666666666
2010-09-28,,25.572916666666668,42.90041666666667,68.2475,7.6460869565217395,2.191666666666667,20.3775,0.3775,1.2520833333333334,30.883750000000003,73.08833333333332,2.6291666666666664,301.67958333333337,211.40291666666667,751.53375,-0.30916666666666665,0.0,0.5133333333333333,30.883750000000003
2010-09-29,,39.26708333333333,39.60916666666667,78.83875,8.77,2.935416666666667,21.305416666666666,0.5308333333333334,2.02625,31.42833333333333,73.08041666666666,2.20125,290.26416666666665,204.8395833333333,751.5666666666666,-0.3025,0.0016666666666666668,0.7991666666666667,31.42833333333333
2010-09-30,,33.60541666666666,35.815,69.32041666666667,15.450000000000001,2.6166666666666667,23.997083333333332,0.5125000000000001,2.0254166666666666,31.31625,74.87833333333333,2.2695833333333333,296.4916666666667,197.27291666666667,751.5504166666666,-0.2920833333333333,0.0,0.8716666666666667,31.31625
2010-10-01,,56.274166666666666,42.65375,98.16833333333334,19.76625,3.4825,33.187083333333334,0.7200000000000001,2.8720833333333338,31.612916666666667,74.84,1.4170833333333333,269.9575,171.94000000000003,751.5320833333334,-0.2504166666666667,0.0,1.1004166666666666,31.612916666666667
2010-10-02,,33.54625,37.79083333333333,71.08291666666666,5.739166666666667,1.3141666666666667,40.625416666666666,0.6995833333333333,3.00125,31.75208333333333,77.74166666666666,1.2004166666666667,195.57041666666666,148.23083333333332,751.5225,-0.22416666666666665,0.0,1.0420833333333335,31.75208333333333
2010-10-03,,17.416666666666668,33.91708333333333,51.275,5.8425,1.0904166666666668,33.694583333333334,0.6941666666666667,2.2841666666666667,32.19833333333333,75.07958333333333,1.21125,224.7025,160.21666666666667,751.5295833333333,-0.24333333333333332,0.0,0.8533333333333334,32.19833333333333
2010-10-04,,22.33708333333333,30.12625,52.444583333333334,4.49125,0.9945833333333334,28.0825,0.65,2.2408333333333332,31.840416666666666,76.20833333333333,1.3733333333333333,120.31583333333333,163.16333333333333,751.495,-0.23083333333333333,0.0,0.9429166666666666,31.840416666666666
2010-10-05,,9.145833333333334,28.372083333333336,37.17333333333333,6.407916666666666,0.8275,28.019583333333333,0.5695833333333333,2.2925,31.39375,76.43249999999999,1.7791666666666668,73.7225,166.72833333333332,751.4670833333333,-0.22916666666666666,0.0,0.9225,31.39375
2010-10-06,,51.36666666666667,35.28041666666667,85.08874999999999,15.989565217391304,2.138333333333333,24.4525,0.51125,1.7941666666666667,31.52208333333333,76.46583333333334,1.2516666666666667,179.70541666666668,157.31833333333333,751.4704166666667,-0.22458333333333333,0.0,0.9404166666666667,31.52208333333333
2010-10-07,,55.085,47.0025,102.0775,9.015416666666667,2.5245833333333336,21.5475,0.8041666666666667,3.1841666666666666,31.355,77.74166666666666,0.9079166666666666,185.08083333333332,103.57708333333333,751.4495833333334,-0.22624999999999998,0.0,1.5725,31.355
2010-10-08,,57.854166666666664,43.76916666666667,98.58708333333334,14.78217391304348,3.7229166666666664,26.680000000000003,0.69625,2.6041666666666665,31.551666666666666,76.1525,1.2275,255.62291666666667,142.26624999999999,751.4191666666667,-0.245,0.0,1.1983333333333335,31.551666666666666
2010-10-09,,41.743478260869566,43.53541666666666,83.28875000000001,18.535,2.1508333333333334,22.420833333333334,0.7070833333333333,2.8941666666666666,31.625,75.21249999999999,1.60125,269.55333333333334,146.42083333333332,751.3475,-0.2679166666666667,0.0,1.2516666666666667,31.625
2010-10-10,,13.05625,32.795833333333334,45.81583333333333,3.887083333333333,0.8208333333333333,15.995,0.5145833333333333,2.1275,31.441666666666666,71.39041666666667,3.05125,251.60625000000002,175.77583333333334,751.34625,-0.345,0.0,0.7987500000000001,31.441666666666666
2010-10-11,,44.6025,32.93875,77.5225,22.950416666666666,1.8541666666666667,15.495833333333335,0.4063636363636363,1.5472727272727271,31.361666666666668,69.30375,2.7283333333333335,283.6466666666667,176.36333333333334,751.46375,-0.3225,0.0,0.4954545454545455,31.361666666666668
2010-10-12,,28.006666666666664,34.51958333333334,62.52916666666667,17.015416666666667,2.339583333333333,20.060416666666665,0.42,1.59,31.54125,71.07791666666667,2.783333333333333,309.5620833333333,161.74125,751.5554166666666,-0.3383333333333333,0.0,0.5,31.54125
2010-10-13,,45.629583333333336,33.54916666666667,79.15208333333334,12.94,2.7216666666666662,22.614285714285714,0.19333333333333336,0.75,31.394166666666667,72.06958333333334,2.9012499999999997,296.6720833333333,162.74375,751.5433333333334,-0.35041666666666665,0.0,0.16,31.394166666666667
2010-10-14,,40.606249999999996,35.86416666666667,76.47416666666668,15.75181818181818,1.9008333333333332,20.107083333333332,0.2,0.73,30.939166666666665,73.10083333333334,2.807916666666667,309.8875,162.76666666666668,751.4812499999999,-0.3383333333333334,0.0,0.14,30.939166666666665
2010-10-15,,62.47083333333333,52.56166666666667,114.9975,28.864347826086956,1.9904166666666667,31.525833333333335,,,31.06125,73.465,1.4308333333333334,274.14666666666665,145.08875,751.485,-0.25416666666666665,0.0,,31.06125
2010-10-16,,31.896666666666665,44.872083333333336,76.76291666666667,11.049999999999999,1.4729166666666667,21.94541666666667,,,31.391666666666666,74.2075,1.3308333333333333,108.27499999999999,153.78708333333333,751.4766666666666,-0.2325,0.0,,31.391666666666666
2010-10-17,,2.7991666666666664,13.664166666666667,16.4325,1.5008333333333335,0.5833333333333334,12.604999999999999,,,30.36583333333333,79.60875,2.5558333333333336,45.24125,144.07416666666668,751.5033333333334,-0.2529166666666667,0.0,,30.36583333333333
2010-10-18,,5.8775,19.475833333333334,25.321250000000003,6.9925,1.02375,12.000416666666666,,,30.76875,79.18583333333333,2.049166666666667,46.4575,141.90583333333333,751.5429166666667,-0.2325,0.0,,30.76875
2010-10-19,,33.1775,36.23458333333333,69.38250000000001,27.10875,3.6804166666666664,22.53833333333333,,,31.877499999999998,76.00416666666666,1.3275,175.03083333333333,135.22583333333333,751.5466666666666,-0.235,0.0,,31.877499999999998
2010-10-20,,61.29791666666667,53.17083333333333,113.51708333333333,10.071666666666667,2.464583333333333,26.423333333333332,,,31.129166666666666,76.31416666666667,1.5058333333333334,272.8675,125.75875,751.5266666666666,-0.2675,0.0,,31.129166666666666
2010-10-21,,53.09916666666667,43.615,96.67958333333333,21.672083333333333,1.8412499999999998,29.057777777777776,,,30.442916666666665,77.35833333333333,1.5920833333333333,238.46208333333334,102.88708333333334,751.4195833333333,-0.2608333333333333,0.0,,30.442916666666665
2010-10-22,,17.778333333333332,27.309166666666666,45.08958333333334,12.854999999999999,1.1154166666666667,21.382499999999997,,,28.614583333333332,77.37916666666666,2.5545833333333334,103.10458333333334,125.39708333333334,751.3566666666667,-0.24083333333333334,0.017499999999999998,,28.614583333333332
2010-10-23,,25.605833333333333,23.936666666666667,49.541666666666664,18.615416666666665,1.1895833333333334,28.44333333333333,,,28.16625,76.29083333333334,2.2808333333333333,205.15666666666667,163.33333333333334,751.4270833333334,-0.28291666666666665,0.0,,28.16625
2010-10-24,,6.7285714285714295,36.42,43.14952380952381,2.8614285714285717,0.771904761904762,17.25095238095238,,,26.932380952380953,73.09571428571428,2.882857142857143,317.43333333333334,141.46238095238095,751.4990476190476,-0.35,0.0,,26.932380952380953
2010-10-25,,24.62375,48.0,72.61125,7.187083333333334,1.1891666666666667,24.871666666666666,,,27.506249999999998,69.94500000000001,2.1995833333333334,317.9633333333333,157.2425,751.5658333333332,-0.31375000000000003,0.0,,27.506249999999998
2010-10-26,,189.74,62.29999999999999,252.03333333333333,14.61,2.6533333333333333,1.0633333333333335,,,25.09,77.08,0.8533333333333334,242.49333333333334,12.333333333333334,751.61,-0.23666666666666666,0.0,,25.09
2010-10-27,,,,,,,,,,,,,,,,,,,
2010-10-28,,,,,,,,,,,,,,,,,,,
2010-10-29,,,,,,,,,,,,,,,,,,,
2010-10-30,,,,,,,,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,,,,,,,,,
2010-11-01,,,,,,,,,,,,,,,,,,,
2010-11-02,,,,,,,,,,,,,,,,,,,
2010-11-03,,,,,,,,,,,,,,,,,,,
2010-11-04,,,,,,,,,,,,,,,,,,,
2010-11-05,,,,,,,,,,,,,,,,,,,
2010-11-06,,,,,,,,,,,,,,,,,,,
2010-11-07,,122.48142857142857,61.36571428571428,183.85142857142858,4.467142857142857,3.29,3.3542857142857145,0.011428571428571429,0.04428571428571428,26.802857142857142,74.91,0.7271428571428571,216.37000000000003,13.082857142857142,751.6528571428571,-0.23,0.0,0.0,26.802857142857142
2010-11-08,,78.34041666666667,35.024166666666666,113.36125,4.1450000000000005,1.5516666666666667,17.635,0.005833333333333334,0.05583333333333334,27.08,74.91666666666667,1.24625,138.7275,117.84333333333335,751.6991666666667,-0.23124999999999998,0.0,0.0,27.08
2010-11-09,,54.973333333333336,52.31625,106.87,8.87125,1.64875,17.674999999999997,0.18125,4.9191666666666665,27.370416666666667,74.85416666666667,1.1141666666666665,221.07833333333335,112.4875,751.755,-0.22624999999999998,0.0,12.390416666666667,27.370416666666667
2010-11-10,,37.03260869565217,58.071666666666665,93.19916666666666,9.475416666666666,1.765,25.93,0.23958333333333334,4.755416666666666,26.561666666666667,72.73208333333334,1.7141666666666666,316.89500000000004,103.18333333333334,751.7016666666667,-0.26791666666666664,0.0,1.9141666666666666,26.561666666666667
2010-11-11,,36.74166666666667,60.26541666666666,96.91208333333333,8.63,2.1733333333333333,23.35952380952381,0.28458333333333335,2.55625,26.267916666666668,73.53666666666666,1.0033333333333332,151.08333333333334,92.57375,751.6229166666667,-0.23,0.0,0.9308333333333333,26.267916666666668
2010-11-12,,48.585,54.86000000000001,103.43583333333333,10.600833333333334,2.3216666666666668,25.71166666666667,0.11333333333333334,0.7254166666666667,26.777083333333334,73.68875,0.8875000000000001,127.03625,97.06583333333333,751.5375,-0.22666666666666668,0.0,0.057499999999999996,26.777083333333334
2010-11-13,,72.75958333333334,63.275000000000006,135.38708333333332,11.289166666666667,3.185,14.496521739130435,0.4254166666666667,1.18375,25.71166666666667,78.15416666666667,1.5008333333333335,89.15499999999999,77.20291666666667,751.5612500000001,-0.23208333333333334,0.0,0.455,25.71166666666667
2010-11-14,,25.713333333333335,69.43416666666667,95.14999999999999,8.969583333333333,1.5083333333333335,15.655416666666667,0.8783333333333333,2.13,26.54125,77.11541666666666,1.3670833333333334,77.77583333333332,90.46416666666666,751.6875,-0.22875,0.0,0.9233333333333333,26.54125
2010-11-15,,34.875416666666666,87.62708333333335,122.50124999999998,14.977083333333333,1.45375,16.62217391304348,0.84,2.4966666666666666,26.968333333333334,76.07708333333333,1.3320833333333333,176.85500000000002,85.09416666666667,751.7087499999999,-0.23666666666666666,0.0,1.0433333333333332,26.968333333333334
2010-11-16,,30.69458333333333,87.78333333333335,118.47416666666668,7.340833333333333,1.4783333333333333,10.11909090909091,0.7233333333333333,2.34625,25.06125,81.75875,1.2516666666666667,194.94916666666666,58.17541666666667,751.6516666666666,-0.2325,0.03125,1.10375,25.06125
2010-11-17,,59.23583333333334,79.2475,138.41708333333332,11.26625,1.505,11.214705882352941,0.7366666666666667,3.3350000000000004,23.799166666666665,80.88875,1.7266666666666666,170.29833333333332,54.01,751.65,-0.24416666666666667,0.03125,1.2175,23.799166666666665
2010-11-18,,47.84625,61.74375,109.5825,6.713333333333334,1.1079166666666667,12.976666666666667,0.5437500000000001,2.717083333333333,24.892916666666665,80.39999999999999,1.8154166666666667,204.08333333333334,124.77333333333333,751.6679166666667,-0.24166666666666667,0.0,1.0262499999999999,24.892916666666665
2010-11-19,,22.6125,71.96333333333332,94.57583333333334,4.815833333333333,0.9325,18.237083333333334,0.48875,1.4129166666666666,24.977083333333336,73.1575,2.185416666666667,301.69416666666666,143.48416666666665,751.6358333333334,-0.29291666666666666,0.0,0.7429166666666668,24.977083333333336
2010-11-20,,18.484166666666667,69.48,87.96708333333333,7.107083333333333,3.143333333333333,27.46875,0.5475,1.4954166666666666,23.410416666666666,71.44791666666667,3.0683333333333334,296.39916666666664,136.56166666666667,751.5720833333334,-0.3558333333333334,0.0,0.5433333333333333,23.410416666666666
2010-11-21,,21.527500000000003,48.92041666666666,70.455,5.027083333333334,1.8333333333333333,28.325416666666666,0.5358333333333333,1.2766666666666666,23.745833333333334,69.21458333333334,2.9129166666666664,287.7370833333333,152.75416666666666,751.5324999999999,-0.33666666666666667,0.0,0.50625,23.745833333333334
2010-11-22,,64.69,81.18166666666666,145.87083333333334,10.23875,2.46125,16.414583333333333,0.81,2.347916666666667,23.423333333333332,73.855,1.2491666666666668,206.10375,102.46499999999999,751.5875,-0.24250000000000002,0.0,1.2004166666666667,23.423333333333332
2010-11-23,,26.582916666666666,47.553333333333335,74.13583333333334,9.192916666666667,1.9058333333333335,7.31125,0.55125,2.125,22.131666666666664,79.99958333333333,1.9887500000000002,221.47333333333333,60.74875,751.6270833333333,-0.24375,0.0,0.8841666666666667,22.131666666666664
2010-11-24,,19.92875,34.662083333333335,54.5925,5.708749999999999,1.6616666666666668,6.087083333333333,0.42625,1.5745833333333332,20.56125,81.50958333333334,1.4925,201.5575,40.967083333333335,751.64,-0.23416666666666666,0.005,0.6475,20.56125
2010-11-25,,23.484166666666667,42.7175,66.20041666666667,6.925,1.9445833333333333,8.188333333333334,0.5129166666666667,1.9616666666666667,22.370416666666667,81.90583333333333,1.5270833333333333,228.35333333333335,65.30041666666666,751.6458333333334,-0.24458333333333335,0.0,0.8562500000000001,22.370416666666667
2010-11-26,,23.17958333333333,43.41041666666666,66.59041666666667,2.6195833333333334,1.9100000000000001,10.384583333333333,0.4254166666666667,1.3954166666666667,23.071250000000003,78.6475,1.9320833333333332,285.9883333333333,122.29291666666667,751.6079166666667,-0.28708333333333336,0.0,0.7704166666666666,23.071250000000003
2010-11-27,,56.501666666666665,56.252916666666664,113.39416666666666,6.227083333333333,2.5116666666666667,11.540000000000001,0.43916666666666665,1.59875,23.29416666666667,69.52666666666667,2.3470833333333334,297.03375,145.76375,751.5970833333334,-0.305,0.0,0.7716666666666666,23.29416666666667
2010-11-28,,103.08791666666667,57.38958333333333,161.07874999999999,4.54875,2.64,,0.59875,1.83625,22.8025,69.48791666666666,1.5899999999999999,250.68708333333333,142.69166666666666,751.6566666666666,-0.25916666666666666,0.0,0.9529166666666667,22.8025
2010-11-29,,114.61769230769231,58.27923076923077,172.89307692307693,6.123076923076923,1.9415384615384614,25.18,0.533076923076923,1.31,20.923076923076923,70.51384615384615,1.5423076923076924,296.30846153846153,187.5253846153846,751.7184615384615,-0.2846153846153846,0.0,0.7638461538461538,20.923076923076923
2010-11-30,,,,,,,,,,,,,,,,,,,
2010-12-01,,,,,,,,,,,,,,,,,,,
2010-12-02,,,,,,,,,,,,,,,,,,,
2010-12-03,,,,,,,,,,,,,,,,,,,
2010-12-04,,,,,,,,,,,,,,,,,,,
2010-12-05,,171.39545454545453,94.43454545454546,235.13400000000001,12.802727272727275,7.594545454545455,28.727272727272727,1.4081818181818182,5.5236363636363635,21.262727272727272,75.57545454545455,0.7854545454545455,112.99636363636364,62.845454545454544,751.6227272727273,-0.21636363636363634,0.0,2.4099999999999997,21.262727272727272
2010-12-06,,178.75809523809525,89.71208333333334,253.79149999999998,12.282916666666667,5.85875,18.42142857142857,1.2020833333333334,5.16625,19.983333333333334,75.83958333333334,0.9283333333333333,165.6625,96.92041666666667,751.6754166666666,-0.22041666666666668,0.0,2.533333333333333,19.983333333333334
2010-12-07,,157.33208333333334,105.43208333333332,263.5258333333333,22.282916666666665,5.0304166666666665,14.530909090909091,1.22625,5.849166666666666,20.180833333333332,75.92708333333333,1.4558333333333333,275.09625,95.5075,751.6687499999999,-0.22,0.0,2.2916666666666665,20.180833333333332
2010-12-08,,73.81625,73.16333333333334,147.73375000000001,10.619166666666667,3.8295833333333333,25.162916666666664,0.8391666666666667,3.2225,20.255,75.18875,1.3908333333333334,290.6466666666667,98.54583333333333,751.5949999999999,-0.23666666666666666,0.0,1.3712499999999999,20.255
2010-12-09,,56.87,73.49791666666667,131.14625,11.454583333333332,3.2908333333333335,18.927916666666665,0.6570833333333334,2.225,20.533333333333335,74.815,1.9604166666666665,289.08458333333334,86.705,751.5629166666666,-0.2791666666666667,0.0,1.2858333333333334,20.533333333333335
2010-12-10,,31.897499999999997,66.49916666666667,99.13958333333333,9.4375,2.735416666666667,9.584999999999999,0.665,1.7837500000000002,19.168333333333333,72.04291666666667,2.1466666666666665,309.66833333333335,89.09375,751.5420833333333,-0.2775,0.0,0.8608333333333333,19.168333333333333
2010-12-11,,28.735833333333332,47.89625,77.36666666666666,6.8620833333333335,2.2466666666666666,8.62125,0.4558333333333333,1.2033333333333334,18.544166666666666,68.35000000000001,2.6770833333333335,296.97625,104.35375,751.5120833333334,-0.3120833333333333,0.0,0.5958333333333333,18.544166666666666
2010-12-12,,29.766521739130436,33.28913043478261,63.7904347826087,3.927391304347826,2.612608695652174,20.29391304347826,0.4895652173913043,1.2243478260869565,19.56304347826087,70.55565217391305,3.1717391304347826,268.2226086956522,101.3804347826087,751.4630434782609,-0.3552173913043478,0.0,0.09826086956521739,19.56304347826087
2010-12-13,,140.1075,58.97833333333333,198.76999999999998,10.62125,3.9616666666666664,18.911666666666665,0.8766666666666666,3.5691666666666664,20.494583333333335,72.60000000000001,1.0504166666666668,193.74791666666667,108.70125,751.5820833333333,-0.21625000000000003,0.0,1.1516666666666666,20.494583333333335
2010-12-14,,122.32565217391303,62.24583333333334,183.2495652173913,12.645833333333334,3.485,8.725,0.8395833333333332,3.4949999999999997,19.82125,71.64125,1.8745833333333335,309.97625,109.72041666666667,751.65875,-0.27,0.0,1.4949999999999999,19.82125
2010-12-15,,83.68458333333334,58.59041666666667,142.15958333333333,7.721666666666667,3.0925,7.664166666666667,0.6891666666666666,2.3408333333333333,19.523333333333333,73.86916666666666,2.111666666666667,294.9775,108.08458333333334,751.6570833333334,-0.2708333333333333,0.0,1.1658333333333333,19.523333333333333
