From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2020-07-20,20.710416666666667,38.33625,1.9604166666666665,9.97625,6.7820833333333335,43.13041666666667,10.829166666666666,0.35000000000000003,26.7625,2.922083333333333,0.26791666666666664,2.10875,0.4116666666666667,89.85958333333333,0.8366666666666666,200.52333333333334,186.18499999999997,,,1.19625,28.207083333333333,0.015416666666666667
2020-07-21,13.084166666666667,21.37291666666667,2.7666666666666666,10.546666666666667,6.42875,41.298095238095236,11.237619047619049,0.43375,23.142916666666665,3.5220833333333332,0.27875,2.8333333333333335,0.45375000000000004,94.97708333333333,0.8404166666666666,183.33291666666665,135.50541666666666,,,1.3229166666666667,25.070833333333336,0.025833333333333333
2020-07-22,20.570416666666667,42.45041666666666,4.062916666666667,10.746250000000002,8.895416666666668,36.467083333333335,12.422916666666666,0.45083333333333336,15.9975,4.1970833333333335,0.375,3.23625,0.4795833333333333,92.8325,0.3658333333333333,190.80916666666667,143.79208333333335,,,1.4616666666666667,25.635,0.0
2020-07-23,28.603333333333335,60.20208333333333,2.8470833333333334,7.420416666666667,6.184583333333333,43.15208333333334,9.90625,0.3620833333333333,25.995833333333334,3.3720833333333338,0.2891666666666667,2.6766666666666663,0.45458333333333334,84.625,0.9491666666666667,228.82583333333332,251.2659090909091,,,1.6491666666666667,28.019583333333333,0.0
2020-07-24,16.432083333333335,35.99,1.95375,8.672083333333333,6.104583333333333,33.752500000000005,10.880416666666667,0.39291666666666664,29.395416666666666,7.317083333333333,1.81625,2.2475,0.8645833333333334,75.12458333333333,0.9495833333333333,140.70833333333334,281.58625,,,1.9095833333333332,29.61583333333333,0.0
2020-07-25,11.695833333333333,28.9825,1.5979166666666667,7.913333333333334,5.408333333333334,29.39708333333333,12.206666666666665,0.31083333333333335,26.596249999999998,6.880416666666666,1.8720833333333333,2.2779166666666666,1.4879166666666668,76.41583333333334,0.8250000000000001,181.75625,228.03708333333336,,,2.4166666666666665,29.429999999999996,0.0
2020-07-26,13.365,28.815,1.1882608695652175,6.926521739130435,4.2675,27.784583333333334,10.842608695652174,0.22541666666666668,27.1975,2.84375,0.2520833333333333,1.8056521739130436,0.3969565217391305,82.20416666666667,0.7070833333333333,169.18583333333333,239.01541666666665,,,2.13375,29.686666666666667,0.005
2020-07-27,19.80391304347826,49.50826086956522,1.7680952380952382,6.780952380952381,4.948095238095238,39.30380952380953,8.054583333333333,0.32875,24.05304347826087,2.3425,0.2608333333333333,1.8691666666666666,0.3675,83.70083333333334,0.96125,255.19583333333333,293.94416666666666,,,1.3433333333333335,30.162499999999998,0.0
2020-07-28,22.064166666666665,49.82125,0.8943478260869565,6.317916666666666,3.9975,32.959583333333335,9.429166666666665,0.35333333333333333,35.17625,2.473333333333333,0.27375,2.4754166666666664,0.46625,80.65916666666666,0.8762500000000001,225.42083333333335,245.8741666666667,,,1.2120833333333334,29.691666666666666,0.0
2020-07-29,18.90458333333333,38.572916666666664,1.7504166666666665,9.243333333333334,6.216666666666666,29.3025,15.503636363636362,0.4431818181818182,27.843333333333334,6.197619047619048,0.28619047619047616,2.1023809523809525,0.38476190476190475,86.55624999999999,1.0495833333333333,145.52625,199.4075,,,0.9904761904761905,28.51875,0.025833333333333333
2020-07-30,10.379583333333333,21.946250000000003,2.8320833333333333,9.685833333333333,7.402916666666666,33.227916666666665,10.666666666666666,0.4825,16.721666666666668,6.651666666666667,0.4379166666666667,2.388333333333333,0.39166666666666666,95.55333333333334,1.0416666666666667,165.13916666666668,174.58083333333332,,,0.9333333333333332,26.459999999999997,0.5208333333333334
