From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),CH4 (ug/m3),AT (degree C),RF (mm)
2016-01-08,,61.84041666666667,2.6945833333333336,27.21666666666667,29.912499999999998,,41.204166666666666,1.4433333333333334,26.41875,,,,,,,,120.91624999999999,,,,,
2016-01-09,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-01-10,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,83.53166666666667,4.457083333333333,36.384166666666665,40.842083333333335,,17.166666666666668,0.8379166666666666,19.085833333333333,,,,,,,,141.95875,,,,,
2016-01-12,,100.52291666666667,6.283333333333332,46.53958333333333,52.82083333333333,,19.882916666666667,1.02125,17.16625,,,,,,,,115.03916666666667,,,,,
2016-01-13,,104.5,4.680454545454546,36.05863636363636,37.315416666666664,,20.43590909090909,0.89,20.31681818181818,,,,,,,,121.72791666666666,,,,,
2016-01-14,,91.91416666666667,4.170833333333333,43.26916666666667,35.58125,,28.25,1.33375,25.352500000000003,,,,,,,,81.510625,,,,,
2016-01-15,,60.78,4.511666666666667,28.239166666666666,32.750416666666666,,21.07,1.23625,20.300416666666667,,,,,,,,139.88083333333333,,,,,
2016-01-16,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-01-17,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,94.66208333333333,3.0270833333333336,30.369583333333335,33.370416666666664,,19.780416666666667,1.3616666666666666,19.6725,,,,,,,,104.46125,,,,,
2016-01-19,,53.09291666666667,3.032083333333333,26.594583333333333,29.624583333333334,,27.462083333333336,1.0079166666666668,21.79375,,,,,,,,102.37333333333333,,,,,
2016-01-20,,64.105,3.1529166666666666,28.88875,32.03666666666667,,16.467916666666667,1.3733333333333333,15.661666666666667,,,,,,,,58.27458333333333,,,,,
2016-01-21,,49.45315789473684,2.2039999999999997,24.1355,21.947916666666668,,16.041052631578946,1.1841666666666668,16.64894736842105,,,,,,,,41.13458333333333,,,,,
2016-01-22,,57.76166666666666,3.5279166666666666,32.714166666666664,36.23916666666667,,15.19625,1.3525,15.267083333333334,,,,,,,,161.59291666666667,,,,,
2016-01-23,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-01-24,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,76.35416666666667,8.703333333333333,40.32458333333333,48.91291666666667,,17.86375,1.2958333333333334,16.082916666666666,,,,,,,,143.27666666666667,,,,,
2016-01-26,,98.65083333333332,4.4470833333333335,42.04875,46.48374999999999,,28.814999999999998,1.5925,16.36375,,,,,,,,121.16958333333334,,,,,
2016-01-27,,51.41136363636363,2.632727272727273,26.61409090909091,26.772916666666664,,17.74409090909091,0.9741666666666666,22.167727272727273,,,,,,,,121.91333333333334,,,,,
2016-01-28,,42.656666666666666,2.566666666666667,21.244444444444444,11.898888888888889,,18.787777777777777,0.5155555555555557,30.917777777777776,,,,,,,,140.42888888888888,,,,,
2016-01-29,,494.816,3.6090909090909093,47.42818181818182,50.95727272727272,,22.934545454545454,0.9945454545454545,21.06,,,,,,,,106.83818181818182,,,,,
2016-01-30,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-01-31,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,64.655,3.1629166666666664,36.282916666666665,39.4475,,29.406666666666666,1.91625,20.079583333333336,,,,,,,,144.53875,,,,,
2016-02-02,,60.42958333333333,3.3195833333333336,24.204583333333332,27.526666666666667,,17.452916666666667,2.3508333333333336,16.701249999999998,,,,,,,,127.35458333333334,,,,,
2016-02-03,,71.59041666666667,3.015416666666667,29.28625,32.30458333333333,,27.909166666666668,3.0058333333333334,20.765,,,,,,,,105.18958333333335,,,,,
2016-02-04,,91.78583333333334,2.4791666666666665,29.633333333333336,32.06166666666667,,21.858333333333334,1.9545833333333331,18.953333333333333,,,,,,,,120.04041666666666,,,,,
2016-02-05,,113.59750000000001,1.8711764705882354,21.93764705882353,18.398636363636363,,18.485833333333336,1.9358333333333333,21.85666666666667,,,,,,,,142.77166666666668,,,,,
2016-02-06,,130.09,1.75,19.97,10.865,,18.62,0.16999999999999998,31.0,,,,,,,,9.62142857142857,,,,,
2016-02-07,,,,,,,,,,,,,,,,,,,,,,
2016-02-08,,97.05666666666667,1.5872222222222223,15.357222222222223,16.944444444444443,,13.783888888888889,1.0616666666666665,27.832222222222224,,,,,,,,151.61055555555555,,,,,
2016-02-09,,126.8586956521739,1.9643478260869565,22.975652173913044,23.897916666666664,,19.712727272727275,0.6220833333333333,22.342608695652174,,,,,,,,112.35708333333334,,,,,
2016-02-10,,158.12833333333333,2.6320833333333336,27.64625,30.279583333333335,,29.4725,0.8066666666666666,21.97666666666667,,,,,,,,121.93166666666667,,,,,
2016-02-11,,64.91913043478262,1.8421739130434782,17.73478260869565,18.752083333333335,,34.9495652173913,0.78625,19.87782608695652,,,,,,,,110.68166666666667,,,,,
2016-02-12,,92.27,2.0304166666666665,25.429166666666664,27.45958333333333,,51.67956521739131,0.9179166666666667,19.510833333333334,,,,,,,,92.07375,,,,,
2016-02-13,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-02-14,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,48.701428571428565,2.2257142857142855,18.27857142857143,11.041538461538462,,9.615714285714287,0.036153846153846154,12.694285714285714,,,,,,,,12.686153846153847,,,,,
2016-02-16,,79.87428571428572,2.1607142857142856,21.34142857142857,23.505714285714284,,53.36642857142857,0.7692857142857142,21.279285714285717,,,,,,,,199.6042857142857,,,,,
2016-02-17,,85.71375,2.704166666666667,21.764583333333334,24.471249999999998,,30.013333333333335,0.5845833333333333,16.54125,,,,,,,,141.82791666666665,,,,,
2016-02-18,,88.60958333333333,3.4145833333333333,22.864583333333332,26.27541666666667,,50.87291666666667,0.98,20.235833333333332,,,,,,,,163.27375,,,,,
2016-02-19,,74.19708333333334,2.1316666666666664,19.979166666666668,22.112916666666667,,38.358695652173914,0.9929166666666666,21.72666666666667,,,,,,,,155.56875,,,,,
2016-02-20,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-02-21,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,109.62541666666665,1.7320833333333334,21.49416666666667,23.227083333333336,,29.6925,0.6758333333333333,24.827083333333334,,,,,,,,159.42916666666665,,,,,
2016-02-23,,93.34714285714286,1.5195238095238095,16.16952380952381,15.44,,16.88952380952381,0.42250000000000004,20.852,,,,,,,,57.36000000000001,,,,,
2016-02-24,,46.6745,2.2485,15.12,14.467916666666667,,32.112,0.8250000000000001,17.929,,,,,,,,87.52375,,,,,
2016-02-25,,26.296,2.1046666666666667,11.228,10.512105263157894,,10.167272727272728,0.18555555555555556,15.310666666666666,,,,,,,,86.32842105263158,,,,,
2016-02-26,,41.72,2.1163636363636367,13.316363636363635,9.987647058823528,,23.781818181818185,0.13705882352941176,19.246363636363636,,,,,,,,53.74941176470588,,,,,
2016-02-27,,,,,,,,,,,,,,,,,,,,,,
2016-02-28,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,54.63375,2.482083333333333,18.25166666666667,20.732083333333332,,26.792083333333334,0.6204166666666667,16.93,,,,,,,,155.76125,,,,,
2016-03-01,,45.33238095238095,2.019047619047619,15.15952380952381,15.031666666666666,,10.927222222222222,0.49416666666666664,14.973333333333333,,,,,,,,66.99166666666666,,,,,
2016-03-02,,47.28041666666667,1.77375,11.909583333333332,13.82125,,15.915000000000001,0.5270833333333333,17.527916666666666,,,,,,,,146.36625,,,,,
2016-03-03,,50.4275,2.0166666666666666,15.588333333333333,17.605833333333333,,23.086666666666662,0.5441666666666667,17.830416666666668,,,,,,,,162.40041666666667,,,,,
2016-03-04,,88.270625,1.6,15.63,13.129523809523809,,28.519375,0.5604761904761905,30.956875,,,,,,,,157.02714285714288,,,,,
2016-03-05,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-03-06,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,157.94411764705885,3.9412499999999997,26.11,30.4775,,31.284375,0.9970588235294118,27.0725,,,,,,,,215.48823529411763,,,,,
2016-03-08,,80.68333333333334,1.6720833333333334,16.81833333333333,18.490416666666665,,23.860416666666666,1.09375,29.217083333333335,,,,,,,,178.13666666666666,,,,,
2016-03-09,,78.00166666666667,1.7766666666666666,16.812083333333334,18.589166666666667,,47.00333333333333,0.8870833333333333,24.258750000000003,,,,,,,,172.32708333333335,,,,,
2016-03-10,,100.76416666666667,1.7699999999999998,17.825416666666666,19.597916666666666,,37.72318181818182,0.7125,25.1425,,,,,,,,137.92958333333334,,,,,
2016-03-11,,105.71375,1.5645833333333332,15.927083333333334,17.4925,,22.436666666666667,0.64625,26.7375,,,,,,,,143.27916666666667,,,,,
2016-03-12,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-03-13,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,108.27166666666666,2.3491666666666666,21.44125,23.79041666666667,,24.777916666666666,0.7758333333333334,23.37625,,,,,,,,166.9825,,,,,
2016-03-15,,112.91416666666667,1.74625,17.75583333333333,19.505416666666665,,26.572083333333335,0.9049999999999999,31.809583333333332,,,,,,,,183.56541666666666,,,,,
2016-03-16,,69.70041666666667,1.4833333333333334,15.788333333333334,17.27375,,23.74791666666667,0.71125,31.191666666666666,,,,,,,,170.22958333333335,,,,,
2016-03-17,,124.05958333333332,1.7591666666666665,18.430416666666666,20.192916666666665,,16.36521739130435,0.68125,29.431250000000002,,,,,,,,181.97166666666666,,,,,
2016-03-18,,80.78166666666667,1.4925,12.564166666666667,14.054583333333333,,18.789583333333333,0.5954166666666666,17.52,,,,,,,,181.12125,,,,,
2016-03-19,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-03-20,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,75.959375,1.514,12.074,13.592,,21.86733333333333,0.913125,32.315625,,,,,,,,269.28000000000003,,,,,
2016-03-22,,125.22333333333334,1.9533333333333334,16.097916666666666,18.050833333333333,,17.08375,1.0079166666666668,29.022916666666664,,,,,,,,190.43916666666667,,,,,
2016-03-23,,143.06791666666666,1.7220833333333332,16.887916666666666,18.601666666666667,,17.122083333333332,0.7770833333333332,30.092916666666667,,,,,,,,198.3975,,,,,
2016-03-24,,113.16250000000001,1.7433333333333332,14.039166666666667,15.784166666666666,,17.719583333333333,0.71375,23.448333333333334,,,,,,,,178.98791666666668,,,,,
2016-03-25,,91.3,2.439583333333333,13.644166666666665,16.08625,,20.353333333333335,0.945,22.25708333333333,,,,,,,,192.73791666666668,,,,,
2016-03-26,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-03-27,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,95.60541666666667,1.5783333333333334,13.904583333333333,15.485,,21.72,1.2354166666666666,28.839583333333334,,,,,,,,153.12625,,,,,
2016-03-29,,112.13625,1.5483333333333331,11.205,12.754166666666668,,21.544583333333335,1.0999999999999999,30.005416666666665,,,,,,,,205.42791666666668,,,,,
2016-03-30,,71.21,1.4254166666666668,8.789166666666667,10.21375,,17.33375,0.7041666666666666,21.090833333333332,,,,,,,,182.50041666666667,,,,,
2016-03-31,,52.01208333333333,1.5129166666666667,9.26375,10.77625,,17.842499999999998,0.6454166666666666,17.87375,,,,,,,,165.1025,,,,,
2016-04-01,,37.61681818181818,1.3872727272727272,9.395909090909091,9.742083333333333,,16.424545454545452,0.7970833333333333,21.25227272727273,,,,,,,,87.24416666666667,,,,,
2016-04-02,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-04-03,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,,39.75833333333333,1.3770833333333332,7.539583333333333,8.915416666666667,,15.950833333333334,0.5183333333333333,19.079583333333332,,,,,,,,178.70083333333332,,,,,
2016-04-05,,56.603846153846156,1.5161538461538462,7.453846153846154,5.072173913043478,,17.914615384615384,0.2952173913043478,22.286923076923078,,,,,,,,109.31,,,,,
2016-04-06,,78.65933333333334,1.4773333333333334,11.833333333333334,13.312666666666667,,19.361333333333334,0.47533333333333333,26.979333333333333,,,,,,,,219.75,,,,,
2016-04-07,,80.68227272727273,1.5854545454545457,13.681818181818182,13.997083333333334,,19.109545454545454,0.39125000000000004,26.483636363636364,,,,,,,,132.46791666666667,,,,,
2016-04-08,,55.540000000000006,1.3975,12.302916666666667,13.701666666666666,,18.570833333333333,0.6495833333333333,25.982608695652175,,,,,,,,166.32958333333335,,,,,
2016-04-09,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-04-10,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,83.9725,1.6525,13.166666666666666,14.819583333333334,,21.942916666666665,0.7374999999999999,35.239583333333336,,,,,,,,185.56583333333333,,,,,
2016-04-12,,98.0675,1.7156521739130435,15.867826086956523,16.852500000000003,,25.969565217391303,0.7208333333333333,30.87625,,,,,,,,164.99291666666667,,,,,
2016-04-13,,91.71541666666667,1.5512499999999998,12.070416666666667,13.623333333333333,,20.000416666666666,0.7833333333333333,28.436666666666667,,,,,,,,165.39041666666665,,,,,
2016-04-14,,83.15625,1.4741666666666668,9.219583333333334,10.694583333333334,,20.594583333333333,0.47875,24.702083333333334,,,,,,,,201.4725,,,,,
2016-04-15,,53.557272727272725,1.2573913043478262,6.336956521739131,7.279583333333334,,15.735454545454546,0.84,22.650454545454547,,,,,,,,201.01416666666668,,,,,
2016-04-16,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-04-17,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,41.26958333333334,1.6578260869565218,10.383478260869564,11.539583333333333,,16.289565217391306,0.5770833333333333,19.237916666666667,,,,,,,,127.86041666666667,,,,,
2016-04-19,,41.92958333333333,2.1279166666666667,11.665,13.802083333333334,,14.941249999999998,0.6783333333333333,18.904166666666665,,,,,,,,192.30958333333334,,,,,
2016-04-20,,45.915,2.348333333333333,10.713333333333333,13.053333333333335,,15.904583333333333,0.8858333333333334,18.809583333333332,,,,,,,,206.77708333333337,,,,,
2016-04-21,,38.64958333333333,2.1279166666666667,10.057083333333333,12.184583333333334,,15.512500000000001,0.7975,19.860416666666666,,,,,,,,181.57833333333335,,,,,
2016-04-22,,47.16791666666666,2.129166666666667,10.369583333333333,12.497083333333334,,16.254166666666666,1.0391666666666668,19.847083333333334,,,,,,,,196.94875,,,,,
2016-04-23,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-04-24,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,46.23458333333334,2.3104166666666663,9.475,11.779583333333333,,14.558333333333332,0.555,20.442083333333333,,,,,,,,188.13333333333333,,,,,
2016-04-26,,36.54333333333333,1.9929999999999999,8.936,9.102916666666667,,13.77842105263158,0.5504166666666667,17.40714285714286,,,,,,,,88.63416666666667,,,,,
2016-04-27,,40.20454545454545,2.1486363636363635,10.009090909090908,11.136666666666665,,15.404545454545454,0.6920833333333333,21.60090909090909,,,,,,,,173.5320833333333,,,,,
2016-04-28,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-04-29,,43.79916666666667,2.0533333333333332,16.642500000000002,18.695833333333333,,23.298333333333332,0.8341666666666666,27.256666666666664,,,,,,,,151.50166666666667,,,,,
2016-04-30,,55.73499999999999,2.143333333333333,27.834999999999997,29.983333333333334,,28.758333333333336,0.8966666666666666,26.72666666666667,,,,,,,,16.573333333333334,,,,,
2016-05-01,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,,48.26333333333333,2.34125,12.847916666666668,15.190833333333332,,17.5925,0.9066666666666667,22.020416666666666,,,,,,,,188.8125,,,,,
2016-05-03,,53.004782608695656,2.277391304347826,10.246521739130435,12.001666666666667,,16.610869565217392,0.7966666666666667,20.60608695652174,,,,,,,,187.03375000000003,,,,,
2016-05-04,,55.703125,2.41125,11.97625,10.962380952380952,,33.290625,0.5928571428571429,33.3525,,,,,,,,146.65666666666667,,,,,
2016-05-05,,50.75739130434783,2.2091304347826086,11.257826086956522,12.904166666666667,,23.160434782608696,0.96875,28.652608695652173,,,,,,,,222.03666666666666,,,,,
2016-05-06,,44.898888888888884,2.065,12.690000000000001,11.001666666666667,,21.73166666666667,0.5241666666666667,21.08111111111111,,,,,,,,145.26250000000002,,,,,
2016-05-07,,54.06,2.08,16.83,2.36375,,20.48,0.10125,27.99,,,,,,,,87.8725,,,,,
2016-05-08,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,33.06777777777778,2.336666666666667,14.782222222222222,16.276842105263157,,18.09777777777778,0.6847368421052632,20.189444444444447,,,,,,,,199.74263157894737,,,,,
2016-05-10,,32.22,2.166,13.758000000000001,7.259090909090909,,19.938,0.34454545454545454,14.802000000000001,,,,,,,,7.623636363636364,,,,,
2016-05-11,,49.125,2.0641666666666665,13.1325,9.598947368421053,,20.087500000000002,0.618421052631579,18.8775,,,,,,,,114.62526315789474,,,,,
2016-05-12,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,,,,,,
2016-05-14,,,,,,,,,,,,,,,,,,,,,,
2016-05-15,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,29.641428571428573,2.532857142857143,18.094285714285714,20.58142857142857,,19.109999999999996,0.28,18.888571428571428,,,,,,,,258.7633333333333,,,,,
2016-05-17,,24.273333333333333,,,,,20.285555555555554,0.8005555555555556,16.311666666666667,,,,,,,,174.10277777777776,,,,,
2016-05-18,,23.34909090909091,,,,,17.38090909090909,0.3821739130434783,21.33909090909091,,,,,,,,205.13173913043477,,,,,
2016-05-19,,34.449999999999996,,,,,21.586111111111112,0.8471428571428571,19.287222222222223,,,,,,,,195.75136363636364,,,,,
2016-05-20,,20.047,,,,,17.534,0.4088888888888889,25.574,,,,,,,,59.84277777777778,,,,,
2016-05-21,,,,,,,,,,,,,,,,,,,,,,
2016-05-22,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,305.1166666666667,,,,,16.804761904761904,0.555,28.509047619047617,,,,,,,,157.8970833333333,,,,,
2016-05-24,,62.73916666666667,,,,,44.99333333333333,0.6661111111111111,34.82666666666667,,,,,,,,152.75722222222223,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,,69.82000000000001,,,,,16.19666666666667,0.49538461538461537,31.205714285714286,,,,,,,,183.9825,,,,,
2016-05-28,,,,,,,,,,,,,,,,,,,,,,
2016-05-29,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,,50.96625,,,,,15.54875,0.2530769230769231,28.78875,,,,,,,,274.3353846153846,,,,,
2016-05-31,,59.47421052631579,,,,,19.913333333333334,0.7521052631578947,26.403333333333332,,,,,,,,259.21666666666664,,,,,
2016-06-01,,35.96181818181818,,,,,16.03,0.7666666666666666,27.00090909090909,,,,,,,,124.085,,,,,
2016-06-02,,42.592727272727274,,,,,17.224545454545453,0.654,24.099090909090908,,,,,,,,125.42200000000001,,,,,
2016-06-03,,44.31708333333333,,,,,13.80625,0.9904166666666666,23.87291666666667,,,,,,,,147.74625,,,,,
2016-06-04,,,,,,,,0.0,,,,,,,,,0.0,,,,,
2016-06-05,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,,26.479166666666668,,,,,13.762500000000001,0.5345833333333333,21.04041666666667,,,,,,,,135.71875,,,,,
2016-06-07,,37.5325,,,,,15.74,0.40791666666666665,24.4035,,,,,,,,113.30291666666666,,,,,
2016-06-08,,30.02266666666667,,,,,13.466000000000001,0.3935,26.901999999999997,,,,,,,,121.5675,,,,,
2016-06-09,,50.11,,,,,14.847368421052632,0.5736842105263158,32.80736842105264,,,,,,,,221.74157894736842,,,,,
2016-06-10,,51.92333333333334,,,,,13.112083333333333,0.5245833333333333,34.854166666666664,,,,,,,,193.1425,,,,,
2016-06-11,,,,,,,,0.0,,,,,,,,,0.0,,,,,
2016-06-12,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,41.27291666666667,5.783076923076924,44.40846153846154,50.02538461538462,,18.586666666666666,0.7754166666666666,33.0625,,,,,,,,38.91041666666667,,,,,
2016-06-14,,47.069411764705876,3.7317647058823527,21.74529411764706,19.685,,16.871764705882352,0.6513636363636364,37.715294117647055,,,,,,,,108.37409090909091,,,,,
2016-06-15,,44.555,4.101666666666667,35.684583333333336,39.78,,23.787499999999998,0.8054166666666666,29.2825,,,,,,,,118.15666666666668,,,,,
2016-06-16,,52.71666666666667,3.89,21.7025,25.593333333333334,,22.442083333333333,0.8966666666666666,33.24791666666667,,,,,,,,183.70458333333332,,,,,
2016-06-17,,36.740833333333335,4.425833333333333,25.905,30.3325,,15.505,0.8475,25.750416666666666,,,,,,,,120.55125,,,,,
2016-06-18,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,
2016-06-19,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,23.26409090909091,3.174090909090909,13.19909090909091,15.008333333333333,,11.10909090909091,0.9624999999999999,19.154545454545453,,,,,,,,125.96708333333333,,,,,
2016-06-21,,20.98,3.25375,12.152916666666668,15.407083333333333,,12.225416666666668,0.7312500000000001,18.717916666666667,,,,,,,,235.27166666666668,,,,,
2016-06-22,,20.150833333333335,3.1925000000000003,12.354583333333332,15.548333333333334,,17.075416666666666,0.48374999999999996,17.829166666666666,,,,,,,,230.19791666666666,,,,,
2016-06-23,,17.799444444444443,3.1155555555555554,11.436666666666667,14.537777777777778,,17.1,0.7888888888888889,17.66888888888889,,,,,,,,316.51500000000004,,,,,
2016-06-24,,,,,,,,,,,,,,,,,,,,,,
2016-06-25,,,,,,,,,,,,,,,,,,,,,,
2016-06-26,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,,,,,,,,
