From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-05-12,27.34375,72.92375,2.78,15.459166666666667,10.485833333333334,16.332083333333333,13.405833333333334,0.6221739130434782,35.69916666666666,1.2616666666666667,10.660416666666666,,,,28.938333333333333,70.75,2.0070833333333336,272.65625,61.833333333333336,750.125,,30.026666666666667,0.17708333333333334
2022-05-13,14.014999999999999,31.85478260869565,1.7016666666666669,6.783333333333334,4.995416666666666,13.422916666666667,16.752916666666668,0.43124999999999997,39.197916666666664,0.5525,5.174166666666667,,,,28.875833333333333,79.15625,2.3070833333333334,275.2708333333333,114.09375,750.0625,,29.50333333333333,1.3645833333333333
2022-05-14,20.399166666666666,55.475833333333334,1.545,7.398333333333333,5.190833333333333,9.91125,13.58,0.4345833333333333,32.813478260869566,0.53125,5.82125,,,,29.0175,75.48958333333333,1.9000000000000001,259.7291666666667,116.70833333333333,750.0104166666666,,31.687916666666666,0.0
2022-05-15,12.492916666666666,32.05583333333333,1.5629166666666665,7.409166666666667,5.216666666666667,9.928333333333333,13.3925,0.41083333333333333,36.766666666666666,0.42124999999999996,4.159166666666667,,,,29.04125,78.0625,2.3095833333333333,246.29166666666666,119.40625,751.1875,,31.008750000000003,0.9583333333333334
2022-05-16,9.97086956521739,26.681304347826085,2.040833333333333,9.3375,6.62875,7.950833333333333,11.89,0.5733333333333334,31.593333333333334,0.6545833333333334,6.65125,,,,28.8925,81.23958333333333,1.3395833333333333,253.40625,113.71875,750.8333333333334,,30.406666666666666,0.0
2022-05-17,13.780833333333334,36.81916666666667,1.3525,5.4925,4.025833333333334,6.724166666666666,10.996666666666668,0.39666666666666667,24.320833333333336,0.5279166666666667,6.133333333333333,,,,29.092916666666667,80.86458333333333,2.2325,237.80208333333334,121.55208333333333,749.7395833333334,,31.051666666666666,0.0
2022-05-18,6.934782608695652,26.12875,1.2858333333333334,3.5225000000000004,2.9120833333333334,8.650416666666667,9.945,0.33416666666666667,29.358333333333334,0.3083333333333333,5.76125,,,,29.146666666666665,79.67708333333333,2.7070833333333333,226.25,97.89583333333333,750.2604166666666,,30.897916666666664,0.0
2022-05-19,12.971666666666666,44.982499999999995,1.6333333333333335,5.415,4.21,7.5874999999999995,21.780416666666667,0.3645833333333333,37.102916666666665,0.35041666666666665,4.007916666666667,,,,29.136666666666667,68.26041666666667,2.7025,268.25,122.63541666666667,751.4895833333334,,31.876666666666665,0.0
2022-05-20,26.770833333333332,76.17,1.6125,7.23,5.16,8.360833333333334,12.455416666666666,0.4079166666666667,30.329166666666666,0.67125,4.6883333333333335,,,,29.085833333333337,70.875,1.9666666666666668,263.0625,111.20833333333333,752.3333333333334,,31.39125,0.0
2022-05-21,19.267083333333332,63.43416666666667,2.09625,9.272083333333333,6.632916666666667,10.230416666666667,11.746250000000002,0.4254166666666667,24.605,0.6858333333333334,5.861666666666667,,,,29.144583333333333,67.01041666666667,1.9983333333333333,288.6354166666667,101.60416666666667,751.4270833333334,,32.45458333333333,0.0
2022-05-22,17.864583333333332,54.13166666666667,1.8166666666666667,8.480833333333333,5.988333333333333,10.26375,12.877083333333333,0.44,31.115,0.8804166666666666,5.17625,,,,29.169166666666666,63.208333333333336,2.1504166666666666,281.9270833333333,113.44791666666667,749.625,,33.197916666666664,0.0
2022-05-23,12.20125,44.32958333333334,2.0279166666666666,7.618333333333333,5.697916666666667,9.970416666666667,13.782499999999999,0.4454166666666666,26.650833333333335,0.695,5.5129166666666665,,,,29.082916666666666,67.66666666666667,2.3516666666666666,264.0,126.95833333333333,749.2708333333334,,32.85125,0.0
2022-05-24,14.677391304347825,50.028695652173916,1.6679166666666667,4.9937499999999995,4.014166666666667,9.895000000000001,14.887500000000001,0.3975,27.506666666666664,0.4975,5.449166666666667,,,,28.945833333333336,73.76041666666667,2.3841666666666668,247.75,132.59375,751.4791666666666,,32.63458333333333,0.0
2022-05-25,14.03125,49.069583333333334,1.5704166666666666,5.6575,4.287916666666667,9.008333333333333,16.750416666666666,0.40041666666666664,32.03625,0.5158333333333334,5.12375,,,,29.068749999999998,74.3125,2.13875,238.1875,125.32291666666667,753.1145833333334,,31.92833333333333,0.0
2022-05-26,18.628333333333334,49.45458333333334,1.8625,8.474583333333333,6.0249999999999995,9.912916666666666,39.60541666666666,0.36125,38.93,0.42083333333333334,4.855833333333334,,,,28.993333333333336,75.58333333333333,2.558333333333333,247.71875,128.29166666666666,753.25,,31.016666666666666,0.205
2022-05-27,16.586666666666666,48.242916666666666,2.3295833333333333,9.718333333333334,7.06375,7.416666666666667,17.210416666666667,0.43333333333333335,33.6675,0.5645833333333333,6.26875,,,,29.017916666666665,74.77083333333333,2.00625,251.92708333333334,131.46875,752.7916666666666,,31.27541666666667,0.0
2022-05-28,16.430416666666666,55.27458333333333,1.6420833333333331,8.915833333333333,6.083749999999999,8.159583333333334,19.386666666666667,0.3925,32.14833333333333,0.47333333333333333,5.280833333333333,,,,29.01875,73.64583333333333,2.1279166666666667,257.7291666666667,128.8125,751.8125,,31.769583333333333,0.0
2022-05-29,14.31913043478261,45.9725,1.4554166666666666,5.508333333333333,4.11625,8.200000000000001,16.170833333333334,0.37333333333333335,32.71583333333333,0.46166666666666667,4.229166666666667,,,,29.044166666666666,73.09375,2.27,252.55208333333334,130.84375,751.6145833333334,,32.00958333333333,0.0
2022-05-30,9.691176470588236,37.3995,1.6125,5.5295000000000005,4.2515,7.911,14.481904761904762,0.4505,24.935,0.4033333333333334,4.991428571428572,,,,29.44047619047619,77.04380952380953,2.262380952380952,249.9842857142857,90.60333333333334,750.9404761904761,,31.517142857142858,0.0
2022-05-31,17.34090909090909,51.504090909090905,2.9149999999999996,9.718181818181819,7.53909090909091,9.985909090909091,15.18904761904762,0.4628571428571429,33.816818181818185,0.555,5.918181818181818,,,,29.105909090909094,74.04181818181819,2.139090909090909,229.42045454545453,102.72727272727273,750.25,,31.664545454545454,0.0
2022-06-01,15.35375,58.84708333333333,2.885,9.447083333333333,7.375833333333333,8.770833333333334,14.384166666666667,0.42083333333333334,31.613333333333333,0.6245833333333334,6.358333333333333,,,,29.030833333333334,70.54166666666667,2.165,256.8229166666667,129.32291666666666,749.9583333333334,,32.78458333333334,0.0
2022-06-02,15.805833333333334,56.826249999999995,2.615416666666667,9.9375,7.409166666666667,9.0075,16.01875,0.45416666666666666,34.8425,0.6854166666666667,6.245416666666666,,,,29.122083333333332,71.60416666666667,2.06875,245.69791666666666,116.375,750.09375,,32.65083333333333,0.0
2022-06-03,15.333333333333334,55.604166666666664,1.6224999999999998,6.769583333333333,4.921666666666667,9.300416666666667,16.022083333333335,0.45625,33.91458333333333,0.6075,6.165833333333333,,,,29.13083333333333,73.59375,2.2279166666666668,249.01041666666666,124.57291666666667,749.5520833333334,,32.37416666666667,0.0
